 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,75097.128,730.625,239,1868,54867870.611,66549747.000
2,A:ExptArea:c:1/4 - 20200619_NC11m3Dyn1K44AmRFP_Pax7;Dyn1K44AmRFP;TCFLef,64770.716,729.213,239,1985,47231652.064,57287707.000
