 ,Label,Area,Mean,IntDen,RawIntDen
1,PMEGFP:background,11.656,117.282,1367.045,25802
2,PMEGFP:0003-0637-0691,741.803,725.678,538310.189,10160220
3,PMEGFP:0003-0744-0464,1856.812,4215.925,7828180.930,147751319
4,PMEGFP:0003-0594-0408,587.625,2502.840,1470731.198,27759000
5,PMEGFP:0003-0564-0510,610.831,2528.161,1544279.520,29147172
6,PMEGFP:0003-0125-0206,745.247,2592.709,1932207.643,36469038
7,Tf633:background,11.656,109.514,1276.499,24093
8,Tf633:0003-0637-0691,741.803,1656.316,1228660.414,23190087
9,Tf633:0003-0744-0464,1856.812,752.789,1397787.244,26382235
10,Tf633:0003-0594-0408,587.625,427.105,250977.611,4737023
11,Tf633:0003-0564-0510,610.831,955.725,583786.719,11018557
12,Tf633:0003-0125-0206,745.247,630.921,470192.059,8874539
