 ,Label,Area,Mean,IntDen,RawIntDen
1,PMEGFP:background,16.001,130.199,2083.258,39320.000
2,PMEGFP:0003-0427-0859,581.373,4378.482,2545531.216,48045082.000
3,PMEGFP:0003-0315-0803,544.021,2119.844,1153239.015,21766562.000
4,PMEGFP:0003-0346-0642,486.323,2012.376,978664.827,18471599.000
5,PMEGFP:0003-0433-0630,493.529,1859.007,917473.264,17316652.000
6,PMEGFP:0003-0279-0364,314.661,2671.377,840578.008,15865309.000
7,PMEGFP:0003-0561-0307,1069.550,997.410,1066780.270,20134715.000
8,PMEGFP:0003-0095-0072,516.841,991.199,512292.091,9669147.000
9,Tf633:background,16.001,115.318,1845.156,34826.000
10,Tf633:0003-0427-0859,581.373,937.414,544986.945,10286239.000
11,Tf633:0003-0315-0803,544.021,1107.971,602759.093,11376647.000
12,Tf633:0003-0346-0642,486.323,1927.141,937212.873,17689223.000
13,Tf633:0003-0433-0630,493.529,716.634,353679.620,6675450.000
14,Tf633:0003-0279-0364,314.661,1021.753,321505.686,6068190.000
15,Tf633:0003-0561-0307,1069.550,1482.635,1585752.826,29929951.000
16,Tf633:0003-0095-0072,516.841,587.944,303873.284,5735391.000
