 ,Label,Area,Mean,IntDen,RawIntDen
1,PMEGFP:background,3.285,136.306,447.752,8451.000
2,PMEGFP:0003-0852-0503,1191.886,1227.473,1463007.992,27613230.000
3,PMEGFP:0003-0801-0634,702.596,491.519,345339.384,6518034.000
4,PMEGFP:0003-0916-0729,663.601,306.215,203204.517,3835340.000
5,PMEGFP:0003-0249-0683,691.947,1686.299,1166829.198,22023067.000
6,PMEGFP:0003-0536-0334,915.796,1678.834,1537470.256,29018652.000
7,PMEGFP:0003-0711-0264,1100.121,445.815,490450.522,9256903.000
8,PMEGFP:0003-0390-0304,746.836,655.967,489899.932,9246511.000
9,PMEGFP:0003-0486-0096,754.201,526.600,397162.062,7496150.000
10,PMEGFP:0003-0171-0095,736.770,676.721,498587.413,9410481.000
11,PMEGFP:0003-0158-0253,568.180,3175.310,1804149.283,34052028.000
12,Tf633:background,3.285,123.258,404.890,7642.000
13,Tf633:0003-0852-0503,1191.886,399.467,476119.542,8986416.000
14,Tf633:0003-0801-0634,702.596,160.932,113070.031,2134116.000
15,Tf633:0003-0916-0729,663.601,299.614,198824.219,3752665.000
16,Tf633:0003-0249-0683,691.947,253.530,175429.426,3311105.000
17,Tf633:0003-0536-0334,915.796,230.369,210971.116,3981929.000
18,Tf633:0003-0711-0264,1100.121,141.365,155518.526,2935301.000
19,Tf633:0003-0390-0304,746.836,240.261,179435.670,3386720.000
20,Tf633:0003-0486-0096,754.201,183.998,138771.772,2619218.000
21,Tf633:0003-0171-0095,736.770,166.479,122656.990,2315063.000
22,Tf633:0003-0158-0253,568.180,369.288,209821.986,3960240.000
