 ,Label,Area,Mean,IntDen,RawIntDen
1,PMEGFP:background,4.503,125.576,565.531,10674.000
2,PMEGFP:0003-0415-0480,705.298,537.128,378835.328,7150246.000
3,PMEGFP:0003-0572-0252,546.776,1481.168,809866.646,15285654.000
4,PMEGFP:0003-0757-0846,1050.742,1580.090,1660267.012,31336353.000
5,PMEGFP:0003-0402-0798,411.247,1296.685,533258.236,10064868.000
6,PMEGFP:0003-0086-0228,561.187,1024.118,574721.793,10847463.000
7,PMEGFP:0003-0146-0391,485.793,556.884,270530.405,5106068.000
8,Tf633:background,4.503,113.118,509.423,9615.000
9,Tf633:0003-0415-0480,705.298,182.696,128855.264,2432051.000
10,Tf633:0003-0572-0252,546.776,611.950,334599.109,6315319.000
11,Tf633:0003-0757-0846,1050.742,758.134,796602.726,15035307.000
12,Tf633:0003-0402-0798,411.247,799.070,328615.466,6202382.000
13,Tf633:0003-0086-0228,561.187,535.729,300644.287,5674446.000
14,Tf633:0003-0146-0391,485.793,401.826,195204.373,3684343.000
