 ,Label,Area,Mean,IntDen,RawIntDen
1,PMEGFP:background,4.239,138.812,588.367,11105.000
2,PMEGFP:0003-0776-0865,1189.131,974.408,1158698.665,21869609.000
3,PMEGFP:0003-0564-0808,400.651,3430.540,1374449.088,25941744.000
4,PMEGFP:0003-0284-0495,681.138,2724.270,1855604.742,35023213.000
5,PMEGFP:0003-0345-0463,765.645,2520.647,1929920.828,36425876.000
6,PMEGFP:0003-0313-0678,1003.058,1117.451,1120867.988,21155582.000
7,PMEGFP:0003-0135-0280,918.286,2575.945,2365455.787,44646287.000
8,PMEGFP:0003-0504-0419,474.349,2112.742,1002177.400,18915382.000
9,PMEGFP:0003-0417-0433,595.731,7771.856,4629936.994,87386751.000
10,PMEGFP:0003-0750-0242,574.856,6469.382,3718964.585,70192798.000
11,PMEGFP:0003-0279-0114,702.119,9556.196,6709589.479,126638705.000
12,Tf633:background,4.239,123.350,522.828,9868.000
13,Tf633:0003-0776-0865,1189.131,610.082,725468.059,13692691.000
14,Tf633:0003-0564-0808,400.651,619.692,248280.132,4686110.000
15,Tf633:0003-0284-0495,681.138,1168.167,795683.433,15017956.000
16,Tf633:0003-0345-0463,765.645,810.417,620491.845,11711340.000
17,Tf633:0003-0313-0678,1003.058,835.885,838440.655,15824968.000
18,Tf633:0003-0135-0280,918.286,296.484,272257.093,5138658.000
19,Tf633:0003-0504-0419,474.349,1501.496,712233.385,13442896.000
20,Tf633:0003-0417-0433,595.731,436.731,260173.986,4910598.000
21,Tf633:0003-0750-0242,574.856,356.669,205033.461,3869860.000
22,Tf633:0003-0279-0114,702.119,1028.345,722020.670,13627624.000
