 ,Label,Area,Mean,IntDen,RawIntDen
1,PMEGFP:background,3.391,128.594,436.043,8230.000
2,PMEGFP:0003-0410-0253,752.717,312.383,235135.899,4438022.000
3,PMEGFP:0002-0481-0804,908.750,570.374,518327.075,9783053.000
4,PMEGFP:0002-0781-0770,664.184,548.895,364567.185,6880945.000
5,PMEGFP:0002-0571-0683,446.163,502.661,224268.573,4232909.000
6,PMEGFP:0002-0451-0582,874.046,415.189,362894.168,6849368.000
7,PMEGFP:0002-0195-0447,829.170,490.207,406465.513,7671746.000
8,Tf633:background,3.391,114.031,386.664,7298.000
9,Tf633:0003-0410-0253,752.717,266.831,200848.454,3790871.000
10,Tf633:0002-0481-0804,908.750,930.328,845435.198,15956985.000
11,Tf633:0002-0781-0770,664.184,427.954,284239.957,5364826.000
12,Tf633:0002-0571-0683,446.163,197.981,88331.769,1667199.000
13,Tf633:0002-0451-0582,874.046,490.929,429095.086,8098863.000
14,Tf633:0002-0195-0447,829.170,507.959,421184.799,7949562.000
