 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,1.951,111.960,218.469,16794.000
2,C1-ActiveImage:0003-1179-1425,951.576,176.683,168126.945,12924153.000
3,C1-ActiveImage:0003-1266-2181,402.048,590.849,237549.790,18260784.000
4,C1-ActiveImage:0003-0310-0817,704.696,435.507,306900.410,23591863.000
5,C1-ActiveImage:0003-0850-1933,351.002,273.165,95881.490,7370544.000
6,C1-ActiveImage:0003-0772-1857,350.455,611.066,214151.516,16462126.000
7,C1-ActiveImage:0003-1828-1764,548.084,321.062,175969.017,13526984.000
8,C1-ActiveImage:0003-2178-2079,632.966,310.959,196826.853,15130355.000
9,C1-ActiveImage:0003-1803-1347,448.880,214.153,96129.033,7389573.000
10,C1-ActiveImage:0003-2214-2416,709.341,451.795,320476.657,24635488.000
