 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,13.971,116.544,1628.278,125168.000
2,C1-ActiveImage:0003-2493-0772,1446.143,290.486,420083.603,32292413.000
3,C1-ActiveImage:0003-2299-1014,2028.765,617.535,1252834.005,96307099.000
4,C1-ActiveImage:0003-2175-1315,1177.811,612.756,721711.206,55478948.000
5,C1-ActiveImage:0003-2131-1600,635.191,478.336,303834.706,23356198.000
6,C1-ActiveImage:0003-2406-1639,1188.856,185.509,220543.061,16953453.000
7,C1-ActiveImage:0003-2035-2086,750.474,1107.815,831386.293,63909825.000
8,C1-ActiveImage:0003-1951-2436,601.628,1119.769,673684.343,51787056.000
9,C1-ActiveImage:0003-1906-1971,844.254,358.228,302435.121,23248610.000
10,C1-ActiveImage:0003-1921-1228,668.207,296.583,198178.969,15234294.000
11,C1-ActiveImage:0003-1597-1147,469.603,427.904,200944.887,15446914.000
12,C1-ActiveImage:0003-1249-1453,751.567,296.462,222811.395,17127823.000
13,C1-ActiveImage:0003-0547-0697,547.538,1111.092,608364.833,46765854.000
14,C1-ActiveImage:0003-0588-0940,713.933,452.671,323176.464,24843026.000
15,C1-ActiveImage:0003-0487-1636,835.786,349.064,291742.666,22426666.000
16,C1-ActiveImage:0003-0406-2146,787.159,481.305,378863.706,29123782.000
17,C1-ActiveImage:0003-0366-1231,808.155,249.320,201489.277,15488762.000
18,C1-ActiveImage:0003-0913-1227,712.502,309.072,220214.551,16928200.000
19,C1-ActiveImage:0003-1059-0873,733.381,545.380,399970.816,30746315.000
20,C1-ActiveImage:0003-1360-1099,401.463,718.474,288440.527,22172826.000
21,C1-ActiveImage:0003-1446-1155,757.694,337.456,255688.175,19655107.000
