 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,1.717,198.030,340.048,26140.000
2,C1-ActiveImage:0003-0678-1638,1362.405,249.561,340002.658,26136479.000
3,C1-ActiveImage:0003-0922-1789,1380.748,290.748,401448.973,30859943.000
4,C1-ActiveImage:0003-1162-1614,1033.063,275.650,284763.906,21890199.000
5,C1-ActiveImage:0003-1459-1636,1324.940,456.314,604588.760,46475582.000
6,C1-ActiveImage:0003-1824-0847,1199.198,408.364,489708.850,37644603.000
7,C1-ActiveImage:0003-1690-0706,875.787,467.015,409006.010,31440863.000
8,C1-ActiveImage:0003-1500-0838,756.562,266.628,201720.468,15506534.000
9,C1-ActiveImage:0003-1531-1066,828.058,263.563,218245.939,16776870.000
10,C1-ActiveImage:0003-1447-1321,796.759,287.152,228791.279,17587505.000
11,C1-ActiveImage:0003-1681-1147,553.938,771.710,427479.709,32860962.000
