 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,2.103,144.776,304.443,7094.000
2,H2BRFP:0003-0320-0679,1887.940,2498.098,4716259.752,109896335.000
3,H2BRFP:0003-0220-0535,1959.008,1206.601,2363740.803,55078911.000
4,H2BRFP:0003-0598-0846,1970.896,789.744,1556502.252,36268972.000
5,H2BRFP:0003-0660-0562,1508.738,2317.117,3495924.223,81460581.000
6,H2BRFP:0003-0671-0202,1512.215,445.102,673089.016,15684042.000
7,H2BRFP:0003-0903-0515,1045.852,2526.795,2642652.884,61578005.000
8,Dex488:background,2.103,404.224,850.028,19807.000
9,Dex488:0003-0320-0679,1887.940,1009.715,1906282.296,44419402.000
10,Dex488:0003-0220-0535,1959.008,835.342,1636441.787,38131690.000
11,Dex488:0003-0598-0846,1970.896,966.521,1904911.746,44387466.000
12,Dex488:0003-0660-0562,1508.738,1127.227,1700690.073,39628777.000
13,Dex488:0003-0671-0202,1512.215,668.650,1011142.435,23561223.000
14,Dex488:0003-0903-0515,1045.852,1126.441,1178090.294,27451373.000
