 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,5.236,123.000,643.990,15006
2,H2BRFP:0003-0397-0174,804.065,1972.685,1586168.172,36960235
3,H2BRFP:0003-0223-0228,976.843,4580.162,4474101.006,104253652
4,H2BRFP:0003-0387-0611,1139.493,3232.964,3683940.905,85841668
5,H2BRFP:0003-0753-0769,1406.042,1952.730,2745619.392,63977288
6,H2BRFP:0003-0604-0784,993.065,4716.424,4683717.376,109138046
7,H2BRFP:0003-0554-0649,983.152,7456.445,7330817.982,170819690
8,H2BRFP:0003-0528-0411,726.345,3951.257,2869977.619,66875032
9,H2BRFP:0003-0437-0429,825.137,2857.126,2357519.939,54933955
10,Dex488:background,5.236,459.410,2405.330,56048
11,Dex488:0003-0397-0174,804.065,973.473,782735.928,18238989
12,Dex488:0003-0223-0228,976.843,1206.561,1178620.816,27463735
13,Dex488:0003-0387-0611,1139.493,1046.782,1192801.224,27794161
14,Dex488:0003-0753-0769,1406.042,1063.138,1494816.323,34831592
15,Dex488:0003-0604-0784,993.065,1439.792,1429807.875,33316792
16,Dex488:0003-0554-0649,983.152,1435.418,1411233.517,32883980
17,Dex488:0003-0528-0411,726.345,1975.312,1434758.653,33432153
18,Dex488:0003-0437-0429,825.137,1554.238,1282458.852,29883326
