 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,7.210,144.982,1045.294,24357.000
2,H2BRFP:0002-0472-0669,371.434,3514.574,1305431.880,30418634.000
3,H2BRFP:0002-0508-0751,330.750,2394.496,791979.590,18454381.000
4,H2BRFP:0002-0451-0799,253.588,3115.940,790164.606,18412089.000
5,H2BRFP:0001-0306-0754,530.693,1006.144,533953.813,12441971.000
6,H2BRFP:0001-0312-0669,382.935,1550.213,593631.208,13832549.000
7,H2BRFP:0001-0184-0698,335.084,5846.602,1959105.695,45650271.000
8,H2BRFP:0001-0638-0682,430.400,1776.188,764470.948,17813386.000
9,H2BRFP:0001-0615-0585,330.407,2042.271,674779.845,15723441.000
10,H2BRFP:0001-0541-0532,227.967,8503.669,1938558.468,45171488.000
11,H2BRFP:0001-0591-0410,333.025,2250.524,749479.866,17464070.000
12,H2BRFP:0001-0499-0403,516.961,1461.967,755778.965,17610849.000
13,H2BRFP:0001-0330-0411,259.253,6309.211,1635680.122,38113942.000
14,H2BRFP:0001-0672-0297,789.302,1182.511,933359.233,21748751.000
15,H2BRFP:0001-0687-0140,262.171,4649.299,1218911.334,28402568.000
16,H2BRFP:0001-0465-0149,430.915,5015.706,2161342.139,50362701.000
17,H2BRFP:0001-0148-0357,565.455,1130.365,639170.554,14893688.000
18,H2BRFP:0001-0184-0321,337.574,2235.335,754590.162,17583148.000
19,H2BRFP:0001-0141-0260,321.866,5186.831,1669467.178,38901234.000
20,H2BRFP:0001-0890-0508,642.188,2868.823,1842323.862,42929069.000
21,H2BRFP:0001-0824-0727,342.681,2939.562,1007330.634,23472402.000
22,H2BRFP:0001-0689-0957,383.021,3700.783,1417477.985,33029486.000
23,Dex488:background,7.210,623.321,4494.029,104718.000
24,Dex488:0002-0472-0669,371.434,1276.873,474274.143,11051340.000
25,Dex488:0002-0508-0751,330.750,1227.375,405954.331,9459380.000
26,Dex488:0002-0451-0799,253.588,1300.418,329770.206,7684169.000
27,Dex488:0001-0306-0754,530.693,1198.563,636069.778,14821435.000
28,Dex488:0001-0312-0669,382.935,854.977,327401.011,7628963.000
29,Dex488:0001-0184-0698,335.084,1311.307,439398.749,10238688.000
30,Dex488:0001-0638-0682,430.400,889.859,382995.036,8924392.000
31,Dex488:0001-0615-0585,330.407,1059.840,350178.258,8159709.000
32,Dex488:0001-0541-0532,227.967,1550.083,353368.298,8234042.000
33,Dex488:0001-0591-0410,333.025,1158.058,385661.593,8986527.000
34,Dex488:0001-0499-0403,516.961,1122.637,580359.193,13523290.000
35,Dex488:0001-0330-0411,259.253,1515.450,392884.534,9154833.000
36,Dex488:0001-0672-0297,789.302,877.653,692733.559,16141791.000
37,Dex488:0001-0687-0140,262.171,1119.753,293566.705,6840570.000
38,Dex488:0001-0465-0149,430.915,1016.395,437979.575,10205619.000
39,Dex488:0001-0148-0357,565.455,1054.964,596534.659,13900204.000
40,Dex488:0001-0184-0321,337.574,858.912,289946.093,6756204.000
41,Dex488:0001-0141-0260,321.866,1311.053,421984.098,9832899.000
42,Dex488:0001-0890-0508,642.188,963.597,618810.438,14419265.000
43,Dex488:0001-0824-0727,342.681,1217.850,417333.556,9724534.000
44,Dex488:0001-0689-0957,383.021,1025.079,392627.041,9148833.000
