 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,6.909,140.006,967.359,22541.000
2,H2BRFP:0003-0294-0744,660.513,2051.922,1355321.058,31581131.000
3,H2BRFP:0003-0258-0560,807.155,3050.882,2462535.406,57380982.000
4,H2BRFP:0003-0189-0392,708.192,2568.542,1819021.329,42386083.000
5,H2BRFP:0003-0478-0264,397.441,3186.644,1266502.042,29511507.000
6,H2BRFP:0003-0379-0072,664.762,3790.477,2519763.398,58714485.000
7,H2BRFP:0003-0662-0338,610.817,1807.776,1104220.174,25730082.000
8,H2BRFP:0003-0852-0566,574.939,2072.493,1191558.132,27765195.000
9,H2BRFP:0003-0708-0558,482.886,6444.766,3112084.480,72516506.000
10,H2BRFP:0003-0536-0558,439.155,2434.844,1069273.069,24915759.000
11,H2BRFP:0003-0800-0418,353.195,1435.226,506914.409,11811910.000
12,H2BRFP:0003-0952-0162,454.390,2345.783,1065899.693,24837154.000
13,H2BRFP:0003-0363-0851,334.956,3407.594,1141393.179,26596272.000
14,H2BRFP:0003-0443-0714,668.581,930.664,622224.540,14498819.000
15,Dex488:background,6.909,663.981,4587.713,106901.000
16,Dex488:0003-0294-0744,660.513,1058.792,699345.512,16295860.000
17,Dex488:0003-0258-0560,807.155,1034.529,835025.844,19457427.000
18,Dex488:0003-0189-0392,708.192,1063.658,753274.286,17552486.000
19,Dex488:0003-0478-0264,397.441,1293.092,513927.537,11975327.000
20,Dex488:0003-0379-0072,664.762,1353.606,899825.337,20967358.000
21,Dex488:0003-0662-0338,610.817,1159.367,708161.049,16501276.000
22,Dex488:0003-0852-0566,574.939,1056.456,607398.339,14153345.000
23,Dex488:0003-0708-0558,482.886,1500.906,724766.013,16888198.000
24,Dex488:0003-0536-0558,439.155,1042.151,457665.488,10664332.000
25,Dex488:0003-0800-0418,353.195,934.548,330077.610,7691332.000
26,Dex488:0003-0952-0162,454.390,1110.733,504705.547,11760440.000
27,Dex488:0003-0363-0851,334.956,1103.274,369547.840,8611051.000
28,Dex488:0003-0443-0714,668.581,1099.776,735289.244,17133406.000
