Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,8,5.718,0.715,1.131,255,182.248
2,14,10.170,0.726,1.659,255,185.240
3,15,10.024,0.668,2.233,255,170.409
4,13,8.881,0.683,1.994,255,174.195
