Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,21,16.107,0.767,1.783,255,195.580
2,23,16.788,0.730,2.336,255,186.126
3,18,15.060,0.837,2.148,255,213.356
4,14,22.384,1.599,3.303,255,407.705
