Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,18,12.992,0.722,3.137,255,184.058
2,12,8.199,0.683,1.387,255,174.235
3,5,8.418,1.684,1.205,255,429.331
4,3,0.779,0.260,0.108,255,66.178
5,4,2.871,0.718,0.409,255,183.024
