 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,TFAP2b:Expt,32991.876,4966.114,0,41802,163841423.726,237678222
2,TFAP2b:Cntl,28059.639,5206.359,0,30223,146088550.835,211924837
3,SMPD3:Expt,32991.876,3162.527,0,49116,104337699.272,151358541
4,SMPD3:Cntl,28059.639,4268.760,0,54637,119779874.490,173759889
