 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,TFAP2b:Expt,70433.451,7408.815,0,58065,521828378.193,756995626
2,TFAP2b:Cntl,77306.874,8048.882,0,58784,622233872.492,902649874
3,SMPD3:Expt,70433.451,5552.815,0,62279,391103921.572,567358868
4,SMPD3:Cntl,77306.874,8644.638,0,62872,668289930.247,969461561
