,ExptDate,Embryo,Stain,Cntl IntDen,Expt IntDen,Expt/Cntl IntDen,Norm Cntl IntDen,Norm Expt IntDen,Embryo ID
0,20200619,Emb1,TFAP2b,182161062.725,144106307.765,0.7910928142890257,0.48086103674466146,0.38040571084027286,20200619Emb1
1,20200619,Emb2,TFAP2b,383169000.96900004,382284280.994,0.9976910450146994,1.011473255031042,1.0091378088163399,20200619Emb2
2,20200619,Emb3,TFAP2b,622233872.492,521828378.193,0.8386370483225487,1.6425465494557907,1.3775003899679916,20200619Emb3
3,20200619,Emb4,TFAP2b,203482379.301,184920125.238,0.9087770934920025,0.5371441426956536,0.48814429278520954,20200619Emb4
4,20200619,Emb5,TFAP2b,503067043.73,388653982.464,0.7725689593623899,1.3279750160728525,1.0259522762266566,20200619Emb5
0,20200609,Emb2,TFAP2b,146088550.835,163841423.726,1.121521315596121,0.9257976874829648,1.0383018404417412,20200609Emb2
1,20200609,Emb3,TFAP2b,169506428.09,183094952.729,1.0801652467821758,1.0742023125170352,1.1603160059939475,20200609Emb3
