,Slice,Count,Image,Date,Embryo,Treatment,Stains,FOV
1,2,9,20210807_Emb7_ControlMO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV5_Puncta,20210807,Emb7,ControlMO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV5
2,3,2,20210807_Emb7_ControlMO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV5_Puncta,20210807,Emb7,ControlMO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV5
3,4,6,20210807_Emb7_ControlMO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV5_Puncta,20210807,Emb7,ControlMO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV5
0,1,1,20210807_Emb8_ControlMO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV9_Puncta,20210807,Emb8,ControlMO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV9
1,2,8,20210807_Emb8_ControlMO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV9_Puncta,20210807,Emb8,ControlMO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV9
2,3,1,20210807_Emb8_ControlMO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV9_Puncta,20210807,Emb8,ControlMO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV9
0,1,1,20210807_Emb7_SMPD3MO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV2_Puncta,20210807,Emb7,SMPD3MO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV2
1,2,0,20210807_Emb7_SMPD3MO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV2_Puncta,20210807,Emb7,SMPD3MO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV2
0,1,6,20210807_Emb2_SMPD3MO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV1_Puncta,20210807,Emb2,SMPD3MO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV1
1,2,0,20210807_Emb2_SMPD3MO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV1_Puncta,20210807,Emb2,SMPD3MO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV1
0,1,0,20210807_Emb3_SMPD3MO_H2BRFP;PostPermFLAG;PrePermFLAG;TPMT_FOV8_Puncta,20210807,Emb3,SMPD3MO,H2BRFP;PostPermFLAG;PrePermFLAG;TPMT,FOV8
