,Date,Embryo,Treatment,FOV,ROI,Area,H2BRFP Mean,H2BRFP LRP6 IntDen,H2BRFP CTCF,Surface LRP6 Mean,Surface LRP6 IntDen,Surface LRP6 CTCF,Internal LRP6 Mean,Internal LRP6 IntDen,Internal LRP6 CTCF,Total LRP6 CTCF,Internalized Fraction CTCF,Total LRP6 Mean,Internalized Fraction Mean,Total LRP6 IntDen,Internalized Fraction IntDen,Internal / RFP,Norm
16,20210807,Emb8,ControlMO,FOV6,0004-0101-0725,216.145,1625.8929999999998,351429.22,293558.77384499996,324.564,70153.056,48794.687825,489.98800000000006,105908.604,37463.479865,86258.16769,0.4343180578520819,814.5520000000001,0.6015429340299944,176061.66,0.6015426868064291,0.3013654650090751,0.0003699769505311816
17,20210807,Emb8,ControlMO,FOV6,0004-0882-0829,220.524,4154.829000000001,916238.245,857195.369764,360.474,79493.125,57702.045939999996,604.531,133313.47400000002,63481.68258800001,121183.728528,0.523846586989047,965.0049999999999,0.626453748944306,212806.59900000002,0.626453665565136,0.14550081363155978,0.00015077726398470454
18,20210807,Emb8,ControlMO,FOV6,0004-1018-0247,150.696,2802.2729999999997,422290.33700000006,381943.14065600006,266.66700000000003,40185.583,25294.55776,654.5790000000001,98642.194,50922.346552,76216.904312,0.6681240469115001,921.2460000000001,0.7105365993448004,138827.777,0.7105364368112009,0.2335885904050034,0.0002535572370517792
19,20210807,Emb8,ControlMO,FOV6,0004-0584-0391,114.744,5284.596,606373.39,575651.946184,253.87599999999998,29130.597999999998,17792.16964,578.52,66381.483,30046.30372799999,47838.47336799999,0.628078231026881,832.396,0.6950057424591181,95512.08099999999,0.6950061427307819,0.10947289064291765,0.00013151539729037341
20,20210807,Emb8,ControlMO,FOV6,0004-0718-0201,263.186,2122.725,558671.661,488206.504546,547.985,144222.131,118215.40641,599.692,157830.539,74489.27068199999,192704.67709199997,0.3865462520478304,1147.6770000000001,0.5225268085009981,302052.67,0.5225265481016936,0.2825104523666514,0.0002461585031037926
21,20210807,Emb4,SMPD3MO,FOV8,0004-0664-0950,155.93,1144.259,178424.342,131934.28029,449.25800000000004,70052.785,58688.6066,362.27,56488.732,8478.664650000006,67167.27125,0.12623208435015895,811.528,0.44640480673494937,126541.517,0.4464047321323009,0.3165979030971135,0.00039012566799557564
22,20210807,Emb4,SMPD3MO,FOV8,0004-0476-0391,219.03799999999998,2106.073,461309.95700000005,396004.4344140001,359.17400000000004,78672.829,62709.33956,369.07099999999997,80840.47099999999,13399.76599,76109.10555000001,0.17605995883366413,728.245,0.5067951032962807,159513.3,0.506794549420017,0.17524131404751878,0.00024063510775565745
23,20210807,Emb3,SMPD3MO,FOV7,0004-0500-0628,322.535,5800.455,1870852.6519999998,1777842.9115149998,597.39,192679.444,168682.84,881.841,284424.863,182588.95224,351271.79224,0.5197939495103252,1479.231,0.5961482689316273,477104.30700000003,0.5961481772999379,0.15202962526215616,0.00010277612168901014
24,20210807,Emb3,SMPD3MO,FOV7,0004-0606-0752,345.254,786.674,271602.481,172041.239766,346.626,119674.15199999999,93987.25439999998,374.589,129328.42300000001,20319.306056,114306.56045599998,0.1777615035824782,721.2149999999999,0.5193860360641418,249002.575,0.5193858858688509,0.47616801877270637,0.0006602303318326802
25,20210807,Emb3,ControlMO,FOV1,0004-0476-0495,161.30200000000002,2359.819,380643.903,331807.786876,382.267,61660.517,50146.618938,792.363,127809.935,81497.06606199998,131643.685,0.619073114384484,1174.63,0.6745639052297319,189470.452,0.6745639420335579,0.3357727859636693,0.00028585408678789853
26,20210807,Emb3,ControlMO,FOV1,0004-0737-0734,255.72799999999998,1632.703,417527.95700000005,340103.23626400006,456.86400000000003,116832.837,98578.716632,455.904,116587.351,43162.98336799999,141741.69999999998,0.304518595219332,912.768,0.4994741270509045,233420.188,0.49947415430922365,0.2792326589710437,0.00030591854553516746
27,20210807,Emb4,SMPD3MO,FOV5,0004-0619-0725,218.92,863.059,188940.71399999998,129148.84575999998,192.855,42219.875,24876.594760000004,406.63,89019.40800000001,19975.542720000012,44852.13748000002,0.4453643425334476,599.485,0.6782988731994962,131239.283,0.678298493904451,0.47114971282380463,0.0007859241062308558
28,20210807,Emb4,SMPD3MO,FOV5,0004-1050-0190,369.015,989.3989999999999,365103.39200000005,264317.27717,260.61400000000003,96170.731,66936.62467,443.81,163772.705,47391.278239999985,114327.90290999999,0.41452066410512967,704.424,0.630032480437918,259943.436,0.6300320851340905,0.4485652401104105,0.0006367830172032901
29,20210807,Emb1,ControlMO,FOV9,0004-0273-0738,226.59400000000002,5897.956,1336443.932,1273490.227356,423.851,96042.37,77885.845968,499.56300000000005,113198.10699999999,42352.35992999999,120238.20589799999,0.35223712474492663,923.414,0.5409956964048629,209240.47699999998,0.5409952635502737,0.08470103880056075,9.172596343629265e-05
30,20210807,Emb1,ControlMO,FOV9,0004-0096-0300,210.93099999999998,1895.6029999999998,399840.742,341238.62599400006,386.541,81533.281,64631.801832000005,625.185,131870.55,65921.918195,130553.720027,0.5049409406439479,1011.7259999999999,0.6179390467379509,213403.831,0.6179390003546843,0.3298079819455867,0.0003259854762510668
31,20210807,Emb4,ControlMO,FOV9,0004-0388-0779,250.248,5726.691,1433090.8059999999,1362758.1051039998,862.972,215956.664,195228.12166399998,831.6039999999999,208107.00199999998,128825.18237599998,324053.30403999996,0.3975431843154368,1694.576,0.49074458743662125,424063.66599999997,0.490744712846962,0.14521544815321796,8.569426697487628e-05
32,20210807,Emb4,ControlMO,FOV9,0004-0218-0790,373.227,3321.835,1239796.999,1134900.804196,1009.5269999999999,376782.08700000006,345866.9481360001,683.038,254927.896,136684.73044900002,482551.6785850001,0.283254077262366,1692.565,0.40355200538827163,631709.983,0.40355210913296585,0.20562068856520568,0.00012148466296136672
33,20210807,Emb4,ControlMO,FOV9,0004-0783-1009,227.765,1676.356,381815.651,317801.84222,308.055,70164.213,51297.982520000005,431.31300000000005,98238.24,26079.327055000016,77377.30957500002,0.33704101626487715,739.368,0.5833536209303081,168402.453,0.5833539728782929,0.25729200718701756,0.0003479891031083541
34,20210807,Emb4,ControlMO,FOV9,0004-0900-0352,356.352,2750.566,980170.944,880017.501696,322.777,115022.285,85504.936136,508.415,181174.88199999998,68277.935824,153782.87196000002,0.44398920994114066,831.192,0.6116697465808141,296197.167,0.6116698678620379,0.18484013835697818,0.00022237959262959482
35,20210807,Emb1,SMPD3MO,FOV6,0004-0174-0673,279.293,1287.17,359497.153,282917.246744,226.827,63351.11,43078.906888,521.3340000000001,145604.82,59365.00675300001,102443.913641,0.5794878840829545,748.1610000000001,0.6968206041213054,208955.93,0.6968207123865784,0.4050234234794161,0.000541358642697783
36,20210807,Emb1,SMPD3MO,FOV6,0004-0901-0373,214.90599999999998,947.204,203559.332,144633.82604800002,148.608,31936.709,16337.971896,403.709,86759.377,20400.917226000005,36738.88912200001,0.5552948854347235,552.317,0.7309371248757507,118696.086,0.7309371346920402,0.42621124910790076,0.0007716786720450407
37,20210807,Emb1,SMPD3MO,FOV6,0004-0864-0635,191.636,862.2289999999999,165234.126,112689.06788799999,146.859,28143.471,14233.763576000001,335.535,64300.700999999994,5127.5285559999975,19361.292132,0.26483400596622936,482.394,0.6955621338573863,92444.17199999999,0.6955625174510731,0.38914835849872836,0.0008067023190560587
38,20210807,Emb7,SMPD3MO,FOV5,0004-0755-0666,206.78799999999998,778.992,161086.49300000002,102931.09018400002,284.529,58837.315,40256.37926,506.07599999999996,104650.587,39026.82877600001,79283.20803600001,0.49224583291684104,790.605,0.6401123190468059,163487.902,0.6401121166751531,0.6496549386899994,0.0008217187327299972
39,20210807,Emb7,SMPD3MO,FOV5,0004-0643-0743,216.05700000000002,1119.897,241961.21399999998,181199.07177599997,177.872,38430.386,19016.584264999998,372.999,80588.954,12023.697163999983,31040.28142899998,0.3873578656656963,550.8710000000001,0.6771077076121269,119019.34,0.6771080565561866,0.33306545155491984,0.0006046160563088632
40,20210807,Emb7,ControlMO,FOV2,0004-0218-0816,335.13,1729.65,579656.686,483191.86141,218.845,73341.494,50330.46281000001,541.187,181367.669,72070.71671000001,122401.17952000002,0.5888073709144596,760.032,0.7120581764978317,254709.163,0.7120578893347468,0.3128881565634666,0.00041167760905260115
41,20210807,Emb7,ControlMO,FOV2,0004-0285-0657,243.646,4307.590999999999,1049525.537,979393.741422,237.62599999999998,57896.53,41167.064702,533.771,130051.055,50590.054082,91757.118784,0.5513474567688972,771.3969999999999,0.6919536892157994,187947.585,0.6919538497927494,0.12391403919267173,0.0001606358842368738
42,20210807,Emb7,ControlMO,FOV2,0004-0480-0676,349.583,2120.6620000000003,741347.782,640722.762531,368.14,128695.513,104692.09547100001,648.73,226785.25100000002,112774.69846100002,217466.79393200003,0.518583533706133,1016.87,0.6379674884695192,355480.764,0.6379677157439664,0.3059091925068681,0.00030083412088749607
43,20210807,Emb7,ControlMO,FOV2,0004-0727-0533,552.6619999999999,1781.901,984789.4659999999,825709.577934,400.99300000000005,221613.87,183666.439094,596.356,329583.352,149342.03595400005,333008.47504800005,0.44846316879014503,997.349,0.5979411419673554,551197.2220000001,0.5979408800431145,0.33467403632412795,0.00033556361546873553
44,20210807,Emb7,ControlMO,FOV2,0004-1023-0388,967.174,952.691,921417.359,643023.093318,228.125,220636.927,154227.858638,390.17199999999997,377364.237,61936.87885800004,216164.73749600005,0.28652628349777043,618.297,0.6310430100744463,598001.164,0.6310426462648157,0.4095472718856376,0.0006623795229244806
45,20210807,Emb1,SMPD3MO,FOV3,0004-0850-0560,450.57199999999995,1494.2679999999998,673274.978,546865.201112,232.59,104798.51800000001,71119.61271600002,349.461,157457.047,14267.518260000012,85387.13097600003,0.16709213785400776,582.051,0.6003958416015092,262255.565,0.6003954463273258,0.23386768638557479,0.0004017993034726764
46,20210807,Emb1,SMPD3MO,FOV3,0004-0709-0484,408.264,1171.86,478427.744,363887.645744,136.59799999999998,55768.185999999994,25251.676791999995,332.394,135704.158,5959.900119999991,31211.576911999986,0.19095158622724298,468.99199999999996,0.7087413004912665,191472.34399999998,0.7087402554595561,0.2836465106753367,0.0006048003178632827
47,20210807,Emb1,SMPD3MO,FOV3,0004-0142-0254,397.26300000000003,3368.711,1338265.779,1226812.055298,235.69400000000002,93632.696,63938.47853899999,613.851,243860.367,117612.17191499998,181550.650454,0.6478201626977906,849.5450000000001,0.7225644315486525,337493.06299999997,0.722564087191327,0.1822213303545481,0.0002144928524734394
48,20210807,Emb3,ControlMO,FOV9,0004-0485-0741,353.834,1110.647,392984.346,291560.306738,338.38699999999994,119732.616,94333.349978,476.42400000000004,168574.913,58304.31607,152637.66604799998,0.38197856125279744,814.8109999999999,0.5847049193003041,288307.529,0.5847052055307235,0.42896077691651807,0.0005264543273428049
49,20210807,Emb3,ControlMO,FOV9,0004-0695-0241,726.194,936.904,680374.2309999999,472215.80425799993,190.345,138227.69,86099.306098,448.227,325499.841,99185.11187000005,185284.41796800005,0.5353127529975567,638.572,0.7019208483929767,463727.531,0.7019204581148752,0.47841294305499815,0.0007491918578562763
50,20210807,Emb8,ControlMO,FOV3,0004-0474-1082,303.536,3065.3520000000003,930445.253,846419.810408,328.69800000000004,99771.88,79090.151104,512.763,155642.06699999998,62150.55071199998,141240.701816,0.4400328652640514,841.461,0.609372270372602,255413.947,0.6093718406066525,0.16727703702543786,0.00019879357097410082
51,20210807,Emb8,ControlMO,FOV3,0004-0877-0668,178.06799999999998,1085.414,193277.52300000002,143984.383104,439.267,78219.335,66086.49375200001,453.14599999999996,80690.808,25844.439456000015,91930.93320800003,0.2811288709266684,892.413,0.5077761081472367,158910.143,0.5077763223710647,0.4174867838446896,0.00046781790924682815
52,20210807,Emb4,ControlMO,FOV1,0004-0184-0293,363.21,1802.026,654514.5229999999,550353.1592,489.38800000000003,177750.836,148631.92709,480.083,174371.21399999998,63804.64184999997,212436.56893999997,0.3003467913663245,969.471,0.49520099105594706,352122.05,0.49520106451726037,0.26641291524095656,0.0002748023563788464
53,20210807,Emb4,ControlMO,FOV1,0004-0511-0765,250.572,1614.0620000000001,404439.231,332580.19284000003,315.253,78993.672,58905.064188000004,409.944,102720.549,26442.673619999987,85347.73780799999,0.30982278264347163,725.197,0.5652863980408083,181714.22100000002,0.5652862414109019,0.25398280859099587,0.0003502259504534573
54,20210807,Emb4,ControlMO,FOV1,0004-1011-0796,169.55700000000002,1725.92,292642.094,244016.53754,332.921,56449.179000000004,42855.624753000004,476.401,80777.215,29161.520844999985,72017.14559799999,0.4049246967906742,809.322,0.5886420979535958,137226.394,0.5886419707275846,0.27602727820524703,0.0003410598973032329
55,20210807,Emb4,ControlMO,FOV1,0004-0963-0683,186.628,1739.49,324637.55199999997,271116.37416,378.722,70680.047,55717.89361200001,639.057,119265.849,62453.48638,118171.379992,0.5284992557777356,1017.779,0.6278936782936178,189945.896,0.6278937924512988,0.36738181880896126,0.00036096423566310684
56,20210807,Emb4,ControlMO,FOV1,0004-1058-0360,138.741,4026.58,558652.17,518864.02602000005,284.573,39482.009,28359.004288999997,439.925,61035.695,18800.853484999992,47159.85777399999,0.39866221766608495,724.498,0.6072135464832201,100517.704,0.6072133820326815,0.10925524887125054,0.00015080131190320823
57,20210807,Emb4,ControlMO,FOV1,0004-0955-0306,282.067,1895.8370000000002,534753.512,453862.33774,192.03799999999998,54167.679000000004,31554.085543,380.556,107342.42599999999,21477.000194999986,53031.08573799999,0.4049888833335806,572.5939999999999,0.6646175125830869,161510.10499999998,0.6646173996357689,0.20073244693504766,0.00035056680114539744
58,20210807,Emb1,ControlMO,FOV1,0004-0533-0986,176.92700000000002,1342.8729999999998,237589.988,189450.982132,257.572,45571.397000000004,27029.801254000005,470.264,83202.189,29133.828580999994,56163.629835,0.5187312263575315,727.836,0.6461125858022961,128773.58600000001,0.6461122314323062,0.35019246049328573,0.0004811419887080135
59,20210807,Emb1,ControlMO,FOV1,0004-0712-0914,136.685,5524.566,755123.9959999999,717934.1944599999,315.02,43058.383,28734.06837,515.456,70454.968,28684.442054999992,57418.51042499999,0.49956785438499984,830.476,0.6206753717145348,113513.351,0.620675606695815,0.0933025327238375,0.00011234825897899216
60,20210807,Emb1,ControlMO,FOV1,0004-0962-0187,285.737,1360.9879999999998,388884.847,311140.381092,581.965,166289.005,136344.338874,495.793,141666.534,54346.164011000015,190690.50288500002,0.28499669982922343,1077.758,0.46002256536253966,307955.539,0.46002268528769674,0.364289031203802,0.0003380063346352354
61,20210807,Emb1,ControlMO,FOV1,0004-0589-0323,234.968,2580.044,606226.581,542295.547688,314.74,73953.742,49329.565536,601.76,141394.001,69588.48510399999,118918.05064,0.5851801701212279,916.5,0.6565848336061102,215347.743,0.6565845503196196,0.23323633240363342,0.0002544859055140572
62,20210807,Emb3,ControlMO,FOV4,0004-0916-0354,688.048,1605.9379999999999,1104962.509,906391.8562,595.9630000000001,410051.276,360196.00596800004,554.276,381368.405,166782.74695200004,526978.7529200001,0.31648856054983887,1150.239,0.4818789834112736,791419.6810000001,0.48187884905530926,0.3451415932620064,0.0003000607641212012
63,20210807,Emb3,ControlMO,FOV4,0004-0363-0880,399.42800000000005,3128.1929999999998,1249487.8020000001,1134212.8812000002,427.44800000000004,170734.723,141792.569548,750.306,299693.372,175121.36507199996,316913.93461999996,0.552583354474399,1177.7540000000001,0.6370651256544235,470428.095,0.6370652075956476,0.23985284795407447,0.00020365275596947617
64,20210807,Emb3,ControlMO,FOV4,0004-0181-0865,322.25,4788.491,1543091.9730000002,1450090.6230000001,484.626,156170.771,132820.85825000002,579.6569999999999,186794.50199999998,86292.46099999998,219113.31925,0.3938257212996876,1064.283,0.5446455501027452,342965.273,0.5446455274204978,0.12105212268332548,0.00011374053957765509
65,20210807,Emb3,SMPD3MO,FOV2,0004-0214-0167,609.08,1002.5319999999999,610621.666,441301.08047999995,184.669,112478.229,56235.172719999995,419.709,255636.026,64191.82764,120427.00036,0.5330351785571951,604.378,0.6944478455536105,368114.255,0.6944475051638519,0.41864898078066337,0.0006926939444861715
66,20210807,Emb3,SMPD3MO,FOV2,0004-0745-0268,292.733,1045.6860000000001,306106.55600000004,224728.53839800003,173.40200000000002,50760.488,23729.230046999994,424.603,124295.20199999999,32284.243638999993,56013.47368599998,0.5763656762295948,598.005,0.7100325248116655,175055.69,0.7100323445641783,0.4060521035951518,0.0006790112182927431
67,20210807,Emb3,SMPD3MO,FOV2,0004-0583-0240,237.53599999999997,1056.438,250941.50699999998,184907.92421599998,121.319,28817.488999999998,6883.177223999999,324.944,77185.777,2524.1740880000143,9407.351312000013,0.2683193179763765,446.26300000000003,0.7281446142745421,106003.266,0.7281452724296249,0.30758454353213344,0.0006892450046993218
68,20210807,Emb3,SMPD3MO,FOV5,0004-0102-0701,301.58799999999997,1043.385,314672.406,228911.33438000001,186.86,56354.852,29126.582596000007,425.811,128419.418,33784.72265600001,62911.30525200002,0.5370214863714969,612.671,0.6950075978787962,184774.27000000002,0.6950070375058172,0.408105349415604,0.0006661084814127059
69,20210807,Emb3,SMPD3MO,FOV5,0004-0876-1010,487.173,918.923,447674.46200000006,309139.51185500005,304.982,148578.884,104595.444041,441.18699999999995,214934.362,62065.320675999974,166660.76471699995,0.37240511155334394,746.169,0.5912695381341224,363513.246,0.5912696837462699,0.48011313243873527,0.0006434375221146086
70,20210807,Emb3,SMPD3MO,FOV5,0004-0543-0421,814.5989999999999,607.665,495002.984,263359.539365,232.655,189520.04100000003,115975.59948300004,404.50699999999995,329511.084,73899.692988,189875.29247100005,0.38920120688839394,637.1619999999999,0.6348573832086659,519031.125,0.6348580424728864,0.665674343593921,0.0010447489705819259
71,20210807,Emb3,ControlMO,FOV3,0004-0572-0592,765.6389999999999,1544.13,1182246.648,973069.479366,383.541,293654.153,240046.407137,523.6030000000001,400890.662,162891.77885000003,402938.185987,0.40425996967995337,907.144,0.5771994302999304,694544.815,0.5771991286120249,0.33909256344996863,0.00037380235491825837
72,20210807,Emb3,ControlMO,FOV3,0004-0541-0912,483.051,2416.633,1167356.038,1035383.606494,226.66299999999998,109489.554,75667.772133,377.68300000000005,182440.18,32283.776649999985,107951.54878299999,0.29905802199184356,604.346,0.6249449818481466,291929.734,0.6249455219933163,0.15628479789856387,0.00025860152611014857
73,20210807,Emb4,ControlMO,FOV6,0004-0364-0551,287.47900000000004,2024.7920000000001,582084.582,496953.1382510001,279.089,80232.198,59109.103516999996,484.67,139332.25699999998,47029.93707499998,106139.04059199998,0.44309743910144944,763.759,0.6345849934337926,219564.455,0.6345847600878748,0.23936779679097903,0.00031340749737938147
74,20210807,Emb4,ControlMO,FOV6,0004-0416-0778,383.046,2968.534,1137084.97,1023653.174974,319.466,122370.084,94225.013058,440.99199999999996,168920.285,45933.790550000005,140158.803608,0.3277267597008669,760.458,0.5799031636198185,291290.369,0.579903433058578,0.14855548226835197,0.0001953500157383471
75,20210807,Emb4,ControlMO,FOV6,0004-1032-0322,481.86,1606.915,774307.885,631614.20134,356.685,171872.447,136466.81978,456.103,219777.81600000002,65064.61650000003,201531.43628000002,0.3228509541786908,812.788,0.5611586293104721,391650.26300000004,0.5611583516286315,0.28383766409548733,0.0003492148802584282
76,20210807,Emb1,ControlMO,FOV6,0004-0620-0628,158.892,3333.217,529620.11,484690.69583599997,241.23,38329.476,23802.298224000006,561.685,89246.996,37187.780011999996,60990.078236,0.6097349124246497,802.915,0.6995572383128973,127576.47200000001,0.6995568587286219,0.16851138104719854,0.00020987449611378355
77,20210807,Emb1,ControlMO,FOV6,0004-0921-0343,206.31599999999997,1346.6670000000001,277839.043,219499.686628,156.811,32352.607999999997,13489.548751999999,398.775,82273.62400000001,14676.456076000017,28166.004828000016,0.521069855864331,555.586,0.7177556669894489,114626.232,0.7177556355512061,0.2961199762079266,0.0005329867495003953
78,20210807,Emb8,ControlMO,FOV4,0004-0625-0685,273.183,2672.8979999999997,730189.035,653917.4341320001,419.32599999999996,114552.498,81063.54039600001,779.196,212862.78,127571.49602100001,208635.03641700002,0.6114576832916123,1198.522,0.6501307443668118,327415.278,0.6501308714127872,0.2915172969563373,0.0002432306598930494
79,20210807,Emb3,SMPD3MO,FOV8,0004-0608-0984,333.75199999999995,1045.401,348904.83200000005,248429.45990400005,148.30100000000002,49495.751,25108.158608,363.67800000000005,121378.353,22722.930560000008,47831.089168000006,0.47506613282814647,511.97900000000004,0.7103377286959036,170874.104,0.7103379046833218,0.34788373074064405,0.0006794882812393556
80,20210807,Emb4,SMPD3MO,FOV7,0004-0524-0716,385.73199999999997,6145.486999999999,2370510.848,2262291.421008,329.38199999999995,127053.18,99123.483076,536.859,207083.657,83942.18758800002,183065.67066400003,0.4585359302130877,866.241,0.6197570883853339,334136.837,0.6197570398381428,0.08735825167313838,0.00010084751434432031
81,20210807,Emb4,SMPD3MO,FOV7,0004-0882-0998,401.278,3378.172,1355585.475,1243004.524432,267.45,107321.60699999999,78266.27085399999,550.619,220951.276,92846.88600200001,171113.15685600002,0.5426051842415318,818.069,0.6730715868710342,328272.88300000003,0.6730719698221311,0.1629931809274365,0.00019924136097008505
82,20210807,Emb4,SMPD3MO,FOV7,0004-0389-0208,389.087,2015.6070000000002,784246.605,675085.912628,416.98800000000006,162244.68300000002,134072.06059100002,641.951,249774.717,125562.194033,259634.25462400002,0.48361181853618673,1058.939,0.6062209437937407,412019.4,0.6062207677599647,0.31849016202067165,0.00030076346420395474
83,20210807,Emb7,ControlMO,FOV5,0004-0436-0399,217.139,2316.435,502988.455,441560.48331700003,268.934,58395.973,44371.833545999994,492.81800000000004,107009.993,46038.881773,90410.715319,0.5092193067000857,761.7520000000001,0.6469533391444985,165405.96600000001,0.6469536473672297,0.2127484690915135,0.0002792883629993928
84,20210807,Emb7,ControlMO,FOV5,0004-0276-0263,225.965,3856.13,871349.2679999999,807424.4473949999,253.143,57201.359000000004,42607.18351,868.0110000000001,196139.766,132690.375755,175297.559265,0.7569436580369606,1121.154,0.7742121064545995,253341.125,0.774212106305283,0.22509899821842108,0.0002007743790937026
85,20210807,Emb7,ControlMO,FOV5,0004-0786-0771,195.995,3043.2290000000003,596457.2420000001,541010.8444850001,255.662,50108.431,37449.89793,728.573,142796.485,87762.46096499998,125212.35889499998,0.7009089337466713,984.235,0.7402429297881095,192904.91599999997,0.7402428510427387,0.2394078789338561,0.00024324259849919588
