 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,20.251,9.234,186.999,3629.000
2,H2BRFP:background,10.512,8.613,90.536,1757.000
3,H2BRFP:background,17.623,9.199,162.110,3146.000
4,H2BRFP:Cntl,3912.545,308.299,1206232.416,23408807.000
5,H2BRFP:Expt,4316.997,331.686,1431887.646,27787996.000
6,BREH2Bd2EGFP:background,20.251,7.679,155.515,3018.000
7,BREH2Bd2EGFP:background,10.512,7.887,82.910,1609.000
8,BREH2Bd2EGFP:background,17.623,7.468,131.605,2554.000
9,BREH2Bd2EGFP:Cntl,3912.545,256.755,1004567.285,19495183.000
10,BREH2Bd2EGFP:Expt,4316.997,115.877,500242.656,9707983.000
