 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,65.699,8.652,568.416,11031.000
2,H2BRFP:background,32.154,8.261,265.632,5155.000
3,H2BRFP:background,18.241,8.895,162.265,3149.000
4,H2BRFP:Cntl,2877.173,210.528,605725.044,11755032.000
5,H2BRFP:Expt,2968.380,121.299,360060.382,6987529.000
6,BREH2Bd2EGFP:background,65.699,7.489,492.050,9549.000
7,BREH2Bd2EGFP:background,32.154,7.843,252.183,4894.000
8,BREH2Bd2EGFP:background,18.241,7.568,138.046,2679.000
9,BREH2Bd2EGFP:Cntl,2877.173,241.028,693478.828,13458030.000
10,BREH2Bd2EGFP:Expt,2968.380,144.678,429458.763,8334312.000
