 ,Label,Area,Mean,IntDen,RawIntDen
1,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb4_8ss_s,6.338,6.992,44.315,860
2,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb4_8ss_s,5.565,7.065,39.317,763
3,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb4_8ss_s,4.947,7.302,36.122,701
4,TCF/Lef:Expt:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb4_8ss_s,5358.140,105.576,565691.442,10978118
5,TCF/Lef:Cntl:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb4_8ss_s,4655.078,115.821,539154.059,10463119
