 ,Label,Area,Mean,IntDen,RawIntDen
1,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,9.894,7.240,71.625,1390
2,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,15.922,7.049,112.230,2178
3,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,18.396,7.524,138.407,2686
4,TCF/Lef:Expt:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,2705.839,244.358,661194.776,12831508
5,TCF/Lef:Cntl:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb5_8ss_s,3095.914,264.562,819059.638,15895120
