 ,Label,Area,Mean,IntDen,RawIntDen
1,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb6_8ss_s,5.720,8.000,45.758,888
2,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb6_8ss_s,19.478,7.720,150.362,2918
3,TCF/Lef:background:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb6_8ss_s,11.903,8.424,100.275,1946
4,TCF/Lef:Expt:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb6_8ss_s,4665.590,137.187,640060.466,12421364
5,TCF/Lef:Cntl:c:4/5 - 20210909_m3Dyn1KA_BF;Pax7;RFP;TCFLef;DAPI_Emb6_8ss_s,5538.543,282.110,1562480.734,30322357
