 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,9.132,116.434,1063.295,81737.000
2,C1-ActiveImage:0003-2130-2224,1548.287,220.658,341642.514,26262537.000
3,C1-ActiveImage:0003-1410-2304,1128.326,695.638,784906.481,60336857.000
4,C1-ActiveImage:0003-1545-1591,750.956,312.991,235042.251,18068026.000
5,C1-ActiveImage:0003-1095-1950,1255.044,943.230,1183794.723,90999953.000
6,C1-ActiveImage:0003-0618-1993,1492.324,388.984,580490.069,44623082.000
7,C1-ActiveImage:0003-0895-1278,1279.397,865.693,1107564.326,85140016.000
8,C1-ActiveImage:0003-0922-0927,1107.278,371.012,410813.783,31579829.000
9,C1-ActiveImage:0003-1167-1306,690.296,529.720,365663.581,28109070.000
10,C1-ActiveImage:0003-1459-0774,673.085,774.132,521057.026,40054381.000
11,C1-ActiveImage:0003-1161-0892,1410.759,413.008,582654.697,44789480.000
12,C1-ActiveImage:0003-1756-1014,943.264,345.579,325971.965,25057920.000
13,C1-ActiveImage:0003-2268-0864,1868.419,502.751,939350.522,72209186.000
14,C1-ActiveImage:0003-2479-0261,972.768,477.180,464185.039,35682552.000
15,C1-ActiveImage:0003-0643-0781,684.949,306.139,209689.843,16119151.000
16,C1-ActiveImage:0003-0334-1450,855.728,799.950,684539.382,52621498.000
17,C1-ActiveImage:0003-0157-1227,538.406,794.881,427968.356,32898525.000
18,C1-ActiveImage:0003-0255-1114,796.681,325.589,259390.489,19939709.000
19,C1-ActiveImage:0003-0196-2247,593.901,423.945,251781.391,19354787.000
20,C1-ActiveImage:0003-0543-1260,696.618,589.130,410398.570,31547911.000
21,C1-ActiveImage:0003-0378-0685,694.628,494.349,343388.326,26396740.000
