 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,2.849,127.073,362.020,27829.000
2,C1-ActiveImage:0003-0504-1953,1085.436,286.927,311440.552,23940870.000
3,C1-ActiveImage:0003-0441-1351,1053.669,304.863,321224.828,24693001.000
4,C1-ActiveImage:0003-1009-1324,1016.555,402.549,409213.213,31456791.000
5,C1-ActiveImage:0003-1396-1519,867.865,231.423,200844.056,15439163.000
6,C1-ActiveImage:0003-1564-1228,1256.098,265.186,333099.609,25605832.000
7,C1-ActiveImage:0003-1960-1522,1598.046,337.334,539075.535,41439489.000
8,C1-ActiveImage:0003-1923-1122,761.909,730.049,556230.603,42758223.000
9,C1-ActiveImage:0003-1647-1047,1112.442,434.906,483807.904,37190989.000
10,C1-ActiveImage:0003-2265-0462,923.868,760.125,702255.322,53983347.000
11,C1-ActiveImage:0003-2092-0690,943.420,341.403,322086.345,24759227.000
12,C1-ActiveImage:0003-1066-1866,1222.028,529.671,647273.154,49756791.000
13,C1-ActiveImage:0003-1275-0507,934.483,365.081,341161.841,26225587.000
14,C1-ActiveImage:0003-1285-0280,476.939,252.597,120473.264,9260948.000
15,C1-ActiveImage:0003-0733-0687,584.144,366.998,214379.923,16479684.000
16,C1-ActiveImage:0003-0387-0358,396.623,896.691,355648.660,27339209.000
17,C1-ActiveImage:0003-0121-2094,1116.228,596.839,666208.845,51212404.000
18,C1-ActiveImage:0003-2400-1129,415.941,411.018,170959.624,13141905.000
