 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,23.728,119.272,2830.077,217552.000
2,C1-ActiveImage:0003-0270-1986,1212.506,254.998,309186.319,23767584.000
3,C1-ActiveImage:0003-1096-2284,1245.053,315.717,393084.652,30216966.000
4,C1-ActiveImage:0003-1239-2431,1268.235,232.470,294827.116,22663772.000
5,C1-ActiveImage:0003-0925-2529,821.073,324.585,266507.687,20486818.000
6,C1-ActiveImage:0003-1686-1230,1439.378,235.311,338700.991,26036418.000
7,C1-ActiveImage:0003-1809-1398,727.566,347.845,253079.910,19454606.000
8,C1-ActiveImage:0003-2002-1581,746.650,277.294,207041.576,15915575.000
9,C1-ActiveImage:0003-2319-0547,1636.174,388.746,636056.498,48894551.000
10,C1-ActiveImage:0003-2152-0999,680.305,485.705,330427.718,25400440.000
11,C1-ActiveImage:0003-1534-0457,873.602,412.998,360796.062,27734897.000
12,C1-ActiveImage:0003-0841-0817,1674.849,256.598,429763.185,33036496.000
13,C1-ActiveImage:0003-0754-0442,2236.124,269.990,603731.874,46409712.000
14,C1-ActiveImage:0003-0696-0883,622.624,458.815,285669.509,21959814.000
15,C1-ActiveImage:0003-0613-0948,1033.453,179.918,185936.587,14293205.000
16,C1-ActiveImage:0003-1282-1903,2323.283,266.742,619717.144,47638522.000
17,C1-ActiveImage:0003-1369-1503,767.958,282.979,217315.892,16705376.000
18,C1-ActiveImage:0003-1479-1231,924.141,241.919,223567.151,17185919.000
19,C1-ActiveImage:0003-1245-1263,580.203,473.295,274607.202,21109439.000
