Date,Treatment,Ceramide,Explant,FOV,ROI,ControlMO_DMSO,SMPD3MO_DMSO,SMPD3MO_C12Cer;10uM,SMPD3MO_C12Cer;50uM
20221022,ControlMO,DMSO,Explant5,FOV3,0003-0660-0586,186665.907688,,,
20221022,ControlMO,DMSO,Explant5,FOV3,0003-0690-0189,311613.113378,,,
20221022,ControlMO,DMSO,Explant5,FOV3,0003-0754-0596,195165.56776,,,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV1,0003-0316-0833,,,917449.8360519999,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV1,0003-0409-0659,,,236041.811948,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV1,0003-0440-0809,,,200691.47249600003,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV1,0003-0694-0178,,,511033.966896,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV2,0001-0731-0517,,,906122.9111329999,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV2,0003-0612-0258,,,1081045.416619,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV2,0003-0712-0916,,,422228.165216,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV2,0003-0801-0196,,,1149994.1869859998,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV3,0001-0293-0464,,,219843.20504799997,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV3,0001-0447-0216,,,146641.507424,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV3,0001-0592-0219,,,167130.78313599998,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV3,0001-0728-0097,,,200633.267056,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV3,0001-0748-0602,,,91520.11892,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV3,0001-0820-0639,,,130022.87751999998,
20221022,SMPD3MO,C12Cer;10uM,Explant1,FOV3,0001-0950-0412,,,193665.66724799998,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0093-0460,,,196860.36802400002,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0116-0583,,,549401.44721,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0129-0931,,,201449.152902,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0149-0293,,,295982.721345,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0168-0792,,,67795.372446,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0321-0881,,,142318.306293,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0347-0384,,,316852.14916599996,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0395-0772,,,42065.360103,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0580-0865,,,377636.92154700006,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0601-0154,,,113666.95613800002,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0616-0369,,,60443.005812,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0617-0771,,,390520.224844,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0664-0587,,,39145.779131,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0688-0703,,,289186.757394,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0715-0344,,,19320.213782,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0753-0568,,,20077.621956999996,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0754-0752,,,292081.62613899994,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0886-0454,,,87477.352191,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV1,0003-0929-0554,,,102714.577062,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0064-0690,,,21385.531052000006,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0154-0333,,,161053.82998399998,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0174-0684,,,691243.6854679999,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0208-0411,,,194264.078576,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0338-0500,,,164783.44183999998,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0514-0400,,,150793.938572,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0549-0270,,,24417.26580000001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0698-0916,,,10547.558952000021,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0709-0352,,,77641.58437600004,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0890-0618,,,54912.21711200001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV2,0003-0918-0849,,,32798.36698000002,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0001-0252-0385,,,104166.90516,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0001-0323-0458,,,133805.07023199997,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0002-0072-0897,,,127592.780968,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0002-0135-0884,,,436841.380488,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0002-0164-0938,,,58079.76152,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0002-0199-0561,,,411768.90067999996,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0002-0398-0198,,,259964.902856,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0100-0081,,,157548.970696,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0118-0253,,,44986.837048,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0658-0757,,,22572.364232000007,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0668-0414,,,284548.664864,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0704-0843,,,68693.31612799999,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0710-0102,,,10712.740951999964,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0751-0500,,,147303.246408,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0840-0765,,,105712.83839199999,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV3,0003-0841-0870,,,54236.65163999998,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0001-0258-0763,,,80354.1528,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0001-0369-0792,,,533445.2517250001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0001-0478-0248,,,81325.99420000002,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0001-0523-0857,,,69331.55764999999,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0264-0323,,,259716.103275,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0304-0128,,,192760.42059999998,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0405-0602,,,159956.6274,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0685-0563,,,30919.26182500001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0698-0373,,,97192.25795000003,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0735-0493,,,323646.3596,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0852-0358,,,67492.73455,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV4,0003-0885-0737,,,216738.53245,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV5,0003-0231-0092,,,13021.995231000008,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV5,0003-0382-0536,,,58113.419972,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV5,0003-0420-0222,,,215962.87401099998,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV5,0003-0443-0104,,,62018.86933300001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV5,0003-0531-0207,,,20161.90539500001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV5,0003-0571-0653,,,577366.401618,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV5,0003-0700-0840,,,42169.78897600001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV6,0001-0182-0320,,,25693.000602000015,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV6,0001-0306-0304,,,242585.35688699997,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV6,0001-0404-0813,,,32686.279152999996,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV6,0001-0729-0390,,,67539.52239200001,
20221022,SMPD3MO,C12Cer;10uM,Explant2,FOV6,0001-0764-0263,,,180807.33899,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0002-0526-0463,,,189308.893808,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0002-0539-0537,,,211526.608228,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0002-0559-0742,,,378464.338252,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0002-0572-0859,,,349345.848244,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0002-0656-0774,,,83224.59366400001,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0002-0697-0724,,,154626.478864,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0226-0282,,,218102.486072,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0393-0552,,,387123.929016,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0409-0092,,,107477.42326400001,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0605-0511,,,42375.613236,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0644-0489,,,92946.447096,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0727-0292,,,37088.719152000005,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0735-0472,,,320496.68844,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV1,0003-0853-0377,,,344109.597104,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0256-0353,,,347947.75165199995,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0481-0064,,,307942.79392,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0523-0522,,,92635.03352599998,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0535-0416,,,122005.623939,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0579-0665,,,125778.412786,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0601-0133,,,165144.940324,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0627-0614,,,365174.06618,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0648-0105,,,97828.125914,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0669-0221,,,95456.20065999999,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0759-0412,,,638471.8736459999,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0922-0195,,,497089.50654499995,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV2,0003-0935-0332,,,492428.983899,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV3,0001-0516-0852,,,38140.02404000001,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV3,0001-0666-0806,,,232598.18420600003,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV3,0003-0221-0521,,,232032.784254,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV3,0003-0320-0335,,,700765.927214,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV3,0003-0912-0252,,,176578.137421,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0191-0479,,,82887.78358500001,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0299-0295,,,69942.57176899999,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0352-0558,,,35534.37990900001,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0376-0189,,,280106.169314,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0504-0852,,,171910.30791800003,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0523-0308,,,256727.35854800002,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0610-0261,,,427734.459389,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0612-0418,,,152700.72303,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0652-0221,,,895773.829799,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0656-0325,,,155852.822079,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV4,0003-0937-0430,,,63179.623335000004,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0364-0856,,,492121.1379,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0403-0472,,,313602.20261000004,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0569-0283,,,151024.03651499999,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0668-0522,,,68253.480455,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0739-0911,,,138553.30199,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0758-0603,,,154239.050125,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0861-0548,,,160545.44327999998,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0001-0869-0436,,,144589.73882,
20221022,SMPD3MO,C12Cer;10uM,Explant3,FOV5,0003-0319-0367,,,75641.563105,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV1,0003-0238-0363,,,159141.09495,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV1,0003-0370-0276,,,161348.81825999997,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV1,0003-0470-0402,,,981840.9129300001,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV1,0003-0688-0388,,,226235.04376000003,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV1,0003-0867-0882,,,14669.211970000004,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0001-0417-0430,,,548596.6175,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0001-0450-0229,,,201051.72264999998,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0001-0576-0493,,,198830.18565000003,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0001-0721-0423,,,458141.86165999994,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0001-0789-0430,,,163861.62384000001,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0003-0145-0441,,,429278.58065,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0003-0150-0256,,,159478.65666,
