Date,Treatment,Ceramide,Explant,FOV,ROI,ControlMO_DMSO,SMPD3MO_DMSO,SMPD3MO_C12Cer;10uM,SMPD3MO_C12Cer;50uM
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0003-0247-0239,,,187520.62225999997,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0003-0380-0943,,,138649.61386,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0003-0634-0734,,,296789.92397,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0003-0711-0706,,,400696.77858000004,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV2,0003-0891-0480,,,96849.06022999999,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0077-0520,,,549600.178447,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0183-0455,,,61422.855943,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0262-0753,,,590898.3549520001,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0318-0164,,,153942.14643000002,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0332-0850,,,192518.02607499994,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0343-0574,,,262614.079561,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0415-0416,,,130596.811682,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0432-0509,,,123384.470938,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0461-0718,,,155771.718436,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0482-0851,,,222450.13977,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0529-0822,,,116560.71219699999,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0570-0616,,,315936.473237,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0574-0498,,,399732.413407,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0632-0748,,,200779.704844,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0696-0149,,,258095.982523,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0721-0715,,,50356.333663,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0752-0553,,,161044.731409,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0795-0418,,,238736.20937,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV3,0001-0839-0683,,,301765.701258,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV4,0001-0275-0484,,,100347.6908,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV4,0001-0314-0564,,,208335.4364,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV4,0001-0737-0356,,,181732.0954,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV4,0003-0164-0070,,,126276.8388,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV4,0003-0521-0584,,,264971.3768,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV4,0003-0657-0908,,,10827.861600000004,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV4,0003-0928-0326,,,257722.56819999998,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0182-0669,,,120774.29200000002,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0185-0127,,,106410.11559999999,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0367-0499,,,203463.14879999997,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0383-0227,,,158107.38439999998,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0420-0123,,,191056.40159999998,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0488-0623,,,299701.18299999996,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0553-0868,,,156900.25999999998,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0682-0702,,,33245.98439999999,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0776-0450,,,99875.118,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0778-0122,,,421550.95599999995,
20221022,SMPD3MO,C12Cer;10uM,Explant5,FOV5,0003-0782-0850,,,494300.36399999994,
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0314-0374,,,,732729.420242
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0454-0422,,,,366691.76756199996
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0469-0561,,,,1451267.16204
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0536-0968,,,,214487.070268
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0552-0408,,,,311985.96235199994
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0598-0498,,,,380577.65655200003
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0625-0373,,,,507123.134486
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0655-0461,,,,191461.100234
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0692-0324,,,,215835.72525800002
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0695-0649,,,,319344.143892
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0702-0986,,,,107251.50998600002
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0737-0150,,,,202046.05167800002
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV1,0003-0847-0378,,,,449388.730286
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0159-0403,,,,288671.358646
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0282-0543,,,,386600.05261199997
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0328-0648,,,,178956.23738799998
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0332-0432,,,,370647.468706
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0490-0682,,,,115204.55728
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0522-0786,,,,409152.68255400006
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0719-0679,,,,681094.1894459999
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV2,0003-0870-0737,,,,716150.405242
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0131-0706,,,,161821.61746799998
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0138-0136,,,,577901.804706
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0184-0628,,,,111155.58845800001
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0186-0681,,,,314993.060782
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0222-0060,,,,838746.672378
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0282-0458,,,,371778.594986
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0290-0101,,,,756465.7089559999
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0291-0606,,,,353898.372194
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0350-0468,,,,719359.248368
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0412-0312,,,,300520.723184
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0430-0521,,,,601175.3411
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0544-0520,,,,354766.0537
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV3,0003-0809-0695,,,,393949.25742
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0058-0402,,,,538774.3235459999
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0171-0158,,,,528460.489842
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0262-0684,,,,400737.720232
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0271-0142,,,,557318.707886
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0354-0539,,,,348108.265244
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0375-0631,,,,592142.938386
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0563-0298,,,,317691.07166200003
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0836-0607,,,,274518.255916
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV4,0003-0865-0775,,,,445493.988922
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV5,0003-0444-0851,,,,734661.86605
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV5,0003-0526-0322,,,,65740.302862
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV5,0003-0549-0175,,,,188365.052866
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV5,0003-0594-0844,,,,353086.277562
20221022,SMPD3MO,C12Cer;50uM,Explant1,FOV5,0003-0674-0744,,,,201287.106822
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV1,0003-0337-0404,,,,234535.813308
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV1,0003-0371-0742,,,,206032.92223999999
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV1,0003-0412-0469,,,,371592.411772
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV1,0003-0485-0339,,,,375464.026564
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV1,0003-0518-0209,,,,401574.497388
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0251-0104,,,,751954.5199999999
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0304-0611,,,,1042548.9780000001
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0337-0119,,,,461036.52599999995
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0362-0423,,,,690027.8319999999
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0399-0238,,,,271019.721
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0402-0553,,,,135356.438
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0442-0333,,,,444215.353
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0759-0753,,,,901459.9890000001
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV2,0003-0808-0124,,,,977499.2129999999
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV3,0003-0095-0072,,,,244272.213562
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV3,0003-0279-0364,,,,285219.608802
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV3,0003-0315-0803,,,,540023.679322
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV3,0003-0346-0642,,,,881131.077286
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV3,0003-0427-0859,,,,477944.173386
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV3,0003-0433-0630,,,,296766.842778
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV3,0003-0561-0307,,,,1462414.4590999999
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV4,0003-0418-0789,,,,349293.477593
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV4,0003-0618-0627,,,,1116550.997304
20221022,SMPD3MO,C12Cer;50uM,Explant2,FOV4,0003-0839-0505,,,,1335260.71233
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0477-0873,,,,578891.812273
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0500-0771,,,,347096.750896
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0526-0839,,,,455033.374642
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0544-0543,,,,145514.84513499998
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0557-0601,,,,353517.131156
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0674-0592,,,,163186.82608799997
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0678-0501,,,,21144.095398
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0764-0454,,,,612726.180079
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0772-0777,,,,548562.3195379999
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0792-0897,,,,140754.72799
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0001-0864-0433,,,,354523.95128000004
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0002-0360-0558,,,,348373.856418
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0002-0408-0386,,,,1355463.870747
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0002-0412-0492,,,,1383543.8761170001
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0002-0434-0178,,,,453330.735664
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0200-0478,,,,350814.295268
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0274-0867,,,,403455.14723899995
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0336-0454,,,,729411.143069
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0514-0452,,,,690182.309749
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0599-0746,,,,238083.728197
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0603-0898,,,,645170.94618
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0639-0355,,,,388097.863012
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV1,0003-0693-0878,,,,504860.73516700004
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0212-0538,,,,385190.19077999995
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0302-0526,,,,648544.838748
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0328-0700,,,,119538.90062
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0355-0836,,,,212111.243764
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0363-0436,,,,1048608.9417639999
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0410-0196,,,,638946.78082
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0414-0340,,,,368436.045804
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0446-0684,,,,2093894.7003399997
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0584-0520,,,,245788.81920799997
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0589-0085,,,,413346.88822
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0660-0233,,,,230301.362748
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV2,0003-0705-0146,,,,307369.594704
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0001-0445-0876,,,,282088.197964
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0001-0470-0306,,,,547394.332088
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0001-0492-0720,,,,382912.523788
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0001-0536-0868,,,,282892.094972
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0001-0541-0496,,,,185484.098148
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0001-0799-0787,,,,151614.858328
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0001-0868-0503,,,,597087.084388
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0003-0255-0779,,,,383873.57646799996
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0003-0289-0348,,,,114669.80638
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV3,0003-0381-0698,,,,1063717.5106360002
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0134-0341,,,,550086.48697
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0153-0688,,,,722354.9677
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0176-0738,,,,240613.10035999998
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0302-0430,,,,470332.47455000004
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0523-0428,,,,1560435.82963
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0540-0881,,,,106171.95900999999
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0617-0901,,,,284170.87695999997
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0651-0855,,,,451992.72604
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0688-0210,,,,390250.68369
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0878-0796,,,,693427.98487
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0897-0554,,,,1054874.64202
20221022,SMPD3MO,C12Cer;50uM,Explant3,FOV4,0003-0908-0429,,,,480476.62912
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0002-0360-0940,,,,646253.7224920001
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0002-0568-0804,,,,1000213.997516
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0235-0468,,,,331915.775916
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0324-0612,,,,164820.552816
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0348-0800,,,,53327.139512
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0376-0906,,,,390213.664292
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0426-0438,,,,305364.834596
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0428-0689,,,,264912.327132
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0534-0493,,,,1393437.834864
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0548-0086,,,,394467.706952
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0831-0382,,,,259047.44506399997
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV1,0003-0853-0308,,,,266583.94124
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0378-0642,,,,451648.40632
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0399-0794,,,,386579.570812
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0474-0687,,,,214113.913745
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0515-0738,,,,172732.401908
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0571-0098,,,,405859.988765
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0667-0751,,,,171638.99030900002
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0819-0167,,,,286523.48363100004
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV2,0003-0902-0175,,,,199859.520165
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0135-0280,,,,158986.5149
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0279-0114,,,,635414.2913500001
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0284-0495,,,,711665.0606999999
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0313-0678,,,,714713.4507
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0345-0463,,,,526049.53425
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0417-0433,,,,186690.56715000002
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0504-0419,,,,653722.43585
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0564-0808,,,,198859.83115
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0750-0242,,,,134124.97340000002
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV3,0003-0776-0865,,,,578788.75015
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0001-0559-0349,,,,257884.590665
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0001-0571-0455,,,,124676.273659
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0001-0639-0378,,,,899396.403111
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0001-0720-0378,,,,154663.076381
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0001-0747-0409,,,,1461379.51229
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0001-0810-0386,,,,1110803.2918460001
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0003-0256-0309,,,,861449.435423
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0003-0373-0625,,,,166784.49578599998
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0003-0447-0104,,,,687187.52191
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV4,0003-0468-0294,,,,843464.0768269999
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0132-0427,,,,556572.1127510001
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0154-0571,,,,155400.00806000002
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0208-0596,,,,75762.89950300001
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0458-0277,,,,220202.96300899997
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0468-0465,,,,707996.53587
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0595-0802,,,,310168.807767
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0614-0271,,,,1070055.101007
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0630-0461,,,,721914.700263
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0646-0596,,,,625325.4526930001
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0714-0243,,,,306066.655164
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0719-0674,,,,1070147.812267
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0738-0453,,,,437636.283114
20221022,SMPD3MO,C12Cer;50uM,Explant5,FOV5,0001-0929-0355,,,,324505.265114
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0158-0253,,139789.25556000002,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0171-0095,,31844.193340000013,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0249-0683,,90141.42267400002,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0390-0304,,87382.15831200001,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0486-0096,,45810.465142,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0536-0334,,98091.93263200001,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0711-0264,,19919.811782000004,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0801-0634,,26469.453232,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0852-0503,,329210.057412,,
20221022,SMPD3MO,DMSO,Explant1,FOV1,0003-0916-0729,,117030.08694200001,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0076-0730,,35292.985757999995,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0164-0279,,123426.72479800002,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0184-0420,,113879.626758,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0197-0687,,37197.02654800001,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0291-0578,,104749.46398400002,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0298-0496,,129653.37428,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0338-0810,,63876.577572,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0380-0110,,24335.87286399999,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0559-0919,,48233.83268200001,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0684-0129,,95754.258714,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0855-0251,,53048.298131999996,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0856-0145,,82586.535254,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0861-0436,,45913.440042,,
20221022,SMPD3MO,DMSO,Explant1,FOV2,0003-0870-0355,,20714.249311999985,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0091-0201,,82157.45965399999,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0097-0472,,100531.387026,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0360-0962,,317381.490106,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0370-0689,,171063.334644,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0537-0664,,35944.753024000005,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0596-0329,,263543.67453799996,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0605-0064,,63265.108395999996,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0637-0752,,105464.544562,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0746-0702,,97463.81291,,
20221022,SMPD3MO,DMSO,Explant1,FOV3,0003-0841-0342,,46898.848054,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0056-0060,,96919.6226,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0087-0195,,76220.10800000001,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0425-0692,,87773.8752,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0588-0158,,43378.4852,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0618-0444,,98624.7702,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0694-0196,,181601.184,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0733-0859,,216269.316,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0001-0796-0664,,64223.088599999995,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0003-0111-0580,,273552.6298,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0003-0194-0321,,189732.58519999997,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0003-0217-0562,,27330.803599999992,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0003-0334-0554,,289630.80799999996,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0003-0367-0167,,329874.37080000003,,
20221022,SMPD3MO,DMSO,Explant1,FOV4,0003-0473-0414,,177362.8392,,
20221022,SMPD3MO,DMSO,Explant3,FOV1,0003-0086-0228,,237163.935934,,
20221022,SMPD3MO,DMSO,Explant3,FOV1,0003-0146-0391,,140252.440426,,
20221022,SMPD3MO,DMSO,Explant3,FOV1,0003-0402-0798,,282096.027854,,
20221022,SMPD3MO,DMSO,Explant3,FOV1,0003-0415-0480,,49073.36483599999,,
20221022,SMPD3MO,DMSO,Explant3,FOV1,0003-0572-0252,,272748.901432,,
20221022,SMPD3MO,DMSO,Explant3,FOV1,0003-0757-0846,,677744.892444,,
20221022,SMPD3MO,DMSO,Explant3,FOV2,0003-0204-0722,,176098.68306499996,,
