Gene_ID,PSM_Rep1,PSM_Rep2,PSM_Rep3,ES_Rep1,ES_Rep2,ES_Rep3,MS_Rep1,MS_Rep2,MS_Rep3,DS_Rep1,DS_Rep2,DS_Rep3
ENSGALG00000042794,222,239.999613,241,304.9997,299.0003,341.0006058,336.9132,260.9998,295.0005,254.0003,317,306.9996086
ENSGALG00000042796,2124.039,1773.059,1937.909,2230.88,1949.269,2570.587,2299.016,2049.217,2322.688,1955.794,2094.97,2126.559
ENSGALG00000042797,2090.866,2274.56,1945.006,1866.871,1830.259,1862.828,2070.727,1517.726,1625.976,1582.708,1691.956,1794.812
ENSGALG00000042798,38.9158,43.7518,46.3664,52.0187,80.7525,72.0914,77.8139,43.0632,70.456,63.7721,78.7857,55.2257
ENSGALG00000042801,59.2002,10.1764,12.7485,29.0162,15.7988,18.152,20.2563,19.7368,39.2263,37.0887,16.7374,21.8974
ENSGALG00000042803,193.485,227.139,243.725,172.022,242.509,229.261,198.236,175.118,222.387,165.272,194.677,244.513
ENSGALG00000042804,333.051,286.856,306.844,289.315,224.935,265.416,282.486,320.448,427.073,471.002,276.401,379.626
ENSGALG00000042806,4.24314,0,3.51353,3.452,3.03655,2.73805,8.3163,7.91302,0,3.56434,3.969432,7.01918
ENSGALG00000042807,779.71,706.121,644.223,627.412,426.503,570.247,487.196,410.858,562.07,811.264,355.658,545.098
ENSGALG00000042809,2100.52,2011.12,1756.8,2678.89,2166.99,3108.98,2215.75,2301.33,2845,3166.47,1975.92,2573.31
ENSGALG00000042810,60,69,51,65,85,91,130,117,114,102,132,131
ENSGALG00000042812,24,9.000002,32.99996,26,41,37.6813,32.999987,46,42.7501,26.000001,34.999968,44.0658
ENSGALG00000042814,2244.0032,2099.0012,2330.0016,2445.0035,2074.004,2466.9988,2472.0043,2244.9985,2714.4932,2629.9997,2307.0041,2407.9998
ENSGALG00000042816,443.704,431.321,570.704,478.794,604.232,736.362,646.151,568.336,602.067,423.337,656.246,631.857
ENSGALG00000042819,1,9,7,3,3.32821,0.26649,1,2,2,0.28279,1.96129,9
ENSGALG00000042821,418.024,425.944,401.526,705.384,470.38,703.773,466.041,385.273,507.16,577.069,380.134,474.933
ENSGALG00000042822,2941.2,3104.57,2918.71,2784.02,2840.71,2990.43,3100.52,2536.31,2575.79,2048.65,2952.5,3134.42
ENSGALG00000042828,50.7772,22.7842,36.7327,34.278,42.3786,59,32.4582,40.0122,45.2114,62.6644,42.4413,42.4598
ENSGALG00000042833,218.175,165.944,137.747,233.22,203.317,242.803,196.77,223.062,234.487,210.501,178.066,239.539
ENSGALG00000042836,4.29408,0,0.100415,0,0.930643,0,1.80E-05,0.00134731,0,1.72862,0,0
ENSGALG00000042837,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042838,446.545,277.213,355.875,433.149,364.917,336.804,381.055,294.222,366.217,333.412,351.177,340.453
ENSGALG00000042839,1308.000056,1307.004,1318.000032,1301.5952,1579.8423,1623.0019,1654,1559.9992,1662.0013,1257,1570,1725.998
ENSGALG00000042840,196.4227,214.4661,223.25716,194.8818,237.5233,303.9997,264.9999,290.0005,305.9838,269.8055,319.2467,353.5162
ENSGALG00000042842,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042845,0,0.404442,0,0,0,0,0.42527,0,0,0,0,0
ENSGALG00000042847,0,0,2.45419,0,0,0,2,1,0,0,0,2
ENSGALG00000042850,73.6057,43.8953,101.416,44.9441,41.8671,46.8831,15.0432,75.3116,46.8499,38.6791,33.9009,69.8014
ENSGALG00000042851,13.54676491,21.99999,23.00000396,13.91006497,29.36671386,30.95975,15.00001701,21,34.000009,29.00004169,30.99999771,21.86580116
ENSGALG00000042853,546.9545,508.34113,552.25317,558.2381,618.197,693.994,643.07206,604.5962,640.59266,444.73,578.18492,538.268
ENSGALG00000042858,409,410,341,488,470,512,625,390,546,473,532,511
ENSGALG00000042862,9.86284,0,9.10125,20.4062,2.57901,23.0322,14.6381,7.61693,15.6497,7.06395,4.88052,22.1109
ENSGALG00000042863,219.9435,274,178.9999,303.634,176.7854,326.408,231.9613,218.856,274.737,346.842,209.8223,255.818
ENSGALG00000042866,9,0,6.57141,0,7,0,2.52115,0,1.14499,13,6,1.17581
ENSGALG00000042871,413.63,380.496,663.583,773.999,1103.31,1385.47,1228.3,1657.38,1570,1626,1138.3,1361.96
ENSGALG00000042875,16396.313,16128.273,15541.933,17798.587,17657.638,21658.705,20394.392,17656.977,20384.117,14113.476,19133.705,20988.559
ENSGALG00000042876,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042878,1,0,0,0,0,1,0,0,0,0,0,1
ENSGALG00000042883,475.628,414.314,355.299,374,370,407,435,387,486,416,374.311,497.718
ENSGALG00000042884,0,0,0,0,0,1,0,0,0,0,1,0
ENSGALG00000042885,0,0,0,0,0,0,0,0,0,0,5.15917,0
ENSGALG00000042886,4.1808,1,1.76421,13,1,10.1251,3.02419,7.04752,6,15,6.09317,10.0707
ENSGALG00000042888,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042890,341.105,279.534,309.243,477.907,296.569,560.138,331.321,283.009,416.628,328.838,259.858,303.845
ENSGALG00000042892,0,1.04667,1.78217,0,0,0,0,0,0,0,0,0
ENSGALG00000042894,3654.522,2485.143,3212.712,2984.435,2385.005,3021.5109,2626.991,2392.0046,3255.0657,3649.331,2507.0021,2599.0716
ENSGALG00000042895,2885.16,1794.3,2372.86,2939.76,2338.68,2879.57,2622.7,2705.42,3246.38,3385.87,2605.82,2838.65
ENSGALG00000042900,2743.66457,2539.512,2962.343,2822.2386,2867.245,3325.609,2902.83562,2857.586,3314.467,2715.98778,2950.51778,3047.41004
ENSGALG00000042902,5.24395,8.32629,8.81497,3.29972,0,0,0,0,4.44555,5.98E-06,7.2477831,0
ENSGALG00000042906,0,0,5.07743,8.42386,3.00379,7.16939,4.01142,5.43136,9.32439,14.5407,3.42068,13.2673
ENSGALG00000042908,111,121.714,143,107,121,160,147,146,132,108,106.841,175
ENSGALG00000042915,103.129,6.16512,101.592,593.658,205.504,1135.15,109.988,318.503,389.181,16.0133,116.511,269.729
ENSGALG00000042916,208.45,140.78,228.996,443.86,317.272,655.511,352.646,408.618,661.683,637.538,302.511,619.792
ENSGALG00000042918,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042919,2,0,5,5,2,9,3,2,7,3,0,3
ENSGALG00000042928,2,3,3.75424,1,0,2,0,2,3,2,2,4
ENSGALG00000042929,576.517,706.479,694.4578,631.0357,573.559,920.648,632.229,633.3943,720.027,942.3351,683.2939,792.2404
ENSGALG00000042931,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042932,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042933,0,3.1725,4.39185,3.34358,0,0,7.04725,0,0,0,0,6.8355
ENSGALG00000042936,4,3,7,8.54356,13.31674,7.37804,4.9438,6.57468,6,9.88371,3,2
ENSGALG00000042938,528.378,784.26,963.814,400.119,893.428,1160.74,1059.42,388.094,583.635,714.307,714.92,1121.26
ENSGALG00000042939,2618.9998,2192.995801,1682.9994,1915.1291,1775.5685,1959.0026,1892.65963,1637.68789,1935.3338,1754.86432,1731.991,1635.5983
ENSGALG00000042941,1508.87,1366.87,1414.55,1752.09,1319.48,1841.47,1434.16,1345.06,1818.05,2123.97,1346.75,1452.03
ENSGALG00000042944,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042947,0,0,0,2,0,1,0,0,0,1,1,0
ENSGALG00000042948,1122.9857,1080.0545,1120.5402,1213.038,1241.9423,1430.1392,1304.9259,1233.2752,1339.6707,1113.08071,1236.0006,1332.7279
ENSGALG00000042949,367.81153,359.814,428.5917,395.17,385.8966753,501.3342,438.6337,395.376446,412.8202,434.7814,516.6426978,456.2699
ENSGALG00000042956,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042961,26.3192,25.5773,30.2506,60.1656,38.9644,79.7503,72.665,93.5966,154.186,140.608,91.4984,91.6725
ENSGALG00000042963,5.59281,4.23966,0,3.66438,0,0,0.816117,0.766206,0,3.27869,0,8.64575
ENSGALG00000042967,2742.036264,2678.974,2804.075886,2759.664,2669.822,3056.606,2934.212,2476.719,3030.1891,2882.341,2835.0693,2850.337
ENSGALG00000042970,2.07819,1.00499,4.32501,0,0,0,0,5.16511,0,0,0,3.68982
ENSGALG00000042974,155.234,89.5408,129.921,194.646,158.033,221.875,125.8,154.346,183.996,125.815,188.785,150.503
ENSGALG00000042975,60.1906,117.343,83.9332,86.8071,118.552,162.343,109.398,108.156,136.2,76.0423,122.421,110.033
ENSGALG00000042976,4888.79273,3695.92536,5292.215,5004.98695,4855.087,5808.19954,5055.18651,4247.29447,5473.14299,4339.3145,4814.185,5016.16097
ENSGALG00000042980,10.1619,7.0833,11.0891,13.1526,5.09389,15.4397,7.10866,3.02236,16.6183,9.19874,6.21469,18.388
ENSGALG00000042981,897.994,857,936,736.987,645,775,742,575,705.983,644,755,762
ENSGALG00000042984,729.6796,786.43669,575.86101,630.5177,608.6926,652.2655,681.235304,639.2054,727.6427,1010.229495,651.1296,724.8994
ENSGALG00000042985,0,0,0,0,0,0,0,3.9242,4.81637,1.61324,5.09865,0
ENSGALG00000042986,130,114,87.1188,91.4808,116.994,146,131,127.381,90.235,122,121.552,140.33
ENSGALG00000042987,0,0,0,0,0,0,0,0,0,1,0,0
ENSGALG00000042989,53,23.8896,78,85.8876,53,119.803,53.9541,57.9308,88,48,36.9286,96.7951
ENSGALG00000042990,125.141,123.026,145.143,125.668,142.492,179.565,135.994,202.302,177.67,119.367,149.052,180.937
ENSGALG00000042992,1.71209,4,6,0,3,2,7,1.64556,4,2,1,1.64454
ENSGALG00000042994,461.92146,435.9611,439.46091,495.0741,482.669,692.8081,594.607,419.5051,521.7414003,424.2023,472.21951,505.779682
ENSGALG00000042997,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000042999,399.342,513.115,300.842,43.2391,329.568,285.637,308.921,278.076,623.822,199.001,440.981,369.697
ENSGALG00000043002,1167.55,1271.77,1017.67,2083.08,1162.73,2095.06,1449.45,1176.67,1548.33,2096.44,1233.65,1456.38
ENSGALG00000043005,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043006,4783.92,5288.564,4739.34,5607.3071,5750.4395,6853.75,6238.796,6025.167,6500.504496,5237.63,6260.104,6492.028
ENSGALG00000043008,2.40121,3.53851,1.20105,1.21694,3.6644,1.2441,1.20644,1.22843,2.3272,1.1407,0,0
ENSGALG00000043009,14.9998,17,27,6.67E-08,0,0,0.000117615,0,0,0,58.2072,0
ENSGALG00000043010,2342,2072.23,2308.13,4292.01,3248.03,4663.69,3332.11,3648.1,4934.58,5305.8,2938.96,4040.09
ENSGALG00000043012,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043014,0,0,0,0,0,0,1,1,0,0,0,0
ENSGALG00000043015,0,0,0.713274,3.63744,0.709711,0,0,0.571643,0,0,0,0.229585
ENSGALG00000043016,2,3,2,4,1,3,0,2,3.83863,4.46042,2,1
ENSGALG00000043018,1461.12,1706.079,1579.394,1313.696,1425.2589,1553.681,1480.6709,1350.92,1348.325,1083.32993,1347.1124,1489.759
ENSGALG00000043021,21.8209,33.9498,33.2549,8.41249,29.7638,18.8049,25.3845,10.2951,31.6984,15.0445,43.402,27.9478
ENSGALG00000043025,146.0119,147.2128,203.1334,183.6273,167.9298,192.9598,143.0145373,158.1266,166.7338425,105.7333,175.7911,142.1179
ENSGALG00000043027,0,3,1.03749,2.01549,4,3,3,2.07584,4,0,6,1
ENSGALG00000043033,167.0799938,262.4962998,342.3699592,284.20373,437.3776377,535.88963,382.98416,485.126128,407.759988,219.9328501,286.21571,381.1667484
ENSGALG00000043034,335.315,241.195,192.0251,460.0228,233.0084,356.7935,210.343,265.5688,387.612,451.542,256.844,330.55
ENSGALG00000043035,2541.38,2933.25,3872.74,11119,12501.5,15182,9237.05,11201.7,13147.7,9898.78,7883.47,9480.3
ENSGALG00000043036,279.803,237,249.387,255.868,224.398,333.409,240.861,195.782,256,263.394,250.903,255.434
ENSGALG00000043039,2389,2694,2373,3419,2756,3824.99,3280,2737,2968,2326,3046,3151
ENSGALG00000043041,9,8.91516,3,12.8759,6,58.8967,15.9539,70.9064,46.8724,30.9383,14.9533,35.7812
ENSGALG00000043044,186.2953,126.1871,105,99.00000911,81.00002,57,77.3038,68.261,71.7979,51.00004,99.7894,103.3800006
ENSGALG00000043047,544.505,510.643,618.491,458.281,536.346,677.246,551.012,577.982,543.3,428.605,575.41,736.329
ENSGALG00000043051,534.5002,427.9997,355.9998,581.0001,334.3878,478,511.9997,421.9998,580.0002,740.9996,593.9995,586.0003
ENSGALG00000043052,9,2.58324,1,2.60177,0,0,4,0,0,0,1,0
ENSGALG00000043053,26.3168,20.21368,20.175743,19.74903,14.17259,27.32941,22.1538,19.542,29.49589,33.23521,20.064688,22.02964
ENSGALG00000043055,0,1.333070024,0,0,0,0,1.60165905,0,0,0,1.000000147,0
ENSGALG00000043057,1,0,1,1,1,1,2,0,5,3,1,4
ENSGALG00000043058,1007,1147.25,1042.2,1199.9,1394.84,1684.98,1731.85,1582.02,1593.41,1112.58,1711.93,1799.16
ENSGALG00000043062,1.80235,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043064,32,26,49,25,15,20,14,14,7,9,7,8.3925
ENSGALG00000043065,0,0,12,0,2.25,2.25,4.66667,3.75,0,4.5,2,10
ENSGALG00000043066,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043069,112.197,55.5266,130.725,288.938,135.211,377.39,149.394,131.891,147.56,93.7154,102.589,158.582
ENSGALG00000043071,132.185847,43.744,97.7815,65.3045,124.0240739,97.7882,149.8615,156.5343,133.9138,50.55083,123.6627,161.165
ENSGALG00000043072,0,0.140026,15.7009,5.04036,9.07835,20.6532,16.6969,15.4039,12.178,27.9561,4.98494,10.5632
ENSGALG00000043074,2363.4149,2389.0064,2882.7899,2215.4315,2408.8328,2849.6723,2522.191,2624.1306,2883.0629,2764.7102,2310.8649,2730.6033
ENSGALG00000043078,2.20286,0,2.10639,1.09633,0,2.11012,1.06508,0,3.23682,3.16315,1.1621,3.3139
ENSGALG00000043079,11.9902,12.762,10.2744,5.13529,6.17792,12.5303,8.21489,7.15525,13.0755,28.28005,8.38899,12.2064
ENSGALG00000043080,380.3495043,381.2916001,283.9991001,450.3699022,285.4085012,538.5236,599.8989045,506.8812009,587.3213281,815.4186043,872.7388002,869.0689001
ENSGALG00000043081,641.9803,728.1654235,609.4807,587.532333,586.0425,694.9472,574.6536,587.7449,627.5993,502.3253,653.9678,685.9128
ENSGALG00000043082,3891.12,4142.62,4250.62,3782.8,4487.47,4972.7,4824.49,4409.72,4815.41,3643.21,4622.97,4792.41
ENSGALG00000043084,7.38454,7.35871,8.48728,7.18914,8.5958,10.6294,12.0807,8.73319,13.648,12.4107,9.09439,19.6389
ENSGALG00000043085,816.7319052,917.778644,754.8006138,785.4949504,842.1707908,861.3203342,990.7790125,846.2376992,878.8593,762.9283025,936.5436,994.4106
ENSGALG00000043087,1860.246,2032.344,1719.134,2004.262,2167.768884,2141.27801,2133.06616,1908.005,2133.722,1769.098,2105.3288,2061.311
ENSGALG00000043088,99,70,74,104,84,72,77,59,68,112,66,82
ENSGALG00000043089,182,143.863,149.279,191.464,131,193.268,148.544,134.35,242.175,354.756,157.965,214.939
ENSGALG00000043092,18701,15491,13831,17946.3,13292,15941,14465,12785,11790,9747,13650,15879
ENSGALG00000043100,242.829,325.794,352.283,360.059,408,452.508,450.739,471,508.247,425.758,448.364,445.578
ENSGALG00000043101,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043103,226.151,263.047,258.529,417.579,414.216,548.388,451.023,467.828,578.376,552.91,420.133,497.802
ENSGALG00000043105,2230.78,2045,2088.9,2057.92,1819.79,2393.93,2114,1840,1940,1894.91,1933,2133
ENSGALG00000043106,3,1,4.03474,5,7,5,4,5,3,8.05969,6,7.06437
ENSGALG00000043107,1058.77,988.414,1133.61,1136.15,1015.82,1473.62,1032.23,1099.5,1245.3,1283.68,1022.03,1174.59
ENSGALG00000043111,38.4501,57.20751,43.4913,34.58583,48.90632,37.69986,85.73741,55.6711,54.84285,43.67584,66.65109,75.62359
ENSGALG00000043112,20,14,19,29,3,21,8,5,9,20,3,5
ENSGALG00000043114,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043118,168,171,158.251,195.253,199,248.411,283.758,335.576,294.253,287.428,309,321.695
ENSGALG00000043121,328.6838226,357.2065001,370.79755,409.4221,526.7617,632.7934,690.8995,555.1009,557.3117,562.031,717.5381004,713.1573
ENSGALG00000043126,449,371,426,403,390,555,415,413,489.994,455,363,421
ENSGALG00000043128,650.168,626.693,702.3289,626.9297,579.929,771.7287,739.4049,561.1545,747.3785,907.3819,728.11645,751.538
ENSGALG00000043129,25.8426,3.74017,29.8066,0,11.7252,27.4973,17.5611,11.8565,11.1898,7.09447,8.09133,29.2626
ENSGALG00000043130,118.9577,100.67597,106.17757,199.8005,101.3028,98.40256,95.88002,134.9371,159.7846,192.12978,127.1318,137.209
ENSGALG00000043134,52.015,53.0339,62.0376,219.854,51.0368,250.285,57.9269,51.6783,64.4876,65.537,64.1556,66.9153
ENSGALG00000043137,228.861,178.613,170.763,145.166,159.194,165.705,215.911,194.967,214.527,179.918,246.316,243.395
ENSGALG00000043139,62.74023,54.10449,72.62084,90.5013,105.2815,92.66047,104.20735,69.2022,66.193117,105.75571,73.79222,98.12964
ENSGALG00000043142,45.7028,28,19.93226,64.09987,29.54747,29.15261,42,27.56342,66.59462,47.48958394,46,64.337779
ENSGALG00000043144,114.825,58.9284,87.9818,119.808,110.93,94.5504,130.611,123.245,151.572,164.064,150.566,140.11
ENSGALG00000043148,57.8765,23.035,46.6776,63.4656,56.8685,55.5765,37.513,64.163,87.6118,57.0896,31.8991,49.8219
ENSGALG00000043150,148,119.877,111.69,120.643,108,155,122.729,120,134.659,104.521,146,140.821
ENSGALG00000043154,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043157,55.4912,63.8325,83.927,70.8047,58.9285,71.7626,47.5529,124.775,49.9761,39.0296,47.4104,110.121
ENSGALG00000043158,3.12623,2.217,4.56874,5.13706,6.00701,7.2646,12.8333,7.72122,10.7434,4.25435,1.81894,12.0046
ENSGALG00000043163,247.655,238.921,243.03,289.892,333,409,294.829,308.957,348.583,317.726,339,373
ENSGALG00000043164,1633.9887,1874.19634,1760.605563,1400.0164,1612.5402,1828.9813,1766.93895,1874.270035,1745.205911,1778.3776,1725.74,2009.5993
ENSGALG00000043165,4.23307,2.13286,3.17262,8.53909,0,4.26891,0,1.05558,3.16192,5.27408,1.07013,4.25969
ENSGALG00000043167,66.599,101,92,88,115,123.653,99,92,104,89,100,124.67
ENSGALG00000043172,8,3,7.79158,20,30,64.8968,67.3957,120.356,119.892,123.541,126.882,156.675
ENSGALG00000043174,4.09957,3.05035,1.37727,4.29062,16.5711,5.53195,9.46485,13.9149,9.37094,21.2835,11.5519,14.1558
ENSGALG00000043175,0,1,0.925217,0.831479,1.85221,0,2.535,0,2.44175,0.186585,3.72038,1.46339
ENSGALG00000043178,4195.561,3511.374,4826.022,4388.383,3904.772,4943.208,4562.697,4264.641,4760.52,5265.893,4371.336,4662.635
ENSGALG00000043179,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043185,22,23,11,23,15,28,35.5674,32.6677,36,29,31,49.9944
ENSGALG00000043190,4.51495,10.3047,7,9.99669,11.8725,7,14.2756,15.5084,13.4188,6.64457,12.7241,15.5377
ENSGALG00000043193,2423.565803,2568.48043,2545.77776,2359.58228,3008.581021,2789.663043,3125.717945,3165.903847,3257.883301,2339.95903,3030.371739,3226.251737
ENSGALG00000043196,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043198,4.89172,1.68198,1.44215,2.45845,0,4.37114,5.4641,0,1.20588,4.47749,2.82278,6.58261
ENSGALG00000043202,8.23179,5.30881,6.45582,5.66635,4.63591,7.17653,8.37016,1.40693,5.41097,7.62435,9.24955,4.92245
ENSGALG00000043204,70.1564,65.8093,133.3953,241.35888,253.47409,353.2335,198.5876,326.2934,294.5752,270.50146,247.0121,321.1473
ENSGALG00000043207,0,0,0,0,0,0,0,0,0,1.93738,0,0
ENSGALG00000043208,253,308,249,281,286.349,335,337,313.034,345,302,346,373
ENSGALG00000043209,21.4198,29,23.4045,6.40186,21.4184,20.6662,28.4333,38,40.0339,33.2147,21,27.5928
ENSGALG00000043211,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000043212,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043213,0,0,0,0,0,0,0,0,0,2.2015,0,2.52777
ENSGALG00000043217,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043219,620.458,716.621,1136.15,916.224,1026.7,1902.73,1300.65,1373.64,1416.42,1559.43,1441.11,2079.23
ENSGALG00000043223,810.72,795.1808,895.62761,895.444,839.071,978.7226,910.927,1018.805,868.8159,855.1011,1023.57292,1080.383
ENSGALG00000043228,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043229,53.6964,33.0382,59.1049,47.3413,43.6996,83.5717,35.7247,43.5737,73.6119,77.0324,52.9211,68.5374
ENSGALG00000043234,28120,16449,8509,10647,6831,4209,6723,4846,10079,13908,4522,3492
ENSGALG00000043239,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043240,879.967,973.251,1000.06,756.527,753.584,814.733,670.04,610.434,507.749,482.579,548.097,684.339
ENSGALG00000043243,966.0506,953.6666,1234.315,955.13452,980.7223,1581.6584,1218.0294,1405.4661,1303.108,940.5682,1166.27,1449.849
ENSGALG00000043245,0,0,0,0,0,0,0,0,1,0,0,0
ENSGALG00000043250,0,0,0,0,0,0,1.92565,1.97766,8.84566,0,0,0
ENSGALG00000043252,0,0,1.38628,0,1,0,0,0,1,0,0,0
ENSGALG00000043254,0,4.93034,6.73755,8.51319,9.73309,19.5402,11.4339,10.7974,1.38728,3.46804,9.80602,11.9111
ENSGALG00000043256,13.4467,8.3188,9.57161,6.93947,8.25424,8.25886,12.4461,2.09401,13.4476,11.5051,11.3749,16.6297
ENSGALG00000043261,39.3846,57.2287,49.7913,56.7145,61.2949,75.6478,66.8605,57.4123,44.2041,30.7306,57.1095,63.5996
ENSGALG00000043262,3.69552,9.66186,8.96594,8.51403,3.76301,14.86396,10.06699,8.35283,17.31334,6.6736,8.99928,15.98849
ENSGALG00000043265,985.583,836.475,1047.69,1044.79,992.2,1170.33,984.423,1091.18,1052.14,968.594,1038.27,1039.66
ENSGALG00000043268,522.979,518.955,470.892,597.518,589.921,560.484,601.943,477.941,553.941,404.443,534.988,577.757
ENSGALG00000043269,4.60705,27.3158,32.8634,19.4263,18.3892,27.29981,21.0843,37.6039,28.7601,39.76568,26.6874,44.4444
ENSGALG00000043274,128.517,141.739,150.623,126.962,149.336,164.287,169.617,150.731,131.284,103.645,152.466,131.485
ENSGALG00000043276,32.19,25.7626,29.1727,22.4465,20.5797,28.6763,24.6009,18.8917,27.9548,23.9416,23.2923,32.4193
ENSGALG00000043280,761,728,845,852,844,1093,814,865,888,842,763,906
ENSGALG00000043283,189.775,169.584,169.929,213.21,209.513,253.381,269.599,226,218.144,172.986,221.272,287.55
ENSGALG00000043285,64.9778,89.4528,69.9457,60.1017,74.5654,62.5986,85.912,72.4994,85.4025,75.059,66.5273,91.8212
ENSGALG00000043287,117.239,61.4409,33.9146,91.2735,63.7273,52.232,68.1025,76.5092,79.9673,69,89.7563,78.5301
ENSGALG00000043289,1.08891,0,5.28878,2.08672,3.1326,3.19645,3.15716,0,3.14224,2.16177,6.38384,3.04693
ENSGALG00000043290,159,146,141,174.5,113.5,165.5,132,101.5,199,228.5,173,172.5
ENSGALG00000043301,191.017,219.725,196.674,245.288,260.359,264.956,176.609,190.877,256.734,124.116,140.944,172.78
ENSGALG00000043302,8.35082,1,2,5.526790169,6,8.68394,4.82258,7.44221,4.32909,2.833850145,7,4.60389
ENSGALG00000043307,1637.31734,1843.7258,1590.22496,1620.95889,1633.87536,2008.31359,1885.04078,1647.86796,1791.56584,1576.702,1885.18898,1797.02218
ENSGALG00000043313,0,0,0,0,0,0,1,0,0,0,0,0
ENSGALG00000043318,110.391,107.044,86.5902,89.86,113.174,111.089,111.941,107.989,117.274,96.3773,144.008,118.149
ENSGALG00000043322,6,6,5,3,9,6,7,10,2,0,6,12
ENSGALG00000043327,56.5471,71.5377,36.0913,137.0313,66.9828,254.5379,41.72603,152.8961,223.3205,286.621,36.25726,180.5271
ENSGALG00000043329,6653.96,7501.72,6843.61,10483,8362.91,13692.4,8536.84,10087.2,11452.7,9970.07,8008.6,9784.19
ENSGALG00000043332,74,48,72,64,81,101,82,88,101.86,83,77,93
ENSGALG00000043334,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043336,963.01397,794.54237,893.351,1204.467,872.0293,1320.299,1016.10358,878.476,1132.256,1243.244,1028.4083,1082.3622
ENSGALG00000043338,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043342,0,0,8.11415,45.2824,0,22.6777,5.99729,8.88884,2.4588,1.53191,0,0
ENSGALG00000043344,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043346,189.737,180.686,183.599,159.273,135.69,155.051,168.43,144.629,172.627,145.578,141.419,207.914
ENSGALG00000043351,451.308,349.325,414.435,527.25,391.003,483.052,423.108,451.539,476.729,434.166,444.412,521.906
ENSGALG00000043352,471.355,522.885,467.461,418.559,414.79,522.084,558.535,556.912,529.33,347.563,501.788,557.48
ENSGALG00000043354,0,0,1.75195,4.43992,5.04658,0,0,3.16756,0,0,1.71449,1.86328
ENSGALG00000043355,746.954,785.81,873.134,1002.128,929.595,1456.476,1326.722,1243.719,1411.371,1534.243,1298.373,1586.163
ENSGALG00000043357,1596.41,1674.27,1606.32,1572.91,1840.19,1938.91,2024.43,1900.55,1972.68,1362.46,1954.64,2011.6
ENSGALG00000043359,2160.62,1945.67,2147.99,2197.25,1985.85,2497.29,2197.87,1824.52,2333.66,2074.39,2038.1,2011.86
ENSGALG00000043363,390,468.492,419.524,409.877,483.874,602.19,612.318,533,540.083,353,512,582
ENSGALG00000043364,267.8646,227.2252,320.9947,292.532,295.0034,455.559,345.03718,328.9967,359.1809,227.3114,359.9019,389.548
ENSGALG00000043367,18.7643,8.87531,14,33.031,43.646,40.3609,24,33.6061,34.8202,41.7101,28,28.013
ENSGALG00000043369,5.40604,3.5455,8.8253,1.80137,1.82125,3.6696,7.13989,10.8104,5.39158,5.17416,3.59671,8.87082
ENSGALG00000043370,42.8658,0,16.8876,5.72598,6.04956,23.8534,11.2178,0,0.000142179,2.71518,32.6971,0
ENSGALG00000043371,10.9148,0,1.59041,0,26.6476,0,0,15.8734,4.62666,0,20.1196,35.3263
ENSGALG00000043372,28.8387,22,36.698,16,17.5844,13.5573,6,11,5,11,8.87026,7
ENSGALG00000043373,2288.04,2329.82,2502.16,2280.76,2453.76,2814.82,2623.91,2768.25,2715.98,2360.24,2541.14,2969.8
ENSGALG00000043374,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000043377,0,66.5605,11.1636,47.6795,0,36.8911,0,0,0,71.0337,0,0
ENSGALG00000043379,10014.445,11248.579,10626.594,13197.4966,9628.08,14694.6758,10673.471,9430.267,10872.878,10431.2396,10143.262,10780.243
ENSGALG00000043381,125.8549,160.7053,153.8959515,148.9634,143.4846,184.8493,165.8447,171.4966,177.9412,154.846,152.5741,157.548
ENSGALG00000043386,0,2,0,2,3,0,4,2,1,4,2,1
