Gene_ID,PSM_Rep1,PSM_Rep2,PSM_Rep3,ES_Rep1,ES_Rep2,ES_Rep3,MS_Rep1,MS_Rep2,MS_Rep3,DS_Rep1,DS_Rep2,DS_Rep3
ENSGALG00000000003,181.4885,186.173,201.4626,289.487,252.097,204.6125,345.613,248.6136,299.3838,327.7492,359.1845,359.2476
ENSGALG00000000004,438.22,444.787,345.126,381.918,473.427,441.37,505.755,549.095,498.334,300.811,476.021,466.03
ENSGALG00000000011,557.912,589.484,538.174,673.274,693.062,793.485,788.44,602.672,731.764,566.96,725.644,738.462
ENSGALG00000000038,0,0,0,0,0,0,0,1,0,0,0,0
ENSGALG00000000044,456.37,795,278.864,1375,756.681,1594,641.848,1322,1418,1256.91,239.784,1277
ENSGALG00000000048,53.62295,45.7177,47.00485,42.5842,47.12365,63.7996,60.5828,40.8127,67.13504,50.16166,58.68637,80.7078
ENSGALG00000000055,1537.9993,1604.0029,1252.99957,1498.9837,1260.9907,1504.9541,1490.988725,1196.9897,1458.0012,1498.9953,1371.9929,1339.9861
ENSGALG00000000059,1708.4231,1440.3508,1673.0553,1674.8319,1386.219,1784.0863,1555.5055,1473.2886,1620.8223,2377.6439,1823.2493,1751.6491
ENSGALG00000000067,612.324,528.854,541.027,541.475,459.901,577.45,557.435,478.017,511.099,559.377,533.075,551.035
ENSGALG00000000071,155.6694,156.935,89.7093,110.477,120.8582,107.646,125.5188,120.507,122.4842,91.02245664,154.3174,111.677
ENSGALG00000000081,0,0,0,0,0,0,0,3,5,2,3,0
ENSGALG00000000086,1861.01,2333.124,2035.97,2105.72,2395.414,2722.3,2580.257,2179.90167,2446.26,2038.3549,2238.93,2284.497935
ENSGALG00000000091,1359.42,1336.96,1215.54,1357.77,1369.97,1426.25,1434.49,1210.85,1545.53,1254.15,1396.22,1451.51
ENSGALG00000000094,649,615.428,580,688,588,707.002,673,592,801.657,534.603,653,703
ENSGALG00000000102,646.83,698,657,765.996,673.147,926,847,760,861.355,757.998,836,818
ENSGALG00000000104,16.7688,20.0662,13.3691,7.68942,13.3669,4.63113,9.84607,4.98519,12.9059,12.5016,20.5037,8.28755
ENSGALG00000000106,635.612,750.12,685.576,602.092,844.29,968.121,862.336,871.267,844.012,548.675,828.836,928.113
ENSGALG00000000107,0,0.000349225,0,0,0,0,0,0,0,0,3.93032,0
ENSGALG00000000109,201.844,183.411,211.368,203.149,211.17,248.069,211.462,144.627,236.525,290.788,238.406,203.993
ENSGALG00000000112,2,0,3,2,0,3,3,7,8.38337,6.51796,8,7
ENSGALG00000000115,2,0,1,3,4,1.38238,0,0,1,3.97265,0,0
ENSGALG00000000120,0,0,0,1,0,0,0,0,0,1,0,0
ENSGALG00000000122,26389.9784,22666.8885,28336.0453,24255.96323,21908.01233,25851.9773,24408.70011,22796.94928,25926.99286,27728.83777,24287.9505,24488.3858
ENSGALG00000000123,0,0,1,0,0,1,0,0,0,0,1,0
ENSGALG00000000129,597.08,477.2987,542.7174638,572.0311,450.1646,498.7,522.8924,418.7438284,588.5581,558.2510572,512.381,507.7624
ENSGALG00000000136,5,6,7,5,4,3,1.32549,0,2,2,5,7
ENSGALG00000000137,3048.997,3227.983,3279.999,3908.8751,3269.972,4606.892,3684.004,3112.003,4049.003,3964.9983,3631.997,3476.001
ENSGALG00000000141,13.28120087,14.64480003,5.029570081,18.04050051,2.17113041,9.766761492,3.966680318,25.56997,35.7654,15.82030174,5.31927,30.1707
ENSGALG00000000142,781.89004,763.49,650.9625,793.826,800.016,826.879,890.308,781.50045,917.98,785.477,906.521,885.491
ENSGALG00000000146,2693,2795,2773.97,2623,2926,3170,3240.03,2714.99,3204,3040,3020,3211
ENSGALG00000000150,9146.108,8664.193,7684.874,9168.486,8081.722,9762.297,9138.236,7023.239,8960.942,7841.739,9019.532,8217.536
ENSGALG00000000151,1377.1975,1922.00611,1432.83054,1269.4311,1166.8131,945.5041,1293.4089,683.9429,708.6638,651.989,1023.2334,913.2259
ENSGALG00000000154,42.8653,23.3522,47.1119,44.3509,57.2712,51,66,50.9329,48,36,35.0357,50
ENSGALG00000000156,2433.51,1624.89,2448.23,2312.87,2235.05,3029.96,2428.95,2541.73,3108.85,2431.12,2385.58,2789.77
ENSGALG00000000158,44.0201,40,48,50.804,34.00003,57,61,42,42.4487,59.29835,35.5941,45
ENSGALG00000000161,593.23,658.237,558.441,631.186,701.4,622.131,732.274,639.555,641.863,483.468,632.018,618.412
ENSGALG00000000162,1.15856,2,1,0,1,2,3,1,0,3.14154,3,1
ENSGALG00000000164,26.9463,23.2238,36.6183,31,36.0878,39.7399,29.0188,25.3828,38.0852,27.5791,13.0636,34.4105
ENSGALG00000000168,4.080007,0,3.09634,3,3,3.19937,0,3,7.19352,0,3.10981,3.11414
ENSGALG00000000172,0,0,0,0,0,0,6,1,0,28.5217,11.8015,22
ENSGALG00000000184,17.3462,7.99257,4.8767,14.0332,6.15591,6.89645,6.58496,14.4184,6.5631,3.62623,15.3711,15.0559
ENSGALG00000000186,110.534,117,118.349,109,104,135.415,128,108,119,168.419,124,127
ENSGALG00000000189,315.847,287.536,272.759,273.916,324.166,278.885,284.683,366.408,325.725,231.472,313.638,299.586
ENSGALG00000000195,194.145,243.069,205.564,155.316,192.313,161.098,193.578,220.851,187.664,213.708,229.372,264.779
ENSGALG00000000201,550.936,356.415,442.24,498.403,377.683,458.124,433.653,354.547,490.393,503.146,402.164,470.864
ENSGALG00000000208,635.89,624.403,564.6196,543.6273,550.538,597.928,598.4474,711.34,653.9735,547.1154,656.7878,679.1734
ENSGALG00000000209,268,275,298,345.395,285,455.692,394,297,346,481,379,509
ENSGALG00000000215,304.421,274.282,265.436,311.845,336.606,346.119,354.051,354.391,378.243,270.303,349.037,397.712
ENSGALG00000000217,25.9498,18.0199,26.549,19.2918,25.0811,38.3303,31.1999,15.6472,25.5291,20.4173,27.528,35.4426
ENSGALG00000000218,2004.47,2023.67,1578.93,2033.06,2261.34,1992.63,2207.8,2538.14,2287.44,1715.48,2117.29,1991.77
ENSGALG00000000220,1454.004922,1399.001201,1435.7512,1571.995799,1798.998835,1858.035887,2166.004375,2282.925775,2298.304837,2025.99858,2462.0007,2616.9988
ENSGALG00000000223,939.302,763.1215,863.76804,868.97803,900.99982,1031.89562,969.5974,903.00003,1030.0957,752.33673,901.7389073,1027.37948
ENSGALG00000000225,120.6761,80.614,95.3193,89.7212,69,102.694,103.315,106,107.872,103.822,89.0643,124.1403
ENSGALG00000000226,141.266,131.883,129,140.11,116,130,136,117,133,128.322,166,154
ENSGALG00000000227,3785.486,3585.825,4076.579,4906.005,4195.377,5490.039,4367.567,4289.637,4642.991,4492.586,4397.831,4595.075
ENSGALG00000000233,173.936,131.004,152.204,153.235,144.923,161.227,158.086,147.736,175.831,179.222,128.207,153.83
ENSGALG00000000234,69.53353,62.5878,52.0076,87.1943,71.368,108.8924,122.3201,173.9888,128.7706,128.4679,196.9438,203.4571
ENSGALG00000000235,4547.1917,5350.3791,4958.2311,4794.5244,5700.8038,6224.949,6180.1429,5847.191,6188.8262,4813.9961,5724.5991,6213.9312
ENSGALG00000000239,3,8.2323,7.27048,2.27256,5.32407,8.61191,13.2855,15.0179,20.9677,16.9108,18.605,13.212
ENSGALG00000000241,1105.92,914.507,732.663,813.886,788.842,726.757,881.93,869.892,793.93,649.708,756.836,741.692
ENSGALG00000000242,15,13.8959,62,95,154.371,192.976,110.558,167.671,149.626,80.1708,105,147.62
ENSGALG00000000243,630.9279,792.23472,686.717,651.026,633.087,864.49725,700.03843,639.6566,626.93364,604.64106,659.362,688.2212
ENSGALG00000000244,47,37.99999,38,52,33,37,58,50,32,32,54,44
ENSGALG00000000247,3092.13,2749.2,2976.2,3018.81,3843.78,3176.95,3486.7,4154.66,3698.39,2515.065,3470.46,2999.1
ENSGALG00000000249,9.84602,18.9871,20.9542,12.6697,10.5749,19.5011,14.3548,13.6182,17.4583,19.0346,14.1189,27.9363
ENSGALG00000000251,2.48679,0,1.49117,3.35808,2.86682,8.16693,6.35637,8.54736,7.52429,5.98783,5.62573,4.66356
ENSGALG00000000253,466,411.625,325.638,474,390.157,439.946,427,424.285,533.299,377,448.082,433.475
ENSGALG00000000255,890,963.962,761.411,1019.94,997.923,1210.95,1205,1230,1385,1001,1195.51,1421.97
ENSGALG00000000259,1387.00324,1514.00258,1649.79,1627.72485,1474.34,1883.76327,1768.09,1474.89,1581.41,1586.30554,1673.6,1822
ENSGALG00000000264,190.66,206.562,199.454,211,242.662,247.111,306,294,215.504,220,266.639,310.738
ENSGALG00000000273,179.614,165.162,154.541,157.29,153.456,169.1,187.298,226.704,171.316,133.032,190.349,206.088
ENSGALG00000000274,0,0,0,0,0,0,0,0,0,0,2,1
ENSGALG00000000275,1099.28,1220.82,1053.61,1102.5532,1169,1249,1259,1141.63316,1309.36,964.474,1177.65,1223.68
ENSGALG00000000276,174.003,213.879,139.447,122.957,164.135,149.38,178.913,156.821,153.486,172.238,140.381,151.329
ENSGALG00000000277,3,1,0,1,3,0,2,1,0,1,1,2
ENSGALG00000000280,43.94015,47.99996,63.8961,48,52.89008,78.8501,109.8653,95.9016,94,94.8642,132,137.9398
ENSGALG00000000284,1585.89,1250.93,1682.32,1859.92,1613.95,2438.25,1794.74,1542.96,2274.1,2533.18,2480.13,2571.01
ENSGALG00000000293,41.0929,36.9565,102.214,51.9054,71.7002,65.6719,49.7361,32.9784,47.4097,69.2447,22.3879,145.578
ENSGALG00000000295,6.52546,17.97081,16.2265,6.76313,16.93608,7.52912,0,0,8.77576,14.5259,0,9.6854
ENSGALG00000000296,1015.49,1057.51,929.216,914.617,979.319,1087.52,1098.36,1125.55,1291.59,981.338,1178.71,1282.72
ENSGALG00000000299,153.551,95.5369,28.1544,125.397,36.6812,23.103,50.4901,18.0806,18.4967,20.7766,33.4364,53.003
ENSGALG00000000302,16.42767,7.08017,7.86426,7.51513,5.68782,6,16.71893,11.25071,9.58258,207.77787,80.03059,171.6447
ENSGALG00000000309,136.675,67.4997,46.2579,101.492,45.6201,30.4932,35.7882,11.9955,19.0853,26.633,64.4863,45.5947
ENSGALG00000000311,212.135,207.807,149.969,186.797,114.994,159.845,157.852,166.505,144.129,169.956,225.595,250.594
ENSGALG00000000313,207.431,77.7083,227.486,159.573,93.3164,117.204,101.888,134.73,122.633,286.209,169.598,219.53
ENSGALG00000000314,112.00003,64,66,129,113.99951,151,258.9999,240.0002,280.00046,432.9996,385.00024,415.0002
ENSGALG00000000317,12,21.5,15.5,39,59.5,106.5,151,145,213.5,399.5,316,336
ENSGALG00000000318,720.376,321.81,334.635,534.869,274.032,259.622,334.054,280.647,361.471,320.985,245.934,352.831
ENSGALG00000000329,1870.4928,1410.5305,1451.178511,1246.599801,1223.501339,1370.831852,1366.34177,1132.585,1496.65556,1647.48201,1344.906,1460.8994
ENSGALG00000000336,572.12101,467.10822,652.53741,474.77664,402.561,519.48583,419.89794,357.414,319.272,334.12863,383.251,381.88338
ENSGALG00000000337,0,2.06327,0,0,0,0,0,1.11172,2.27434,3.97565,1,2.12681
ENSGALG00000000341,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000349,3902,3575,4015,4759,3712,5349,4392,3764,4427,4398,3993,4164
ENSGALG00000000352,1763.95,1938.17,1731.31,2125.07,2225.87,2501.68,2291.03,2068.82,2176.11,1668.75,2005.11,2094.78
ENSGALG00000000357,1,0,0,1,0,0,0,0,0,0,0,0
ENSGALG00000000362,988.263,893.72,1276.41,900.808,977.132,1196.27,1124.95,1216.11,1191.28,1343.72,1196.05,1452.15
ENSGALG00000000364,11.7124,14,20.0633,9,16,27,23.7372,29.8267,30,27.3808,26,24
ENSGALG00000000365,32.9252,25,19.7066,10,8,1,1,2,3,8.86718,4,6
ENSGALG00000000367,150.0575,176.11636,192.5969,215.638,229.7606,282.21951,208.844197,186.5156808,219.126,186.9410142,182.9165,220.411068
ENSGALG00000000371,0.762751,2.87549,2.38906,4,9,1.7892,3,5.91051,8,8,3,4
ENSGALG00000000374,363.212,322.665,313.187,257.44,240.828,283.585,306.68,240.867,275.968,448.982,300.723,350.595
ENSGALG00000000377,12488.5,14716.2,14039.3,15932.2,15695.1,20338.2,15924.7,14950.4,16723.4,13490.3,15180.7,16890.3
ENSGALG00000000378,33.9297,60.817,9.91259,42.0946,26.5841,28.9643,29.7427,36.3958,44.0914,47.987,15.7819,19.7941
ENSGALG00000000379,828.628,522.717,429.016,568,280,346.666,516,469.719,412,632,501,588
ENSGALG00000000390,367.802,279.797,274.324,378.216,326.725,320.87,334.213,273.183,415.692,310.331,356.279,352.908
ENSGALG00000000394,0.821928,0,0,2.50966,3.58339,0,0,12.7597,0,7.84079,18.3049,16.2502
ENSGALG00000000396,485.9720005,603.624,542.0488,516.953,647.5031,626.677,637.1975,603.849,659.0632867,495.125,514.9731,558.397
ENSGALG00000000397,4981.48,5235.2,5513.95,5255.56,5763.43,6818.78,6195.25,5925.69,6561.61,5534.39,5752.14,5982.35
ENSGALG00000000399,5,12,12,2,9.82238,9,6,10,15,11.9439,9.73016,16
ENSGALG00000000400,20.0361,19.0963,19.6644,25.0322,32.4065,49.3376,22.093,32.5018,49.9978,64.3418,43.5974,55.9227
ENSGALG00000000401,243.5,174,308,268,256.5,384.5,260,311,372.5,326,257.5,336.5
ENSGALG00000000402,561,712,596,846,1058.89,1254.17,1390.21,1435.1,1668.17,1918.79,1461.13,1660.3
ENSGALG00000000404,2492.60962,2839.45023,2520.31334,2737.51481,2818.07951,3400.55,3275.40758,2632.68,2714.24,1984.60627,2772.51025,2973.84633
ENSGALG00000000406,0,0,0,0,0,1,0,0,0,0,0,0
ENSGALG00000000407,12,15.5,20.5,25,17,25.5,16,18.5,22,18.5,15,22.5
ENSGALG00000000408,2949.003,3282.997018,2943.999,3865,3853,4835.997,4267.997369,3622.998,3822.996014,2677.0017,3935.995,4022.997001
ENSGALG00000000409,1719.855,1551.252,1691.838,1998.363,1901.605,2475.786,2123.986,2116.128,2267.483,1749.334,1935.299,2173.703
ENSGALG00000000410,1130.53,1131.129,1238.335,1188.192,1391.546,1597.729,1441.6,1397.583,1419.488,1115.247,1399.432,1537.558
ENSGALG00000000417,13.6883,8.8986,8.80894,16.9514,2.14304,10.9966,6.4964,2.17983,7.5731,25.7222,9.91981,13.6823
ENSGALG00000000419,522.99958,471.0004,463.9996,520.99996,411.00045,552.0001,470.9999,414.9996,487.00002,664.9999,476.99984,505.9996
ENSGALG00000000424,3248.0856,3480.2387,3094.338,3783.498,3714.6559,4465.97,4647.3461,3898.247,4594.229,4015.851,4495.9877,5133.865
ENSGALG00000000428,2517.66,2447.85,2250.07,2492.28,2514.4,2517.84,2465.32,2665.05,2510.12,2512.72,2565.58,2153.09
ENSGALG00000000430,1690.58,1818.6,1799.04,1689.56,1964,2099.57,2167.11,2327.33,2498.58,1932.33,2213.71,2666.19
ENSGALG00000000433,41.6666,38.91520007,45.8076,65.9069,32.73780699,63.5996,46.70790046,60.5226,64.5968,107.645,44.1096,62.8182
ENSGALG00000000436,0,39.105,9.22036,127.083,31.3168,97.4121,26.565,22.7344,66.6976,121.862,0,55.3427
ENSGALG00000000437,0.0162318,0,0,0,0,0.0167232,0,0,0,0.0506962,0,0
ENSGALG00000000438,239,245,254,287,304,395,297,307,309.608,302,324,367
ENSGALG00000000441,0,0,0,0,0,0,0,0,0,0,0,0
ENSGALG00000000442,31,24.2245,50.2626,35,32,60,33,43,59,39.9992,44,40
ENSGALG00000000451,3.02431,2.79525,4.51446,14.3429,8.6293,18,8,4,1,1,5,3
ENSGALG00000000452,204,97,78.8281,67.5765,65,65.6837,70.2401,32.182,109.293,110,75.4262,77
ENSGALG00000000456,830.362,616.259,875.268,990.652,717.245,969.22,753.864,659.457,844.879,1034.66,777.21,713.123
ENSGALG00000000458,403.451,195.018,141.434,291.242,140.156,170.381,109.905,114.591,86.6052,90.8197,108.688,140.648
ENSGALG00000000461,603.521,357.553,880.996,769.446,757.558,1038.77,854.969,902.393,766.187,1112.43,803.104,792.625
ENSGALG00000000466,57.8328,46.4759,43.0023,54.3399,44.9434,50.7067,44.9655,33.4241,64.8352,67.5154,40.5399,61.3512
ENSGALG00000000469,2,1,3,4,2,6.2744,4,6,3,0,6.79306,7
ENSGALG00000000470,3217.15,2791.98,3222.83,3950.16,3787.37,4541.94,4362.99,3746.48,4440.44,3398.09,4523.64,4590.6
ENSGALG00000000474,6483.0017,5735.6343,6969.9951,7834.00274,5092.0045,8402.001,5993.9973,4883.0012,6276.0007,6984.9983,6458.9949,5564.9993
ENSGALG00000000476,1.000000034,2.32883,2.78746,2.000000021,3.788120118,17.3425,4.000000096,1.79353002,9,13,18,10
ENSGALG00000000477,2,1,0,0,0,0,0,0,1.69158,0,0,1
ENSGALG00000000478,120.759,98.0993,156.762,117.785,107.908,208.135,162.834,162.029,185.552,166.966,178.646,186.02
ENSGALG00000000483,1,0,0,2,1,1,0.510659,0,1,0,0,0
ENSGALG00000000497,0.198748,0,1,0,1.5362,2,0,1,0.76817,0,0,0
ENSGALG00000000498,291,244,145,288,173,191,179,137,169,195,212,206
ENSGALG00000000504,75.4974,44.29244,99.4204,67.3084,70.80663,75.49722,73.60577,47.2964,54.6029,62.74472,48.56574,32.36958
ENSGALG00000000505,144.31,130.24,182.966,153.919,120.087,116.705,206.032,149.669,89.5244,296.346,215.499,299.189
ENSGALG00000000507,4.43399,8,6.0171,6.9325,6.05892,15.71686,7.23976,5,0,7.98595,8.05537,3.84556
ENSGALG00000000510,1458.37,1508,1444.5,1373.92,1593.1,1590.41,1848.94,1692.44,1951.84,1576.58,1687.54,1820.43
ENSGALG00000000511,1187.9989,1176,1145.001,1276.9996,1207,1436.001,1245.9998,1213.99961,1344.0001,1185.0007,1167,1230.00075
ENSGALG00000000513,444.858,429.34,410.251,425.294,376.571,444.813,435.651,396.11,532.767,452.064,436.583,404.154
ENSGALG00000000516,532.8207,471.6465,552.5304,542.6553,493.5918,663.5077,626.7829,538.2862,558.2182,500.4601,612.0926,654.689
ENSGALG00000000518,1252.0353,1271.497,1453.4562,1638.975,1316.696,2028.747,1424.031,1560.511,1871.635,1968.956,1361.922,1782.502
ENSGALG00000000521,29.8858,20.27391,10.06280635,27.5776,0,18.3741,15.6554131,10.6825,12.2873,23.2651,25.4674,16.5888
ENSGALG00000000523,427.97184,378.9768,420.49011,422.74381,509.02098,469.6858,551.25346,581.01453,607.3791,252.213,581.2318,573.9532
ENSGALG00000000525,436.977,366.405,371.566,359,276.573,420.878,442,387.967,400.752,253.407,362.619,384.202
ENSGALG00000000528,202.3533,153.2101,199.0349,183.4598,159.9011,174.5875,203.6576,187.5235,189.4108,272.8633,186.993,206.1298
ENSGALG00000000529,984.71038,940.40583,1396.77293,1192.7607,1033.50366,1506.6989,1377.948,1227.248,1430.9491,1374.9902,1334.997381,1483.10287
ENSGALG00000000533,10770.0764,11469.53313,11373.8,13465.073,12136.8901,16196.595,13058.40947,11668.6,13823.8963,12012.87165,12274.1,12762.87157
ENSGALG00000000535,319.817,308.953,318.686,319.496,341.021,392.146,366.247,377.18,381.541,255.474,390.554,346.631
ENSGALG00000000538,371.727,366.454,354.369,424.063,437.485,525.295,487.858,417.108,451.031,405.472,444.456,472.02
ENSGALG00000000540,256.319,283.391,308.009,332.144,359.335,416.886,372.175,321.485,406.565,333.645,362.801,364.502
ENSGALG00000000541,1313.525,976.47,1254.05,1382.49,1342.967,1592.091,1364.009,1205.175,1601.543,989.775,1344.605,1460.367
ENSGALG00000000542,1092.36,1160.71,1082.57,1788.15,1194.29,1816.85,1244.05,1233,1500.38,1461.32,1103.7,1533.11
ENSGALG00000000544,51.4603,37.1285,50.479,25.5603,30.7239,19.2308,12.1499,15.5378,10.9227,16.2147,11.9937,15.8334
ENSGALG00000000545,2.68458,0,2,0,2,1.27014,0,1.11688,0,0,0,0
ENSGALG00000000549,21.7604,16.2292,17.6511,15.9269,18.1057,12.3109,7.65948,8.57705,11.242,16.471,10.5081,5.97453
ENSGALG00000000550,2264.838,2226.0649,2491.8586,2210.9994,2631.6576,3101.9824,2645.5942,2489.489,2529.7718,1806.9286,2467.8884,2587.1768
ENSGALG00000000551,673.765,618.237,591.996,594.959,687.43,715.84,724.004,636.11,664.347,646.02,717.501,698.98
ENSGALG00000000556,0,0,0.5,0,0,0.5,0,0,0,0,0,0
ENSGALG00000000557,24.4261,37.9994,36.7924,34.2357,33.3106,46.7893,49.8061,50.9884,59.7223,64.2782,68.2156,62.3487
ENSGALG00000000558,38.0325,39.4675,57.6655,45.4393,68.5044,91.5767,57.6112,54.1828,57.4158,73.6265,56.008,92.3294
ENSGALG00000000560,0,1,0,0,0,0,0,2,0,0,0,0
ENSGALG00000000564,938,1035,870,1077.661,1153.267,1269.012,1174.839,1090.689,1199.061,952.062,1175.904,1221.844
ENSGALG00000000568,8.13402,15.0773,22.5557,17.8239,11.1679,11.2301,21.5925,17,14.4761,12.5552,16.5396,12.4394
ENSGALG00000000573,449.375,426.508,462.143,424.518,520.303,645.869,643.974,570.75,627.442,471.949,554.046,553.888
ENSGALG00000000576,78.1976,73.2628,70.4034,58.2398,49.3974,82.9358,85.4823,60.0016,63.9937,63.4029,56.5035,74.8476
ENSGALG00000000577,949.56,882.304,924.572,1193.41,1153.4,1262.74,1227.33,1006.64,1287.23,1020.78,1227.43,1137.29
ENSGALG00000000579,734.416,906.784,659.746,823.389,695.515,803.39,703.55,589.623,803.798,873.649,700.522,710.635
ENSGALG00000000581,2302.99749,1955.99836,2320.00246,2388.00453,2421.00361,2877.99995,2578.99564,2281,2683.99735,2161.99796,2581.00177,2665.99598
ENSGALG00000000583,434,320.145,469.384,564.784,516.382,721.534,666.443,686.27,974.576,930.739,645.813,720.572
ENSGALG00000000584,40.2379,28.4299,41.3498,27.5259,24.7707,16.3345,33.923,36.2883,26.4693,38.7154,31.8592,34.1216
ENSGALG00000000585,1912.1225,881.38766,1011.35431,2344.66378,996.9029,1350.801045,1366.98436,1347.7272,1369.6865,1035.30954,1106.87858,1232.2106
ENSGALG00000000589,8.2477,5.6734,1.39591,7.60168,4.23698,3.68822,1.02964,4.30044,6.22721,6.63454,2.62579,1.23638
ENSGALG00000000593,0.366511,1,0,1,0,0,0,0.168917,0,0,0,0
ENSGALG00000000596,2711.9559,2794.24,2591.913,2753.34,2982.3319,3139.97,3392.86,2991.8986,3185.44,2409.31,3157.87,3326.22
ENSGALG00000000599,64.1865,54.7672,69.5645,87.477,67.6063,70.6301,75.095,59.3174,90.5553,67.6622,52.7904,61.544
ENSGALG00000000603,1366.322868,1108.927,1629.027003,1163.974,1313.116,1711.466,1353.194,1403.008699,1317.025,1385.267,1284.638002,1533.526001
ENSGALG00000000604,48.2658,67.6068,84.8803,66.5394,90.4701,128.629,96.5638,78.9312,81.1527,119.327,81.2537,98.02
ENSGALG00000000606,685.664,591.829,641.064,688.108,688.788,882.808,853.299,680.892,742.881,859.29,723.809,805.098
ENSGALG00000000607,4.89403,8.93478,12.3216,22.4771,23.6138,47.9657,38.0702,61.2975,77.4829,73.3307,59.2167,65.8657
ENSGALG00000000608,4013.818,3924.826,3718.187,3358.246,2490.785,3140.359,2547.943,1953.188,2446.965,3729.221,2329.187,2658.721
ENSGALG00000000611,359.307,243.788,289.736,357.036,327.227,459.251,256.937,329.672,474.947,410.75,354.197,348.2
ENSGALG00000000613,4950.14,4961.57,4792.22,4953.7,5227.94,5716.13,5670.75,5344.37,5666.52,4927.19,5319.6,5755.06
ENSGALG00000000615,2462.8557,2589.2627,2679.1271,2772.547,2871.1,3516.0603,3072.141,2856.3543,3316.2192,2859.9737,2737.7785,3042.3875
ENSGALG00000000616,18.14361,18.70549,29.73001,47.46298,30.944,63.4253,86.3577,39.4575,61.5281,69.1299,94.186,52.03
ENSGALG00000000618,888,838,866,877.973,788.998,1043,856,804,853,839,804,853
ENSGALG00000000619,87,111,151.982,192.666,201,297.671,240.08,265,253,237,253.118,287.798
ENSGALG00000000621,337.395,305.9391,267.0305,537.074,247.649,453.378,380.267,349.0656,315.427,407.719,328.541,452.088
ENSGALG00000000625,162.15478,96.86491,115.44676,112.14734,76.88398,110.59345,107.49903,76.5604,134.35773,114.33691,73.11783,77.66357
ENSGALG00000000627,1789.37,1835.06,1726.93,1962.1,2036,2487.77,1999.84,1865.51,2123.49,1758.54,1731.26,1986.56
ENSGALG00000000629,462.6978,369.9278,417.375,551.0867,453.6957,538.8135,512.1592,402.6706,548.07,365.4301,537.5437,442.5087
ENSGALG00000000630,0,0,1.02018,0,0,0,0,0,0,0,0,2.01213
ENSGALG00000000632,895.9996,943,973.0003,1050.0005,894.0006,1192.9997,945.9999,885.9989,1056.9996,1352.99957,902.0011,917.9999
ENSGALG00000000636,591,521,657,560,612,734.998,621,620,640,572,593.365,729
ENSGALG00000000637,441.692,325.324,388.077,376.884,377.632,463.434,382.259,361.093,474.267,471.709,398.86,416.908
ENSGALG00000000638,1744.2706,1384.733,1803.679,1706.738,1569.075,2030.538,1503.0801,1561.464,2029.396,1981.978,1600.609,1655.298
ENSGALG00000000639,143,87.5,188.5,76.5,53.5,71.5,35,31,49.5,32.5,15,36.5
ENSGALG00000000643,287.8085,244.156,262.9996,344.6097,282.618,306.3069,262.1437,213.1895,341.6193,353.1256,305.3202,264.1105
ENSGALG00000000645,17.9543,12.436,23.6634,34.6427,19.3706,28.6142,20.3703,28.6742,25.7212,22.3235,22.7677,25.7467
ENSGALG00000000650,1546.895,1375.4261,1505.3573,1798.6114,1462.7076,2066.4457,1534.2455,1358.548,1725.6604,2050.8214,1599.4075,1567.4542
ENSGALG00000000652,842.05,676,675.0009,1053.577,733.9591,1196.001,878.9997,888,1281.9996,1351.9993,852,970.999
ENSGALG00000000653,16,8,17,63,46,115,69,112,133.981,173,92,110
ENSGALG00000000654,0,0,0,2,0,0,1,0,2,5,0,6
ENSGALG00000000657,1497.63,1343.82,1413.68,1351.94,1487.14,1595.34,1728.43,1501.92,1849.27,1418.68,1597.34,1688.88
ENSGALG00000000660,2571.88456,3365.91,2658.85535,3258.5949,3099.90309,3959.4565,3591.88815,2992.91,3398.0046,3160.00454,3211.75962,3489
ENSGALG00000000667,31,5,5.70976,26,4.56908,7,32,12,36.5566,41,17,14.8843
ENSGALG00000000668,2249.54,2246.26,2211.57,2224.23,2280.87,2471.04,2429.44,2205,2703.95,2279,2344.38,2475.17
ENSGALG00000000669,731.05209,598.7851,764.27661,653.91025,571.23609,802.1934,625.946,639.43888,695.4158,808.0499,672.35896,715.739
ENSGALG00000000672,154.46832,119.5885,142.92358,270.5992,236.07608,321.3167,287.7658,274.79178,425.23222,361.8111,266.93479,323.08902
ENSGALG00000000674,395.002,325.724,233.783,370.295,264.009,292.209,312.619,266.171,256.24,289.221,355.376,287.683
ENSGALG00000000678,393.385,409.819,252.192,402.698,261.52,197.458,213.488,156.257,210.527,261.334,192.835,230.718
ENSGALG00000000681,840,895,847.386,630.877,742,824,671,517.718,651,473.915,622,647.74
ENSGALG00000000684,193.849,115.746,187.16,217.348,197.106,273.16,159.267,180.165,230.601,161.386,163.429,180.162
ENSGALG00000000685,352.541,211.062,206.533,247.858,239.649,233.188,313.086,227.696,304.079,285.313,319.611,272.54
ENSGALG00000000690,53.4968,57.4967,80,186.406,247.667,248.85,328.897,315.529,488.376,431.156,343.737,324.705
ENSGALG00000000692,68.5735,45.7737,76.3796,97.1698,104.845,105.565,85.8993,127.509,153.641,185.775,113.42,115.266
ENSGALG00000000693,1091.07,881.788,1125.46,1297.43,967,1365.99,1076,962.054,1391.33,1375.84,1016,1089.23
ENSGALG00000000695,35.4502,16.6356,28.5757,75.3307,54.4956,74.3145,94.4169,111.175,64.1549,84.3154,106.459,62.912
