"","Gene id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ES_Rep1","ES_Rep2","ES_Rep3","MS_Rep1","MS_Rep2","MS_Rep3"
"1039","ENSGALG00000038166",580.784033239599,-1.57064021653291,0.717629886404217,-2.18864939474974,0.0286223327363723,0.397787047023644,1062.01039819187,226.451992704648,1318.52747406242,218.01282217105,276.924176168208,382.777336139393
"1040","ENSGALG00000046593",8.84612898183966,-1.9726643021008,0.901575502737714,-2.18801896913862,0.02866822059796,0.397787047023644,16.8239271000692,7.47718843836103,18.0126704106889,5.81367525789466,2.11392500891762,2.83538767510662
"1041","ENSGALG00000009062",792.956390869202,0.26713809444452,0.122126103264245,2.18739554693326,0.0287136609795337,0.398019335191807,664.545120452733,708.19656209048,785.352429906034,835.2313453842,954.437141526306,809.975745855457
"1042","ENSGALG00000028147",28.4546400999797,1.30310510848734,0.595852636230103,2.18695870296379,0.0287455388760857,0.398078815721609,13.6694407688062,6.40901866145231,28.8202726571022,35.8509974236837,44.39242518727,41.5856859015637
"1043","ENSGALG00000001534",15.1324934811916,-1.50572480714452,0.688946217394004,-2.18554768010782,0.0288487139820117,0.39836071077553,12.6179453250519,32.0450933072615,22.5158380133611,10.6584046394735,6.34177502675286,6.61590457524878
"1044","ENSGALG00000005391",944.619669289966,-0.243538892218466,0.111398723882703,-2.18619104178339,0.0288016313903697,0.39836071077553,1058.8559118606,941.057573456581,1072.65452295652,909.840177860514,787.437065821814,897.872763783762
"1045","ENSGALG00000016907",2.16082159649659,4.54733169224359,2.08060498452537,2.1855814659989,0.028846239810276,0.39836071077553,0,0,0,4.84472938157888,5.28481252229405,2.83538767510662
"1046","ENSGALG00000014337",371.693014967208,0.328168597081505,0.15021589940154,2.18464622179762,0.0289147961032185,0.398891498823559,324.912092120086,337.541649503155,326.029334433468,374.982054134206,473.519201997547,393.173757614784
"1047","ENSGALG00000001108",80.3770794284055,-0.617293233675727,0.282707199085107,-2.18350730251441,0.0289984717765622,0.399458755272068,114.613003369221,80.1127332681539,97.2684202177198,64.9193737131571,59.1899002496934,66.1590457524878
"1048","ENSGALG00000045312",3.36352447394494,5.18908286279063,2.37667930457673,2.18333321319292,0.0290112803551717,0.399458755272068,0,0,0,13.5652422684209,0,6.61590457524878
"1049","ENSGALG00000028005",160.127475406866,0.488544196733476,0.223806793816419,2.18288367570383,0.0290443774891256,0.399533238482443,119.870480587993,147.407429213403,132.393127518563,156.00028608684,219.848200927433,185.245328106966
"1050","ENSGALG00000004362",1003.3015718901,-0.210837782813204,0.0966477737333245,-2.18150687459142,0.0291459465416812,0.400502701417359,1136.66657469842,1015.82945784019,1077.15769055919,971.852713944724,892.076353763236,926.226640534829
"1051","ENSGALG00000010349",1354.5495611435,-0.208003805797209,0.0953631236349146,-2.18117651633901,0.0291703630762054,0.400502701417359,1534.13185243756,1402.50691708115,1420.29906188282,1277.07066498419,1161.60179240023,1331.68707807508
"1052","ENSGALG00000038604",4852.7075007182,-0.153662805352325,0.0704723531956005,-2.18046933846276,0.0292226892464257,0.400839739378254,5318.46395450937,4995.83004660207,5019.23060993845,4840.85359807362,4394.85009353973,4547.01670164598
"1053","ENSGALG00000000296",1076.49015053963,0.218285770081551,0.100308622238418,2.17614164376339,0.0295446708592158,0.402958034497623,961.066835591452,1045.73821159364,978.988636820939,1063.90257219472,1189.08281751616,1220.16182952088
"1054","ENSGALG00000006008",218.131583484096,0.401187167640374,0.18430855699481,2.1767148209601,0.0295018517839987,0.402958034497623,178.754225438235,178.384352743756,206.245076202387,243.20541495526,280.095063681585,222.105367883352
"1055","ENSGALG00000014841",1547.48964220997,-0.232858300345341,0.106933909379354,-2.17759082873576,0.0294365129524889,0.402958034497623,1789.64524526986,1540.30081830237,1686.88658396101,1497.99032478419,1276.81070538624,1493.30417555615
"1056","ENSGALG00000029856",1053.10727302072,-0.341067925854698,0.156698746750339,-2.17658362257425,0.0295116482166696,0.402958034497623,1349.0686543368,957.080120110211,1224.86158792684,1064.87151807104,846.626966071507,876.134791607945
"1057","ENSGALG00000032247",8509.62030388613,0.151088600088024,0.0694195136110606,2.17645719810908,0.029521090833214,0.402958034497623,8151.19267998352,8363.76935319526,7678.80139607666,8669.15875539726,9442.90301483501,8751.8966238291
"1058","ENSGALG00000041826",194.951517451006,-0.806023057822102,0.370155923173483,-2.17752305815281,0.0294415633136008,0.402958034497623,372.229387089031,126.044033675229,245.872951105903,179.254987118419,121.550688012763,124.757057704691
"1059","ENSGALG00000009612",628.446456031908,0.482057024606567,0.221711004812105,2.17425844520031,0.0296857313139511,0.404499624986132,395.362286851626,676.151468783219,501.652870937685,718.957840226306,887.848503745401,590.705765647212
"1060","ENSGALG00000008842",650.838268234023,0.245205633576577,0.112817086467269,2.17347957880225,0.0297442411587713,0.404914528227425,578.322494064878,580.016188861434,627.741563812507,687.951572184202,759.956040705885,671.041749775233
"1061","ENSGALG00000007804",398.553161846804,0.336675341972049,0.154945021799875,2.17286969314119,0.0297901260641693,0.405156945434461,364.86891898275,369.586742810416,322.426800351331,393.392025784205,506.28503963577,434.759443516348
"1062","ENSGALG00000016456",234.918233842156,0.45161705395629,0.208017611622667,2.17105201061292,0.0299272410409792,0.406638501150028,164.033289225675,208.2931064972,222.456479572007,237.391739697365,320.259638851019,257.075149209667
"1063","ENSGALG00000000681",668.172924710517,-0.277587346124803,0.128082538766981,-2.16725362252394,0.0302155206784713,0.407704642039966,662.442129565224,792.581974466269,742.122020920381,650.162683007886,546.449614805205,615.279125498136
"1064","ENSGALG00000004727",1013.72348050628,0.236235276583626,0.109027395954179,2.16675152622106,0.0302538053864591,0.407704642039966,836.990373228442,1011.55677873256,943.863929520096,1065.84046394735,1154.20305486902,1069.88628274023
"1065","ENSGALG00000006022",4251.85717030474,-0.133954760846666,0.0618149557159159,-2.16702833958637,0.0302326932898301,0.407704642039966,4457.28918607458,4358.13268978757,4531.98787532932,4129.64732485784,3917.10304152435,4116.98290425481
"1066","ENSGALG00000015967",11.1242715490115,2.06118656631988,0.950510975888405,2.16850369812234,0.0301203835553193,0.407704642039966,0,7.47718843836103,5.40380112320666,17.441025773684,13.7405125579645,22.6831014008529
"1067","ENSGALG00000016026",139.470684473638,0.536372046360746,0.247345212192721,2.16851598462649,0.030119449768753,0.407704642039966,85.1711309441002,129.248543005955,126.989326395356,177.317095365787,147.974750624233,170.123260506397
"1068","ENSGALG00000029724",516.223691510262,-0.310384288510273,0.143254036661965,-2.16667045301267,0.03025999110359,0.407704642039966,599.352402939965,487.085418270375,627.741563812507,440.870373723678,455.550839421747,486.741550893303
"1069","ENSGALG00000030643",953.753362478746,0.279850830148303,0.12908041124867,2.16803485084331,0.030156035009706,0.407704642039966,771.797655715674,952.807441002577,860.105012110393,927.281203634199,1070.70301701677,1139.82584539286
"1070","ENSGALG00000033351",345.557007661536,0.394608640660425,0.182006131885402,2.16810629714875,0.0301505998449394,0.407704642039966,353.302469101453,265.974274450271,276.494490804074,409.864105681574,431.240701819195,336.466004112652
"1071","ENSGALG00000043137",181.090351365259,0.387808993219519,0.178748232739654,2.16958225139133,0.0300385071408232,0.407704642039966,152.466839344377,169.838994528486,148.604530888183,208.323363407892,205.050725865009,202.257654157605
"1072","ENSGALG00000003966",12000.4503394273,-0.185515544281846,0.0856668683860133,-2.16554600135395,0.0303458965470972,0.407711981925354,14015.3827698014,11585.369400352,12712.4421423437,11360.8903998025,10798.9859080557,11529.6314162085
"1073","ENSGALG00000004293",13.5383345144369,-2.05993328421204,0.951389232929413,-2.16518456685633,0.0303735537470378,0.407711981925354,44.1628086376816,16.0225466536308,5.40380112320666,2.90683762894733,4.22785001783524,8.50616302531986
"1074","ENSGALG00000016502",219.997238378557,-0.408163478369816,0.188425376859235,-2.16618103767805,0.0302973555608971,0.407711981925354,293.367228807456,224.315653150831,235.06534885949,193.789175263155,197.651988333798,175.79403585661
"1075","ENSGALG00000041277",19056.2707299508,-0.145607826727035,0.0672287578293209,-2.16585627086405,0.0303221717862583,0.407711981925354,21080.3806563867,18751.7204336325,20219.2225359982,18510.7420211366,17629.0776118685,18146.4811206824
"1076","ENSGALG00000015795",62.7332114096527,-0.783624833599019,0.362117478444169,-2.16400720828458,0.0304637961929338,0.40854328909297,77.81066283782,103.612468360146,56.7399117936699,42.6336185578942,54.9620502318581,40.6405566765282
"1077","ENSGALG00000011174",4399.52142784628,-0.181900608413973,0.0840719083043051,-2.16363125427782,0.0304926608714136,0.408550693012534,5055.59009357079,4267.33825875033,4706.710778313,4175.18778104468,3992.14737934093,4200.15427605794
"1078","ENSGALG00000000713",2814.00788968974,0.336641988713632,0.155819385388759,2.16046281965324,0.0307368588844309,0.411440513638532,2092.4759330711,2300.83769946138,3066.65713741978,2931.06127585523,3626.43835279818,2866.57693953279
"1079","ENSGALG00000039245",133.968602384891,-0.757042195622619,0.350640710373984,-2.1590253875974,0.0308481973913226,0.412548181980339,238.689465732232,118.566845236868,147.703897367649,124.994018044735,106.75321295034,67.1041749775233
"1080","ENSGALG00000001805",84.8855595203621,-0.604421942176536,0.280034151743388,-2.15838653397676,0.0308977918124176,0.41282882949369,117.767489700484,101.476128806328,88.2620850123754,77.5156701052621,58.1329377452346,66.1590457524878
"1081","ENSGALG00000035308",53.9752721643721,-0.857794785784803,0.397693826048374,-2.1569225610268,0.0310116987317923,0.413967449305979,56.7807539627335,54.4766586223446,97.2684202177198,47.4783479394731,33.8228001426819,34.0246521012794
"1082","ENSGALG00000037195",3733.88696353125,-0.195564512361559,0.0906899793575194,-2.1564070666573,0.0310518933659937,0.414120906905072,4053.51493567292,3916.97857192427,3989.80649596758,3870.93877588153,3185.68498843885,3386.39801330234
"1083","ENSGALG00000000708",5440.29325966113,0.260901545558278,0.121050992106682,2.15530282749228,0.0311381446889676,0.41486260121323,4223.85719756112,5851.43403790596,4774.25829235308,5614.07240737361,6013.05968786617,6165.07793490682
"1084","ENSGALG00000005483",153.544034134538,0.610365005006664,0.283255366230553,2.15482238917184,0.031175735518089,0.41486260121323,129.333939581782,102.544298583237,132.393127518563,128.869801549998,240.987451016609,187.135586557037
"1085","ENSGALG00000006520",599.93951702854,0.304714729291255,0.141425706943734,2.15459222991535,0.0311937576102809,0.41486260121323,629.84577080884,508.44881380855,472.832598280582,649.193737131571,661.658527791215,677.657654350482
"1086","ENSGALG00000005414",487.803025978878,0.41245826592544,0.191492089192924,2.15391804258763,0.0312465997581233,0.41518272054302,345.942000995173,384.541119687139,524.168708951046,480.597154652625,614.095215090569,577.473956496715
"1087","ENSGALG00000001926",318.631429547262,0.398051412615024,0.184871636492222,2.15312321656098,0.0313089960874291,0.415508552797941,302.830687801245,212.565785604835,308.917297543314,367.230487123679,366.765989047207,353.478330163292
"1088","ENSGALG00000045803",195.50245316551,-0.491580373632161,0.228336980428137,-2.15287235869738,0.0313287113959916,0.415508552797941,254.461897388546,179.452522520665,251.27675222911,134.683476807893,175.455775740162,177.684294306681
"1089","ENSGALG00000005749",5115.90620691013,-0.194323286531986,0.090291845684091,-2.15216872641939,0.0313840677952301,0.415860512658558,5814.76980396141,4906.10378534174,5658.6804095179,5047.23906972888,4553.39446920855,4715.24970370231
"1090","ENSGALG00000029424",65.1047256183985,-0.645702285477143,0.300215874558944,-2.15079327975499,0.0314925197741355,0.416914734257592,86.2226263878546,67.2946959452492,84.6595509302376,53.2920231973677,52.8481252229405,46.3113320267414
"1091","ENSGALG00000005490",20221.7708864684,0.228524497549271,0.106283363041831,2.15014364439454,0.0315438542530211,0.417211564501462,17453.772870878,21705.2098667851,16713.0562405577,21503.815833076,21122.3386891049,22832.4318184086
"1092","ENSGALG00000014674",487.917044001043,0.337473389601815,0.156983212069969,2.14974190648742,0.031575635665528,0.417249471294478,363.817423538996,436.881438755666,491.745902211806,504.82080156052,597.183815019228,533.052882920044
"1093","ENSGALG00000028682",94.3606533925624,-0.546468575331926,0.254317474771114,-2.148765340737,0.0316530061447669,0.417889184509595,130.385435025536,100.40795902942,105.37412190253,79.4535618578937,73.9873753121167,76.5554672278787
"1094","ENSGALG00000008239",1141.96809048472,-0.274598976623831,0.12790466559969,-2.14690351861954,0.0318009634450866,0.418001567141447,1399.540435637,1104.48754932361,1247.3774259402,1098.78462374209,918.500416374706,1083.11809189073
"1095","ENSGALG00000008486",227.34038629136,0.411987320338853,0.192260120662459,2.14286415154267,0.0321240082591171,0.418001567141447,167.187775556937,192.270559843569,225.158380133611,258.708548976312,285.379876203879,235.337177033849
"1096","ENSGALG00000008738",614.076286356365,-0.229819795486852,0.107111821051266,-2.14560627605105,0.0319044043050046,0.418001567141447,642.463716133892,687.901336329214,658.363103510678,590.088038676308,561.247089867628,544.394433620471
"1097","ENSGALG00000009483",1132.49378808732,-0.260620362881303,0.121438119295336,-2.14611659332007,0.0318636777365745,0.418001567141447,1135.61507925467,1329.87137225135,1237.47045721432,1050.3373299263,1136.23469229322,905.433797584047
"1098","ENSGALG00000011557",527.068395350272,0.280664169372778,0.130946361749216,2.14335217583438,0.0320848301729128,0.418001567141447,453.194536258114,528.744039569815,446.714226185084,592.994876305256,535.879989760617,604.882704022745
"1099","ENSGALG00000012704",456.455595979277,-0.356696355765365,0.166138806197996,-2.14697796335596,0.0317950360287011,0.418001567141447,611.970348265016,468.926532062927,457.521828431497,405.019376299995,361.481176524913,433.814314291313
"1100","ENSGALG00000017366",1321.99947453144,-0.168927024044375,0.0786989482841406,-2.14649658893113,0.0318333806250024,0.418001567141447,1409.00389463079,1355.50744689716,1432.9079311703,1250.90912632367,1249.32968027031,1234.33876789641
"1101","ENSGALG00000017380",3587.68445695468,-0.313078166114302,0.145917771482053,-2.14557941047509,0.0319065495850174,0.418001567141447,4743.29594677575,3139.35097433472,4043.84450719965,3359.3353531868,2899.24814973052,3341.03181050063
"1102","ENSGALG00000026790",271.567958642759,0.63930727534422,0.298476942372741,2.14189836662775,0.0322016613389088,0.418001567141447,223.968529519671,175.17984341303,237.767249421093,194.758121139471,348.797626471407,448.936381891881
"1103","ENSGALG00000027905",401.821269566031,-0.270625150732569,0.126376995838267,-2.14141148820238,0.0322408693158996,0.418001567141447,439.525095489307,439.017778309483,439.509158020808,340.100002586838,379.449539100713,373.326043889038
"1104","ENSGALG00000028026",1084.16928216584,0.449546867300898,0.209289064973982,2.1479711200238,0.0317160497803333,0.418001567141447,747.613260509324,1225.1907341143,777.246728221224,1191.80342786841,1509.34245636718,1053.81908591463
"1105","ENSGALG00000031023",2484.85230241012,-0.980704060858267,0.457856018845086,-2.14194860500476,0.0321976180042784,0.418001567141447,4221.75420667361,1550.98251607146,4122.19962348615,1435.00884282367,1589.67160670605,1989.49701869981
"1106","ENSGALG00000032342",5.6969054768465,-5.96680130281975,2.78414278916412,-2.14313767456272,0.0321020450665178,0.418001567141447,0,34.181432861079,0,0,0,0
"1107","ENSGALG00000034590",171.457618923532,0.521006727560525,0.243292284702227,2.14148479142362,0.0322349636445533,0.418001567141447,115.664498812976,137.793901221225,168.418468339941,201.540742273682,239.93048851215,165.397614381219
"1108","ENSGALG00000041730",14.6590694974867,2.80397582461934,1.30587353845827,2.14720318778321,0.0317771090450437,0.418001567141447,0,0,10.8076022464133,36.8199432999995,32.7658376382231,7.56103380028432
"1109","ENSGALG00000044108",2484.85230241012,-0.980704060858267,0.457856018845086,-2.14194860500476,0.0321976180042784,0.418001567141447,4221.75420667361,1550.98251607146,4122.19962348615,1435.00884282367,1589.67160670605,1989.49701869981
"1110","ENSGALG00000045338",2484.85230241012,-0.980704060858267,0.457856018845086,-2.14194860500476,0.0321976180042784,0.418001567141447,4221.75420667361,1550.98251607146,4122.19962348615,1435.00884282367,1589.67160670605,1989.49701869981
"1111","ENSGALG00000046033",2484.85230241012,-0.980704060858267,0.457856018845086,-2.14194860500476,0.0321976180042784,0.418001567141447,4221.75420667361,1550.98251607146,4122.19962348615,1435.00884282367,1589.67160670605,1989.49701869981
"1112","ENSGALG00000046483",2484.85230241012,-0.980704060858267,0.457856018845086,-2.14194860500476,0.0321976180042784,0.418001567141447,4221.75420667361,1550.98251607146,4122.19962348615,1435.00884282367,1589.67160670605,1989.49701869981
"1113","ENSGALG00000046509",2484.85230241012,-0.980704060858267,0.457856018845086,-2.14194860500476,0.0321976180042784,0.418001567141447,4221.75420667361,1550.98251607146,4122.19962348615,1435.00884282367,1589.67160670605,1989.49701869981
"1114","ENSGALG00000013212",1700.64514116359,0.328323898013191,0.153504342437675,2.13885739516779,0.0324472194423863,0.420299260820139,1222.88920108628,1662.07217286997,1638.25237385215,1606.51226293156,2149.86173406922,1924.28310217236
"1115","ENSGALG00000009523",24.2898769253167,1.08688194822254,0.508488619893216,2.13747546297257,0.03255933936462,0.420648175041113,10.5149544375432,17.0907164305395,18.9133039312233,36.8199432999995,35.9367251515995,26.4636183009951
"1116","ENSGALG00000017046",2179.25827043721,0.413609786033014,0.193538874795793,2.13708892577484,0.0325907595076898,0.420648175041113,1516.25642989374,2296.56502035374,1794.06197290461,1869.09659541313,3042.99505033691,2556.57455372113
"1117","ENSGALG00000030918",25504.6369899951,-0.204627038933951,0.0957456235230153,-2.13719469783141,0.032582159118507,0.420648175041113,27804.6940191956,23724.0507451426,30400.8844856401,23535.6953357102,23964.5108635946,23597.9864906873
"1118","ENSGALG00000040720",12.0981686402654,1.49382003608442,0.698941794728889,2.13725956488817,0.0325768857009918,0.420648175041113,7.36046810628027,5.34084888454359,6.3044346437411,12.5962963921051,21.1392500891762,19.8477137257463
"1119","ENSGALG00000001603",737.722261632386,0.261605373115024,0.122474596903508,2.13599701267953,0.0326796573138732,0.420827434032904,620.382311815051,714.605580751932,678.177040962436,732.523082494727,796.949728361943,883.695825408229
"1120","ENSGALG00000005904",6872.55160609857,0.136271733730863,0.0637995998778424,2.13593398691816,0.0326847948719962,0.420827434032904,6331.05406684478,6818.12768600835,6495.3689500944,7314.5724203078,7342.71851847535,6933.46799486072
"1121","ENSGALG00000005924",1204.66723160732,-0.183218153310431,0.0857825573606941,-2.13584391684716,0.0326921381532145,0.420827434032904,1309.11182747413,1246.55412965247,1287.90593436425,1151.10770106314,1071.75997952123,1161.56381756868
"1122","ENSGALG00000037929",12.397530774586,-1.90184510668217,0.890636163193196,-2.13537826699456,0.0327301244420306,0.420940905257131,38.90533141891,11.7498675459959,8.10570168480999,6.78262113421044,3.17088751337643,5.67077535021324
"1123","ENSGALG00000010046",1177.03622491708,0.192035041936658,0.0899489104913257,2.13493460774243,0.0327663519597536,0.420985658972264,1101.96722505453,1103.41937954671,1090.66719336721,1187.92764436314,1339.17149314931,1239.06441402159
"1124","ENSGALG00000029242",5.5539067099624,-5.93478920201314,2.78025385214456,-2.13462133949938,0.0327919529234113,0.420985658972264,0,0,33.3234402597744,0,0,0
"1125","ENSGALG00000005502",12.5834038945854,-1.5061674204497,0.705962133480512,-2.13349604606133,0.032884055663791,0.421792820647559,18.9269179875778,23.4997350919918,13.5095028080166,8.72051288684199,4.22785001783524,6.61590457524878
"1126","ENSGALG00000002699",1517.80514849875,-0.233657844269265,0.109591128433857,-2.13208721917931,0.0329996771152472,0.42258531708381,1662.41429657559,1636.43609822416,1622.94160400307,1247.0333428184,1353.96896821174,1584.03658115956
"1127","ENSGALG00000034970",218.158691555243,0.367493394587978,0.172367864894486,2.132029626363,0.0330044111125055,0.42258531708381,176.651234550726,205.088597166474,190.033672832767,242.236469078944,229.360863467562,265.581312234987
"1128","ENSGALG00000035079",45817.0854027886,-0.183140506310341,0.0859621996882445,-2.13047719782101,0.0331322363801535,0.423470479154663,52534.8153608535,44060.9351277077,49568.1670696541,45414.4932229205,40586.3032087139,42737.7984268821
"1129","ENSGALG00000043352",496.6990653926,0.267048632545454,0.125330026000296,2.13076340177909,0.0331086388529914,0.423470479154663,439.525095489307,442.222287640209,470.130697718979,540.671798984204,587.671152479099,499.9733600438
"1130","ENSGALG00000036730",1378.8511166589,-0.172248303591685,0.0808806925509844,-2.12965910848384,0.0331997672701142,0.423958090006857,1487.86605291237,1454.84723614967,1441.01363285511,1353.61738921314,1250.38664277477,1285.37574604833
"1131","ENSGALG00000002107",6850.00355463891,-0.12438086824725,0.0584605980250077,-2.12760170865929,0.0333701204490957,0.424630368677647,7131.24209954182,7237.91840833347,7067.27123563377,6734.17384039465,6306.89526410572,6622.52047982402
"1132","ENSGALG00000010055",347.495464285191,0.383219632493907,0.180105076936745,2.12775585792341,0.0333573309873724,0.424630368677647,273.388815376124,306.564725972802,324.228067392399,349.789461349995,475.633127006465,355.368588613363
"1133","ENSGALG00000020999",485.353085444189,-0.392342073113428,0.184346612812482,-2.12828468680637,0.0333134869621103,0.424630368677647,665.596615896487,424.063401432761,562.895950334027,395.329917536837,450.266026899453,413.966600565566
"1134","ENSGALG00000036219",363.670193398479,-0.326181256910618,0.153257683913304,-2.12831910663047,0.033310635001058,0.424630368677647,384.847332414083,366.38223347969,462.024996034169,309.093734544733,321.316601355478,338.356262562723
"1135","ENSGALG00000027353",3.21657577145908,5.12070589917049,2.40939668218452,2.12530627979769,0.033561064622329,0.426683843612517,0,0,0,0,12.6835500535057,6.61590457524878
"1136","ENSGALG00000001642",1131.39695578969,0.184328456923611,0.086803772311935,2.12350744690237,0.0337113521337941,0.427219704740051,1096.70974783576,1042.53370226291,1038.43044917621,1155.95243044472,1244.04486774802,1210.71053727053
"1137","ENSGALG00000004364",836.182666375536,0.251547112368256,0.118435865908712,2.12390993588163,0.0336776754041489,0.427219704740051,698.192974652871,817.149879335169,774.544827659621,869.144451055252,999.886529218034,858.17733633227
"1138","ENSGALG00000016558",394.689594429263,0.41574244977011,0.195792346898735,2.12338457736111,0.0337216385099736,0.427219704740051,287.05825614493,356.768705487512,370.160376939656,386.609404649995,560.190127363169,407.350695990317
"1139","ENSGALG00000031426",4291.17127812272,-0.2598906964423,0.122391353512796,-2.12344000603873,0.0337169978069242,0.427219704740051,5443.59191231613,3897.75151593991,4688.69810790231,3927.13763670784,3725.79282821731,4064.05566765282
"1140","ENSGALG00000030084",1135.42151292854,-0.218108197251679,0.102737160888704,-2.12297279158763,0.0337561319118524,0.427281564463185,1234.45565096758,1196.35015013776,1232.96728961165,1140.44929642367,945.981441490635,1062.32524893995
"1141","ENSGALG00000004437",275.264417080429,-0.421447706754632,0.198643653075319,-2.12162684399905,0.0338690863148921,0.427411177262738,303.882183245,326.859951734068,314.321098666521,203.478634026313,297.006463752926,206.038171057748
"1142","ENSGALG00000009012",38.4788790350092,0.829302522318226,0.390903166679954,2.12150372012004,0.0338794352126945,0.427411177262738,22.0814043188408,33.1132630841703,27.9196391365677,45.5404561868415,54.9620502318581,47.256461251777
"1143","ENSGALG00000013427",85.2899764024175,0.588975516365271,0.27763015111238,2.12143931055551,0.0338848500892981,0.427411177262738,55.7292585189792,80.1127332681539,68.4481475606177,96.8945876315777,114.151950481552,96.403180953625
"1144","ENSGALG00000041493",671.56832936611,-0.4162033047683,0.196114015347873,-2.12225171174036,0.0338166061352179,0.427411177262738,934.779449497594,667.606110567949,701.593512496331,629.814819605255,439.696401854865,655.919682174664
"1145","ENSGALG00000010627",1565.57773764041,-0.290082123560531,0.136780479597909,-2.12078598066976,0.0339398170048345,0.427730619545644,1931.59713017669,1415.32495440405,1820.18034500011,1301.29431189209,1383.56391833658,1541.50576603296
"1146","ENSGALG00000005468",1176.32380926846,0.242511858630086,0.114443603564851,2.11905122764386,0.0340861378785625,0.42807917283521,927.418981391314,1144.00983106924,1160.9166079689,1256.72280158156,1304.29173050217,1264.58290309755
"1147","ENSGALG00000012379",3556.62575963831,-0.192579910760111,0.0908742588491548,-2.11919099202538,0.0340743292614729,0.42807917283521,3912.61454620984,3592.25495974402,3876.32667238024,3650.01911608153,3062.02037541717,3246.51888799708
"1148","ENSGALG00000016053",659.096394796549,0.363839692648298,0.171656291542535,2.11958262280262,0.0340412592143784,0.42807917283521,464.760986139411,645.174545252866,618.735228607162,705.392597957886,864.595328647307,655.919682174664
"1149","ENSGALG00000038879",2414.7425060756,-0.305997759367837,0.144345522274011,-2.11989782950773,0.034014662492276,0.42807917283521,3048.28529144378,2104.29446051017,2856.80952713525,2024.12793562366,2086.44398380169,2368.49383793906
"1150","ENSGALG00000005674",6649.10147219501,-0.142000133632988,0.0670428423877237,-2.11805061622789,0.0341707812073887,0.428396501149104,6908.32506546591,6654.69771014131,7363.5796638896,6157.65104398676,6441.12950217199,6369.2258475145
"1151","ENSGALG00000032145",972.301897563901,-0.193302623162135,0.0912597917852641,-2.11815761772698,0.0341617212087632,0.428396501149104,1055.70142552934,994.466062302017,1061.84692071011,903.057556726304,878.335841205271,940.403578910362
"1152","ENSGALG00000003153",4334.5104972903,-0.159704613910638,0.0754607192619747,-2.11639400568389,0.0343113114677147,0.429784917082572,4657.0733203879,4319.67857781886,4745.43801969598,4321.49860836837,3927.67266656894,4035.70179090175
"1153","ENSGALG00000013253",38.1576728897341,-0.869886372842941,0.411522130018429,-2.11382647344867,0.0345300909813383,0.432150227979802,46.2657995251902,51.2721492916185,50.4354771499288,18.4099716499998,28.5379876203879,34.0246521012794
"1154","ENSGALG00000029837",1671.22493540863,-0.459511582246665,0.217436947646376,-2.11330956960444,0.0345742801923448,0.432328304311555,2485.73522903522,1339.48490024353,1980.49311165524,1379.77892787367,1133.06380477984,1708.79363886426
"1155","ENSGALG00000006371",380.470308652894,0.297242877340538,0.140742617108451,2.11196070847179,0.0346898195469576,0.433397485768484,339.633028332647,378.132101025686,307.116030502245,413.739889186837,421.728039279065,422.472763590886
"1156","ENSGALG00000005338",4274.01403116224,-0.372652944311517,0.176713548780812,-2.10879667621717,0.0349621356400506,0.436421814261185,5608.67669698556,3465.14275629188,5394.79478800131,4337.97068826573,3371.7103892236,3465.78886820532
"1157","ENSGALG00000009805",202.691520620937,-0.554390352439255,0.262970966648122,-2.10818083648404,0.0350153502531081,0.436437564495889,297.573210582474,249.95172779664,176.524170024751,196.696012892103,130.006388048434,165.397614381219
"1158","ENSGALG00000015895",69.9500996290937,0.751526394997229,0.356513464185903,2.10798881527052,0.0350319569109397,0.436437564495889,62.0382311815051,32.0450933072615,62.1437129168766,91.080912373683,75.0443378165755,97.3483101786606
"1159","ENSGALG00000029632",232.836610792015,0.407025098447897,0.193110413671305,2.10773251794022,0.0350541328656088,0.436437564495889,206.093106975847,207.224936720291,187.331772271164,217.043876294734,303.348238779679,275.977733710377
"1160","ENSGALG00000035575",959.219234240181,0.199506632647324,0.0947042683698479,2.1066276745647,0.0351498659267821,0.437252211485747,851.711309441002,884.444575280419,942.062662479027,1057.11995106051,1029.48147934288,990.495427837245
"1161","ENSGALG00000000239",10.3337043993376,1.67983316792335,0.798319309791502,2.1042121207892,0.0353599477009238,0.438256242096736,2.10299088750865,5.34084888454359,7.20506816427554,12.5962963921051,15.8544375668822,18.9025845007108
"1162","ENSGALG00000004186",652.833111549744,0.303435832371942,0.144247712973077,2.10357465028633,0.035415567154386,0.438256242096736,516.284262883373,681.492317667762,555.690882169751,664.696871152623,775.810478272767,723.023857152188
"1163","ENSGALG00000005530",1046.23385971747,0.241080659760534,0.11463315807589,2.10306218381362,0.0354603340886675,0.438256242096736,843.299345890968,1037.19285337837,996.100673711094,1072.62308508157,1191.19674252508,1136.99045771775
"1164","ENSGALG00000006341",96.0154802622416,-0.689078324474614,0.327855223406717,-2.10177625756411,0.0355728798771588,0.438256242096736,124.07646236301,121.771354567594,109.877289505202,106.584046394735,57.0759752407758,56.7077535021324
"1165","ENSGALG00000008500",942.874806161208,0.199646610760182,0.0948698880682923,2.10442549079921,0.0353413477743983,0.438256242096736,839.09336411595,938.921233902763,855.601844507721,1015.45527837893,1007.28526674925,1000.89184931264
