Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,3,0.571,0.190,0.232,255,48.507
2,2,0.472,0.236,0.244,255,60.215
3,0,0.000,NaN,0.000,NaN,NaN
4,1,0.157,0.157,0.043,255,40.144
5,2,0.443,0.221,0.279,255,56.452
6,3,4.624,1.541,3.640,255,393.072
7,2,0.453,0.226,0.156,255,57.706
8,0,0.000,NaN,0.000,NaN,NaN
