Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,4,3.099,0.775,1.238,255,197.581
2,12,5.598,0.467,1.500,255,118.967
3,0,0.000,NaN,0.000,NaN,NaN
4,2,1.112,0.556,0.312,255,141.757
