Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,5,4.221,0.844,2.427,255,215.270
2,3,1.338,0.446,0.571,255,113.740
3,1,0.344,0.344,0.234,255,87.814
4,0,0.000,NaN,0.000,NaN,NaN
