Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,5,1.555,0.311,0.464,255,79.283
2,1,0.236,0.236,0.097,255,60.215
3,5,1.259,0.252,0.360,255,64.230
4,10,3.542,0.354,0.641,255,90.323
5,0,0.000,NaN,0.000,NaN,NaN
