Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,1,0.453,0.453,0.256,255,115.413
2,0,0.000,NaN,0.000,NaN,NaN
3,3,0.640,0.213,0.224,255,54.361
4,2,1.987,0.994,0.846,255,253.406
