 ,Label,Area,Mean,IntDen,RawIntDen
1,C1-ActiveImage:background,3.886,282.284,1097.079,111502.000
2,C1-ActiveImage:0004-0501-0901,248.821,2385.258,593502.088,60320781.000
3,C1-ActiveImage:0004-0657-0312,305.632,967.363,295657.030,30049200.000
4,C1-ActiveImage:0004-0534-0404,215.604,738.780,159283.941,16188876.000
