 ,Label,Area,Mean,IntDen,RawIntDen
1,C2-ActiveImage:background,3.719,313.788,1167.035,118612
2,C2-ActiveImage:0004-0102-0701,301.588,425.811,128419.418,13051950
3,C2-ActiveImage:0004-0876-1010,487.173,441.187,214934.362,21844925
4,C2-ActiveImage:0004-0543-0421,814.599,404.507,329511.084,33489968
