 ,Label,Area,Mean,IntDen,RawIntDen
1,C3-ActiveImage:background,0.817,73.060,59.664,6064.000
2,C3-ActiveImage:0004-0990-0918,348.973,305.213,106511.229,10825304.000
3,C3-ActiveImage:0004-0848-0976,125.950,335.320,42233.611,4292427.000
4,C3-ActiveImage:0004-0813-0880,109.696,266.762,29262.747,2974129.000
