Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,6,1.968,0.328,0.426,255,83.632
2,3,1.692,0.564,0.404,255,143.848
3,2,0.433,0.216,0.137,255,55.197
4,4,1.279,0.320,0.469,255,81.542
5,1,0.453,0.453,0.200,255,115.413
6,0,0.000,NaN,0.000,NaN,NaN
