Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,7,4.369,0.624,1.763,255,159.140
2,4,1.151,0.288,0.339,255,73.387
3,0,0.000,NaN,0.000,NaN,NaN
4,1,0.216,0.216,0.039,255,55.197
