Slice,Count,Total Area,Average Size,%Area,Mean,IntDen
1,1,1.004,1.004,0.441,255,255.915
2,1,0.817,0.817,0.329,255,208.245
3,0,0.000,NaN,0.000,NaN,NaN
4,1,0.394,0.394,0.217,255,100.359
