Gene_ID	NC_8ss_rep1	NC_8ss_rep2	NC_8ss_rep3	NC_8ss_rep4	NC_5ss_rep1	NC_5ss_rep2	NC_5ss_rep3	NC_5ss_rep4	Neg_rep1	Neg_rep2	Neg_rep3
ENSGALG00000050588	0	1	0	7	0	0	1	0	1	0	0
ENSGALG00000035009	0	0	0	0	0	19	0	0	0	0	0
ENSGALG00000009134	253	132	123	136	225	227	199	109	315	322	209
ENSGALG00000032986	2	5	5	6	4	1	15	10	0	12	9
ENSGALG00000046777	1	0	0	0	0	0	0	0	2	0	0
ENSGALG00000034574	22	17	31	14	3	26	15	103	7	0	7
ENSGALG00000030173	0	4	0	3	8	19	12	24	0	3	1
ENSGALG00000037206	581	698	649	456	799	518	634	502	357	508	547
ENSGALG00000028180	1	6	1	0	2	0	8	12	3	7	5
ENSGALG00000043437	10442	10228	15920	14517	15928	14239	12722	16390	21173	16686	21577
ENSGALG00000036883	85	94	252	130	97	119	139	127	1215	1245	1016
ENSGALG00000053448	0	0	0	0	0	0	15	0	0	29	46
ENSGALG00000048658	5	11	11	12	12	10	19	11	8	15	13
ENSGALG00000043287	36	10	88	22	39	1	75	10	9	46	87
ENSGALG00000033295	0	33	20	37	17	21	32	15	9	62	20
ENSGALG00000031934	709	618	867	1392	1267	1669	1110	1326	1994	1041	1431
ENSGALG00000040557	11	7	0	6	14	10	58	49	0	16	2
ENSGALG00000038090	4	0	0	0	6	1	0	6	21	12	18
ENSGALG00000055139	0	3	0	33	8	15	10	23	41	49	141
ENSGALG00000026838	692	701	770	756	600	591	439	568	1287	1099	837
ENSGALG00000052419	0	2	0	0	0	0	13	0	0	0	0
ENSGALG00000009424	157	240	134	204	276	167	248	220	484	815	581
ENSGALG00000052846	0	0	0	0	0	0	6	0	1	0	3
ENSGALG00000053114	49	46	15	11	41	16	36	29	70	41	25
ENSGALG00000029796	89	140	36	80	176	96	110	59	198	273	241
ENSGALG00000009435	0	0	0	0	2	0	1	1	0	1	1
ENSGALG00000047640	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000051656	0	1	0	0	2	1	0	12	0	1	0
ENSGALG00000009439	73	147	117	210	282	250	133	185	127	92	103
ENSGALG00000025332	0	0	0	2	0	1	0	3	0	0	0
ENSGALG00000047917	14	4	0	2	13	0	2	17	0	1	0
ENSGALG00000009440	483	368	621	594	483	337	586	567	369	1290	1041
ENSGALG00000009443	568	532	459	692	894	348	846	471	450	490	458
ENSGALG00000033415	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009446	1	2	22	17	5	0	11	5	2	10	1
ENSGALG00000009448	1609	1621	2606	2290	2322	2187	2517	2132	2139	3009	2668
ENSGALG00000051998	4	0	0	0	0	0	0	0	0	0	3
ENSGALG00000009454	631	561	1271	943	513	326	574	756	616	719	756
ENSGALG00000049134	0	0	0	0	0	0	0	1	1	1	0
ENSGALG00000009480	370	434	322	306	536	165	414	417	251	487	438
ENSGALG00000009485	163	202	445	596	280	256	333	452	141	220	334
ENSGALG00000009488	47	98	130	98	42	78	39	73	1	34	11
ENSGALG00000051277	1	0	0	0	2	0	0	0	0	0	0
ENSGALG00000051026	0	1	0	0	1	1	0	0	0	0	0
ENSGALG00000050505	1	0	0	0	1	0	0	0	0	0	3
ENSGALG00000050401	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050996	0	0	0	3	0	1	1	0	2	4	0
ENSGALG00000052984	2	2	0	2	4	1	0	1	0	1	1
ENSGALG00000051116	7	14	0	25	9	0	7	1	0	2	4
ENSGALG00000009492	3008	3439	4013	5260	4638	4543	5149	5877	2691	2928	4056
ENSGALG00000009494	1851	1856	4499	4078	3723	2274	3579	5408	2098	2744	3195
ENSGALG00000009497	18	0	0	0	1	0	3	14	0	18	6
ENSGALG00000009505	1428	1478	1706	2007	2176	1275	2063	2285	675	945	917
ENSGALG00000009514	92	179	71	194	268	145	155	147	65	33	31
ENSGALG00000052013	0	0	0	0	3	0	0	0	0	0	0
ENSGALG00000053908	4	3	0	4	5	3	4	1	4	0	1
ENSGALG00000009523	9	34	57	50	36	54	10	0	0	2	2
ENSGALG00000053656	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048132	0	4	1	0	1	0	0	0	0	2	5
ENSGALG00000009530	58	34	51	78	23	52	52	54	171	389	421
ENSGALG00000030765	4	0	0	6	0	0	2	2	22	25	15
ENSGALG00000046845	0	3	0	0	3	0	1	0	5	9	3
ENSGALG00000047659	0	0	0	0	0	0	1	0	0	0	2
ENSGALG00000009532	1135	793	2094	1888	956	479	1264	1432	672	2406	1795
ENSGALG00000009540	2646	2277	2096	2438	4055	2867	3803	2607	2447	2515	2694
ENSGALG00000009544	773	524	1266	957	786	579	868	930	604	1262	993
ENSGALG00000009547	2437	2159	2334	2638	3162	3813	2296	2908	2335	1733	1995
ENSGALG00000047978	2	5	0	6	0	1	10	7	3	8	0
ENSGALG00000009556	170	199	130	406	153	135	434	230	943	1215	1902
ENSGALG00000053357	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054789	0	0	0	15	0	1	2	5	3	6	17
ENSGALG00000050266	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047965	0	0	0	0	0	0	1	0	0	0	0
ENSGALG00000050876	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009572	683	963	550	831	704	247	526	423	125	123	119
ENSGALG00000009577	191	152	211	368	223	82	174	194	87	213	220
ENSGALG00000009586	26	20	32	8	16	20	31	31	5	10	23
ENSGALG00000048820	4	1	2	0	0	0	2	3	1	2	3
ENSGALG00000009595	4241	3197	4522	5088	5049	4020	4389	5960	2719	3272	3869
ENSGALG00000009596	13	31	2	34	55	10	12	23	8	33	17
ENSGALG00000053883	0	0	1	14	0	0	2	0	0	1	0
ENSGALG00000009601	410	273	509	659	265	208	441	340	316	496	502
ENSGALG00000009603	5	4	15	2	7	1	3	15	2	12	6
ENSGALG00000009604	19	38	30	28	12	13	50	35	68	188	125
ENSGALG00000047926	0	0	0	0	0	0	0	0	0	5	2
ENSGALG00000009638	30	31	45	20	15	37	57	14	7	13	51
ENSGALG00000049596	8	6	0	19	1	11	14	5	1	0	11
ENSGALG00000046889	2	8	2	5	10	9	16	9	3	1	3
ENSGALG00000033074	2662	3180	949	1586	4043	1393	2733	1711	1421	1167	1292
ENSGALG00000028849	8399	9290	8044	10046	10857	6789	10636	9938	5299	8818	7939
ENSGALG00000053774	0	18	0	58	7	3	28	24	16	23	19
ENSGALG00000009698	1692	1566	1365	1614	2254	1687	2975	1721	915	1339	1047
ENSGALG00000008497	10408	8676	9999	12043	11560	9966	10955	8507	9594	10624	13644
ENSGALG00000025619	0	5	0	0	0	0	0	3	1	4	0
ENSGALG00000043800	9	4	0	0	2	0	2	0	0	0	0
ENSGALG00000009730	4	1	0	2	8	1	0	4	17	7	25
ENSGALG00000051607	1	0	0	0	0	0	0	0	0	1	5
ENSGALG00000055076	0	1	0	0	0	0	0	0	3	0	0
ENSGALG00000009739	229	119	197	214	158	76	191	150	25	179	223
ENSGALG00000009743	2503	2234	2368	2335	2923	2100	1942	2666	2261	1955	2188
ENSGALG00000009747	1376	1389	3185	2577	2226	1677	2120	3098	1589	2278	3123
ENSGALG00000009755	586	675	706	1100	851	837	1359	1140	2467	3841	4155
ENSGALG00000017893	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050139	5	9	2	7	20	17	12	4	15	6	3
ENSGALG00000049710	29	33	36	36	35	18	42	34	27	31	42
ENSGALG00000051531	0	1	0	0	0	0	0	0	0	0	0
ENSGALG00000049770	0	0	27	0	0	1	0	0	0	12	0
ENSGALG00000009759	61	40	46	88	35	16	66	46	14	52	78
ENSGALG00000050070	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052108	20	28	13	5	20	34	26	12	25	28	38
ENSGALG00000019361	0	5	8	4	6	0	7	6	2	2	5
ENSGALG00000049735	3	0	1	0	5	3	1	5	1	1	4
ENSGALG00000055064	10	15	0	1	0	1	0	0	1	2	1
ENSGALG00000030024	3077	2820	2958	3359	3622	3379	2919	3025	3070	2953	2873
ENSGALG00000009795	753	772	891	1174	876	856	1137	1327	924	1698	1526
ENSGALG00000018237	1	2	24	10	10	10	21	5	7	35	53
ENSGALG00000009805	19	50	11	20	48	1	44	39	61	55	45
ENSGALG00000051395	5	4	7	30	13	26	26	10	66	52	66
ENSGALG00000049627	0	12	0	0	0	0	4	0	4	2	7
ENSGALG00000040567	0	1	0	0	0	0	0	0	0	3	8
ENSGALG00000049150	0	0	0	0	0	1	2	0	0	0	0
ENSGALG00000009815	256	220	415	479	257	212	365	390	180	807	454
ENSGALG00000009825	768	882	997	1099	506	399	402	902	1929	3438	2513
ENSGALG00000027682	322	386	538	723	496	356	640	533	300	542	667
ENSGALG00000049865	18638	22072	50700	43451	24518	20733	35966	40627	21372	52931	40590
ENSGALG00000025464	48	44	96	114	55	93	88	89	59	80	67
ENSGALG00000009835	2521	2052	2642	2127	1708	1565	1946	2138	1431	1837	2018
ENSGALG00000009840	992	1079	721	1062	1038	1805	904	1022	1051	814	655
ENSGALG00000009842	314	464	382	399	422	247	341	480	221	280	301
ENSGALG00000009856	1719	1437	2845	2447	1608	1281	2313	2073	1229	2233	1841
ENSGALG00000009859	210	151	87	321	171	168	402	272	39	115	108
ENSGALG00000039209	3	14	12	28	0	1	9	14	37	90	40
ENSGALG00000009873	479	456	474	610	470	325	732	722	343	765	809
ENSGALG00000026661	217	348	129	444	366	221	514	526	307	195	321
ENSGALG00000009875	295	398	326	499	437	295	623	365	168	321	264
ENSGALG00000019358	2864	2585	3470	3478	3564	3543	2785	3292	2919	5039	3881
ENSGALG00000009879	2143	2737	4657	4388	3796	3524	4621	4469	3729	3566	5858
ENSGALG00000049353	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009885	59	136	35	131	128	43	198	209	119	105	181
ENSGALG00000009895	323	466	226	532	477	416	593	367	490	392	418
ENSGALG00000033879	3521	2852	4652	5825	3481	3017	5386	4401	2348	5130	5072
ENSGALG00000009901	243	176	576	393	194	217	493	452	267	800	532
ENSGALG00000009903	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009904	1	2	0	0	12	1	0	0	0	3	0
ENSGALG00000009905	823	879	700	1250	1316	1029	940	1347	1000	1288	1406
ENSGALG00000050641	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000009927	3755	3413	7518	7405	3931	3313	4928	6031	3713	6811	6147
ENSGALG00000009934	5651	5377	5735	6320	7631	7324	5299	5628	5262	2808	3951
ENSGALG00000009940	841	988	2114	1475	884	820	2023	1620	526	3003	1996
ENSGALG00000053128	2	6	0	1	9	0	0	0	0	9	5
ENSGALG00000049477	2	36	48	61	19	13	45	10	7	15	42
ENSGALG00000009942	1732	1907	1471	1671	1626	1230	1685	1337	643	925	903
ENSGALG00000009945	50	206	269	191	242	257	289	202	907	631	785
ENSGALG00000055074	1	4	0	0	2	0	0	0	0	2	6
ENSGALG00000019355	2417	2615	2852	2591	3103	2051	2390	2244	1955	5159	3146
ENSGALG00000009963	2	0	1	0	0	0	2	3	0	0	1
ENSGALG00000029135	660	725	1511	1105	1315	926	1348	1553	702	1877	1547
ENSGALG00000009966	208	240	75	130	116	102	229	142	68	95	120
ENSGALG00000009975	18157	19738	27546	24829	26334	23876	21806	30277	18504	15557	18306
ENSGALG00000047495	0	0	0	1	1	0	17	0	2	3	2
ENSGALG00000010018	0	2	0	0	1	0	0	1	26	0	27
ENSGALG00000010029	0	0	0	15	0	21	8	1	0	10	0
ENSGALG00000009959	263	462	393	684	704	434	990	836	744	678	673
ENSGALG00000019352	2	2	0	9	0	0	2	0	23	8	9
ENSGALG00000049993	0	0	0	0	0	0	6	6	0	3	1
ENSGALG00000010042	3311	3200	3594	4677	4246	2933	3647	4638	2653	3353	4443
ENSGALG00000010044	5	8	0	35	9	2	30	6	21	45	9
ENSGALG00000010049	18	98	65	74	24	11	27	37	38	93	63
ENSGALG00000040855	28	29	22	94	15	10	24	28	5	17	12
ENSGALG00000046732	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010152	0	1	17	0	11	38	20	10	0	8	33
ENSGALG00000052678	1	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010163	26	97	17	69	46	9	53	28	36	32	28
ENSGALG00000010177	3779	3322	2423	3803	3839	2912	3675	2926	1649	2881	2690
ENSGALG00000041783	306	360	673	544	412	143	469	606	396	511	536
ENSGALG00000010183	596	656	1022	1119	982	359	1051	957	312	1403	968
ENSGALG00000052261	257	284	420	453	313	171	411	395	202	494	469
ENSGALG00000010190	2056	2551	2132	2960	3243	2616	2922	3619	2581	2049	2184
ENSGALG00000010198	25	22	42	53	22	18	59	143	25	103	56
ENSGALG00000047615	16	13	0	47	36	22	9	2	16	25	35
ENSGALG00000010200	20	3	1	0	10	0	7	11	15	94	115
ENSGALG00000052790	0	0	1	0	0	0	0	0	0	0	0
ENSGALG00000053800	0	0	0	1	3	0	0	0	0	0	0
ENSGALG00000054127	1	0	0	0	0	0	0	0	0	0	1
ENSGALG00000010204	77	48	45	43	69	52	81	55	24	50	84
ENSGALG00000010208	68	47	56	65	72	64	35	21	10	11	10
ENSGALG00000047516	180	87	204	124	239	158	152	223	175	308	251
ENSGALG00000010222	2	0	4	1	0	0	0	0	0	0	1
ENSGALG00000010223	1	1	6	2	0	0	0	0	0	0	0
ENSGALG00000010224	0	9	0	0	0	13	14	0	3	4	11
ENSGALG00000010227	3719	3868	5046	4232	4731	4582	3502	5161	3702	4387	3802
ENSGALG00000039582	6	19	0	0	8	0	0	0	3	3	0
ENSGALG00000034788	26	61	59	44	33	77	80	31	23	19	11
ENSGALG00000010238	20579	20323	29178	28897	29340	22478	23239	27013	16514	25346	21613
ENSGALG00000033769	28	13	66	34	30	32	62	50	22	169	122
ENSGALG00000010246	449	422	268	321	655	140	290	279	354	406	345
ENSGALG00000047282	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010253	3251	3058	1689	2829	3903	3472	2756	2308	3354	2397	2212
ENSGALG00000029921	530	950	2489	1361	1182	1454	2146	1944	1916	3883	3598
ENSGALG00000031340	323	473	157	126	407	197	405	548	41	137	237
ENSGALG00000034552	19	9	35	19	28	6	47	11	0	39	18
ENSGALG00000054653	21	21	29	52	40	37	75	40	25	33	44
ENSGALG00000047936	85	13	17	75	76	2	92	6	6	11	30
ENSGALG00000010311	125	279	45	295	288	80	329	110	190	166	124
ENSGALG00000049601	0	0	18	0	8	0	0	1	0	0	0
ENSGALG00000041094	145	185	103	127	218	67	263	156	44	113	95
ENSGALG00000010320	240	228	83	193	348	142	333	225	62	158	151
ENSGALG00000050373	34	51	17	25	30	15	40	31	10	20	22
ENSGALG00000046717	0	3	2	1	0	0	0	0	1	2	0
ENSGALG00000010325	3266	3803	2145	2998	4056	4540	3371	2845	3970	3890	3002
ENSGALG00000026490	22903	25984	43258	36981	30466	23064	29510	34364	25333	48373	32185
ENSGALG00000010342	759	925	452	674	132	178	41	36	47	16	21
ENSGALG00000051132	39	33	16	1	14	0	0	0	11	4	23
ENSGALG00000010935	79	66	15	40	26	20	2	5	0	0	24
ENSGALG00000010936	0	1	0	3	0	0	1	0	0	9	10
ENSGALG00000028091	0	0	1	0	1	1	0	0	0	7	6
ENSGALG00000010939	337	388	233	433	366	124	390	244	385	481	362
ENSGALG00000010940	158	159	214	355	170	70	206	160	209	472	408
ENSGALG00000010958	117	228	59	147	157	119	107	129	39	103	115
ENSGALG00000028648	608	613	1995	1607	684	656	1143	1565	564	1556	1256
ENSGALG00000042269	82	66	53	126	63	39	81	86	66	99	142
ENSGALG00000052461	20	7	0	0	0	0	12	0	0	4	2
ENSGALG00000010975	273	343	286	443	204	218	261	296	406	818	289
ENSGALG00000050280	0	1	0	0	0	0	6	0	0	1	0
ENSGALG00000053239	0	0	0	0	0	0	0	0	0	0	1
ENSGALG00000050123	3	3	0	0	1	2	2	1	2	0	2
ENSGALG00000010992	1074	967	621	510	831	981	558	460	357	278	249
ENSGALG00000027103	1	33	25	32	9	0	23	13	13	9	5
ENSGALG00000044478	237	301	305	307	326	505	500	409	142	186	212
ENSGALG00000027213	325	340	209	391	854	652	647	875	1782	2062	2916
ENSGALG00000047575	1	7	0	3	9	3	4	3	6	13	9
ENSGALG00000027633	5	33	41	41	10	0	52	92	251	252	380
ENSGALG00000027192	25	9	2	8	0	52	31	60	54	77	137
ENSGALG00000028360	0	1	0	0	0	0	0	0	0	0	0
ENSGALG00000045907	0	2	1	0	1	0	1	1	4	1	2
ENSGALG00000053372	1	1	0	7	1	0	0	0	0	0	1
ENSGALG00000045093	344	331	287	322	600	522	550	688	346	311	436
ENSGALG00000011168	462	320	360	605	518	230	410	551	174	193	259
ENSGALG00000049176	493	604	428	818	736	793	910	752	567	924	1002
ENSGALG00000051263	101	148	44	159	164	138	133	119	106	96	87
ENSGALG00000011177	539	691	342	639	864	689	671	597	484	454	385
ENSGALG00000033106	6907	7271	5321	7492	10744	8899	7000	6018	6536	4676	5149
ENSGALG00000011206	18	18	7	1	26	32	17	98	206	195	219
ENSGALG00000011207	3468	3721	5685	5580	6967	5424	5148	4747	9199	8316	8539
ENSGALG00000052715	26	32	35	30	77	14	51	32	26	35	34
ENSGALG00000035493	1041	831	967	1274	1274	931	1134	1380	972	1275	1280
ENSGALG00000030550	2104	2220	2467	3274	4233	2330	4620	4418	3516	6990	7013
ENSGALG00000051987	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000054230	0	0	3	0	0	0	0	0	0	0	1
ENSGALG00000052465	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000048464	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011269	0	0	1	1	1	0	4	3	22	41	28
ENSGALG00000011270	28	47	28	47	48	0	63	99	813	1283	1943
ENSGALG00000011271	368	684	711	1177	691	294	554	1301	19088	12009	18749
ENSGALG00000011274	102	29	174	137	20	0	12	37	669	544	448
ENSGALG00000052564	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000047529	5	1	1	0	1	2	4	0	2	0	4
ENSGALG00000048220	32	32	29	25	15	21	56	11	20	28	19
ENSGALG00000054813	41	40	37	33	16	35	22	4	3	8	2
ENSGALG00000052884	11	16	5	2	0	2	11	11	5	6	6
ENSGALG00000011276	1146	981	3372	2381	1275	1003	2110	2159	1549	6862	5730
ENSGALG00000011277	51	62	13	37	38	13	50	31	6	43	22
ENSGALG00000011280	2039	2141	1401	1914	2735	1772	2457	1989	1293	1588	1383
ENSGALG00000050074	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049080	0	0	2	4	0	0	1	0	1	8	8
ENSGALG00000054097	13	10	4	0	0	0	15	0	2	12	9
ENSGALG00000011285	941	1124	1111	1289	1172	986	1393	1509	864	1899	1420
ENSGALG00000030515	6555	7431	13981	13209	10079	8595	10814	13183	8470	8192	11014
ENSGALG00000011293	2746	2856	4728	4053	4140	2705	3759	4355	2370	3971	4146
ENSGALG00000054172	108	132	38	125	128	72	157	94	22	77	83
ENSGALG00000050619	5	30	20	45	21	0	55	37	5	43	31
ENSGALG00000011297	343	272	588	657	579	309	573	556	506	520	623
ENSGALG00000049110	0	1	0	6	0	0	0	0	0	0	6
ENSGALG00000011309	467	502	264	413	476	73	329	166	116	266	220
ENSGALG00000019336	433	402	489	518	584	441	731	729	237	401	332
ENSGALG00000011320	87	56	22	68	91	58	76	44	150	279	273
ENSGALG00000011323	90	115	342	309	97	161	242	173	100	519	341
ENSGALG00000051437	0	19	7	18	0	19	4	1	17	5	7
ENSGALG00000011325	4248	4674	7131	5741	6297	5109	5815	6457	5259	6889	6626
ENSGALG00000011327	1282	1432	1730	2280	1885	1930	2243	2906	1469	1893	2076
ENSGALG00000011342	941	1038	417	702	1079	643	1014	542	551	356	333
ENSGALG00000011357	1399	1487	1310	1522	1958	1405	1960	1814	1809	1739	1714
ENSGALG00000048536	41	33	0	13	69	5	32	23	22	20	33
ENSGALG00000011377	3167	2883	5313	5085	4107	2919	5441	5627	1489	5534	4797
ENSGALG00000028788	0	1	0	5	0	0	2	0	0	0	0
ENSGALG00000011400	2158	3148	1800	2350	5718	5454	4563	4841	2495	1349	1437
ENSGALG00000011406	4	0	0	0	0	0	1	4	0	0	0
ENSGALG00000011409	1976	1788	8963	6654	2558	1587	5067	6255	1447	7516	5577
ENSGALG00000011414	145	159	240	221	239	193	341	268	177	293	275
ENSGALG00000011421	104	185	89	131	160	193	164	98	138	191	140
ENSGALG00000033709	1282	1081	3026	2786	1905	1309	2657	4752	1387	2538	2404
ENSGALG00000047244	0	0	0	8	0	0	0	0	22	21	16
ENSGALG00000043701	2828	3157	3557	3399	3206	4138	2326	4504	9481	6621	5609
ENSGALG00000011456	856	800	511	1190	728	614	1049	917	816	1111	895
ENSGALG00000011459	26	14	6	6	22	6	25	26	3	10	14
ENSGALG00000047489	30	27	2	29	41	35	25	7	18	1	29
ENSGALG00000030853	25	65	21	70	54	46	122	89	33	32	63
ENSGALG00000031699	1339	1076	1366	1948	1553	1761	1929	1725	921	1977	1878
ENSGALG00000048130	0	1	0	0	0	0	0	0	0	1	1
ENSGALG00000025410	10	5	0	0	10	0	4	0	0	0	0
ENSGALG00000025889	8	15	0	11	1	9	4	0	0	1	3
ENSGALG00000026407	0	0	0	0	0	3	2	0	10	0	0
ENSGALG00000029125	6	19	3	10	3	0	2	0	0	4	1
ENSGALG00000026453	23	37	6	20	6	0	7	0	0	2	1
ENSGALG00000018238	3	0	20	18	0	3	14	3	0	17	15
ENSGALG00000042203	0	5	0	0	0	0	0	0	0	1	2
ENSGALG00000019331	0	1	0	0	0	0	0	0	0	0	4
ENSGALG00000011504	5034	4101	6384	6671	4308	3056	4959	4843	2129	5269	4750
ENSGALG00000011514	3243	2892	9974	8192	4029	3247	7581	8503	3027	14192	8671
ENSGALG00000024964	16	44	70	67	25	47	36	50	11	23	24
ENSGALG00000026284	188	138	404	258	431	453	462	405	149	335	267
ENSGALG00000011531	449	549	152	412	703	638	612	450	781	188	330
ENSGALG00000011549	65	88	17	29	123	9	147	65	51	63	47
ENSGALG00000011557	393	521	226	409	304	212	335	357	81	286	297
ENSGALG00000040976	2937	3191	4987	3539	4665	3401	3809	4353	3467	3384	3048
ENSGALG00000011569	857	859	552	939	559	480	722	917	462	570	605
ENSGALG00000041122	17	23	5	7	4	11	4	2	10	3	13
ENSGALG00000011594	0	12	23	2	0	3	0	0	1	1	0
ENSGALG00000028373	253	176	35	184	319	266	223	86	92	134	138
ENSGALG00000052442	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011614	20	22	0	6	17	0	5	17	13	9	8
ENSGALG00000011633	0	0	0	26	1	2	0	0	67	10	3
ENSGALG00000011643	3282	4007	2153	2381	3648	3530	2862	1958	1802	1837	1453
ENSGALG00000011651	1692	1547	5259	3669	1959	1511	2842	3474	1405	3437	2843
ENSGALG00000011662	3489	4639	2543	3768	5312	5627	3842	3373	4271	3615	3832
ENSGALG00000011682	966	918	1448	1466	1592	1207	1536	1418	1124	1297	1294
ENSGALG00000011717	0	0	2	7	33	0	6	2	52	2	7
ENSGALG00000011722	1	0	0	0	0	0	9	5	0	0	2
ENSGALG00000011724	874	1316	1141	1166	1798	1760	1382	1647	1666	2306	1599
ENSGALG00000048831	13	41	95	104	34	19	54	69	15	134	72
ENSGALG00000044155	11	40	34	65	47	29	20	22	2	16	27
ENSGALG00000049974	0	1	1	0	0	0	0	0	0	4	3
ENSGALG00000011727	0	0	8	3	0	1	1	0	0	0	0
ENSGALG00000025735	4	22	0	61	0	6	18	21	5	4	0
ENSGALG00000011738	4180	5776	6119	7115	6571	5297	5341	6708	4295	3368	5651
ENSGALG00000011739	14	6	1	0	0	0	0	3	1	0	1
ENSGALG00000011740	12	18	0	33	0	0	12	4	46	54	87
ENSGALG00000028560	0	6	0	2	0	0	0	0	13	0	0
ENSGALG00000011742	43	54	60	98	90	166	168	239	41	57	75
ENSGALG00000011743	0	0	1	27	0	0	0	2	0	0	0
ENSGALG00000011745	1707	1836	2393	2332	2263	1758	2354	2299	1228	3800	2529
ENSGALG00000049268	1	3	2	2	0	5	1	4	0	7	0
ENSGALG00000050451	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011747	152	143	313	288	154	89	267	286	117	697	273
ENSGALG00000050350	64	56	349	244	144	70	214	266	56	236	280
ENSGALG00000048231	1	1	188	181	1	1	113	197	2	133	194
ENSGALG00000053680	6	17	211	144	14	10	84	158	7	170	183
ENSGALG00000031571	0	0	1	0	1	2	0	0	1	1	0
ENSGALG00000048795	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049408	39	65	262	206	146	63	137	240	35	192	226
ENSGALG00000038969	3	6	26	30	2	3	20	28	3	24	35
ENSGALG00000037322	21	15	220	115	25	6	104	165	13	187	182
ENSGALG00000036908	31	39	93	55	86	35	38	74	32	114	79
ENSGALG00000053262	5	6	229	103	4	4	94	140	9	167	157
ENSGALG00000049859	10	16	38	12	35	44	28	62	34	46	55
ENSGALG00000049629	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000049751	76	74	543	289	232	100	267	375	61	266	327
ENSGALG00000031159	28	43	22	21	48	17	17	25	36	62	32
ENSGALG00000047126	5	7	204	129	12	3	90	122	4	138	165
ENSGALG00000035244	102	82	86	96	124	96	42	36	106	125	58
ENSGALG00000051325	72	92	425	430	74	78	329	436	94	255	505
ENSGALG00000048097	3	9	216	159	19	7	134	199	3	210	247
ENSGALG00000034631	47	72	41	36	64	26	96	63	6	94	77
ENSGALG00000037167	234	252	452	609	251	257	442	381	253	1024	801
ENSGALG00000042491	2	9	165	122	16	5	78	135	6	159	152
ENSGALG00000048451	6	6	5	3	4	1	3	15	2	17	12
ENSGALG00000055014	66	55	383	356	78	74	267	374	92	233	422
ENSGALG00000046198	7	29	28	36	22	27	22	21	27	32	33
ENSGALG00000048212	0	2	0	0	2	6	1	5	0	5	0
ENSGALG00000049248	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050250	7	1	144	65	15	6	64	109	7	132	126
ENSGALG00000031874	82	64	98	53	77	68	45	58	65	183	113
ENSGALG00000054083	0	0	4	3	0	2	1	6	0	5	3
ENSGALG00000052897	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027571	134	136	493	334	266	164	318	341	100	344	346
ENSGALG00000052030	0	1	1	0	0	1	0	2	0	1	0
ENSGALG00000048312	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000050309	70	66	435	195	147	85	163	215	60	266	249
ENSGALG00000037666	0	0	16	3	1	0	6	5	1	4	13
ENSGALG00000032645	6	6	11	3	17	11	4	9	4	35	7
ENSGALG00000047886	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000052649	60	59	404	165	136	89	165	227	51	180	210
ENSGALG00000027064	58	76	31	24	79	73	14	22	106	22	30
ENSGALG00000046904	46	69	338	379	74	69	300	384	103	220	382
ENSGALG00000051251	71	52	492	245	184	80	218	275	67	297	341
ENSGALG00000052284	9	6	7	2	9	1	6	8	5	23	9
ENSGALG00000047073	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000011783	10	16	17	28	20	6	19	23	11	71	39
ENSGALG00000053511	0	15	0	0	10	119	29	102	363	82	151
ENSGALG00000011794	1632	1815	2164	2303	2412	2018	1676	2682	1754	1859	1949
ENSGALG00000011796	0	11	0	4	3	0	10	0	42	4	7
ENSGALG00000011798	320	376	555	547	846	830	735	890	1992	1167	1111
ENSGALG00000011799	15	17	0	1	0	0	0	0	4	6	21
ENSGALG00000011800	381	640	347	500	1128	1377	924	487	1064	441	306
ENSGALG00000011802	5	14	2	36	20	21	27	28	30	56	16
ENSGALG00000054955	1	2	0	0	9	1	0	0	0	12	16
