,Date,Embryo,Treatment,FOV,ROI,Area,Mean,IntDen,CTCF
16,20210804,Emb1,DMSO;1percent,FOV3,0004-0623-2483,643.668,446.06199999999995,287115.76,167796.44816799997
17,20210804,Emb1,DMSO;1percent,FOV3,0004-0766-2769,363.92699999999996,410.478,149383.72,81921.116302
18,20210804,Emb1,DMSO;1percent,FOV3,0004-1459-2303,699.29,773.3910000000001,540824.561,411194.37653999997
19,20210804,Emb1,DMSO;1percent,FOV3,0004-1864-2576,229.403,690.9780000000001,158512.321,115986.96927799999
20,20210804,Emb1,DMSO;1percent,FOV3,0004-1966-3376,539.315,321.809,173556.43,73581.45118999996
21,20210804,Emb1,DMSO;1percent,FOV3,0004-1112-3388,650.816,618.571,402575.63200000004,281931.266816
22,20210804,Emb1,DMSO;1percent,FOV3,0004-2030-2698,439.465,247.27700000000002,108669.509,27204.124089999998
23,20210804,Emb1,DMSO;1percent,FOV3,0004-1846-2080,407.145,264.76599999999996,107797.984,32323.886769999997
24,20210804,Emb1,DMSO;1percent,FOV3,0004-1256-0816,550.518,482.83099999999996,265807.07399999996,163755.35026799995
25,20210804,Emb1,DMSO;1percent,FOV3,0004-1484-0460,511.606,523.513,267832.36199999996,172993.91135599994
26,20210804,Emb1,DMSO;1percent,FOV3,0004-0800-0774,342.01599999999996,425.639,145575.291,82174.41701599999
27,20210804,Emb1,DMSO;1percent,FOV3,0004-1064-0934,576.6,430.293,248106.582,141219.9336
28,20210804,Emb1,DMSO;1percent,FOV3,0004-0764-1786,387.45099999999996,684.117,265062.281,193238.93932600002
29,20210804,Emb1,DMSO;1percent,FOV3,0004-0792-1964,403.103,526.939,212410.80800000002,137685.992478
30,20210804,Emb1,DMSO;1percent,FOV3,0004-0694-2214,519.9069999999999,386.524,200956.69100000002,104579.45078200003
