 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,12.517,45.990,575.664,4829.000
2,H2BRFP:0004-0986-0064,369.431,2014.058,744055.796,6241565.000
3,H2BRFP:0004-0745-0134,308.634,856.141,264234.272,2216548.000
4,H2BRFP:0004-0718-0170,299.693,1826.623,547426.958,4592130.000
5,H2BRFP:0004-0762-0226,184.418,1349.584,248887.082,2087807.000
6,H2BRFP:0004-0745-0256,466.468,909.569,424284.890,3559144.000
7,H2BRFP:0004-0730-0308,337.364,5127.718,1729906.286,14511442.000
8,H2BRFP:0004-0659-0335,240.685,2139.811,515019.651,4320279.000
9,H2BRFP:0004-0601-0141,132.800,5049.066,670514.666,5624660.000
10,H2BRFP:0004-0567-0119,229.717,1423.375,326973.801,2742843.000
11,H2BRFP:0004-0555-0190,308.992,1084.066,334967.415,2809898.000
12,H2BRFP:0004-0511-0181,276.090,1305.254,360367.450,3022968.000
13,H2BRFP:0004-0495-0265,331.761,1151.020,381863.482,3203289.000
14,H2BRFP:0004-0285-0212,258.328,2129.791,550183.923,4615257.000
15,H2BRFP:0004-0282-0162,369.550,2315.156,855566.920,7176984.000
16,H2BRFP:0004-0313-0111,329.973,1782.732,588252.862,4934601.000
17,H2BRFP:0004-0356-0120,274.898,592.053,162754.177,1365275.000
18,H2BRFP:0004-0265-0086,560.405,1263.350,707987.794,5939006.000
19,H2BRFP:0004-0172-0118,383.856,1245.095,477936.816,4009207.000
20,H2BRFP:0004-0197-0193,252.963,989.660,250347.640,2100059.000
21,H2BRFP:0004-0135-0185,412.347,1173.025,483692.981,4057493.000
22,H2BRFP:0004-0089-0151,246.884,1408.944,347844.936,2917922.000
23,H2BRFP:0004-0171-0236,238.539,1886.066,449899.980,3774018.000
24,H2BRFP:0004-0117-0254,230.433,1550.270,357232.708,2996672.000
25,H2BRFP:0004-0184-0475,209.452,1450.490,303807.519,2548511.000
26,H2BRFP:0004-0190-0441,134.349,2443.161,328237.306,2753442.000
27,H2BRFP:0004-0108-0422,176.431,908.644,160312.522,1344793.000
28,H2BRFP:0004-0118-0720,169.397,356.103,60322.907,506023.000
29,H2BRFP:0004-0121-0892,197.173,1443.034,284527.478,2386779.000
30,H2BRFP:0004-0099-0930,157.357,2846.339,447891.175,3757167.000
31,H2BRFP:0004-0255-0886,397.565,911.452,362361.115,3039692.000
32,H2BRFP:0004-0312-0864,218.631,1756.774,384084.838,3221923.000
33,H2BRFP:0004-0228-0771,267.745,501.560,134290.331,1126504.000
34,H2BRFP:0004-0296-0759,246.287,2360.638,581395.556,4877078.000
35,H2BRFP:0004-0430-0885,205.399,1206.849,247885.004,2079401.000
36,H2BRFP:0004-0368-0885,139.833,2801.743,391776.374,3286444.000
37,H2BRFP:0004-0489-0783,193.358,935.872,180958.589,1517984.000
38,H2BRFP:0004-0404-0796,230.790,1911.344,441119.462,3700362.000
39,H2BRFP:0004-0353-0620,396.134,3658.356,1449200.078,12156718.000
40,H2BRFP:0004-0924-0725,425.698,1470.280,625895.745,5250371.000
41,H2BRFP:0004-0759-0935,415.565,869.091,361164.010,3029650.000
42,H2BRFP:0004-0831-0815,233.413,1669.972,389792.961,3269806.000
43,H2BRFP:0004-0813-0738,438.692,2985.792,1309843.211,10987713.000
44,H2BRFP:0004-0805-0632,347.735,4083.852,1420098.340,11912596.000
45,H2BRFP:0004-0820-0565,383.140,1117.798,428273.412,3592602.000
