 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,10.371,57.264,593.903,4982.000
2,H2BRFP:0004-0828-0646,293.614,1207.259,354467.756,2973478.000
3,H2BRFP:0004-0790-0714,729.564,2137.692,1559583.120,13082674.000
4,H2BRFP:0004-0741-0800,783.208,1801.851,1411224.600,11838158.000
5,H2BRFP:0004-0682-0878,529.649,1135.046,601176.040,5043008.000
6,H2BRFP:0004-0696-0755,557.425,1303.361,726525.874,6094514.000
7,H2BRFP:0004-0654-0479,373.961,969.303,362481.874,3040705.000
8,H2BRFP:0004-0558-0518,251.175,2257.635,567061.530,4756836.000
9,H2BRFP:0004-0530-0557,399.949,3053.609,1221287.605,10244858.000
10,H2BRFP:0004-0521-0649,430.347,3889.018,1673629.002,14039356.000
11,H2BRFP:0004-0228-0397,639.918,1038.598,664617.595,5575192.000
12,H2BRFP:0004-0224-0336,433.685,2179.724,945314.266,7929836.000
13,H2BRFP:0004-0880-0146,337.364,1398.508,471805.975,3957778.000
14,H2BRFP:0004-0866-0191,414.373,1644.249,681332.957,5715410.000
15,H2BRFP:0004-0820-0137,314.833,3598.058,1132787.671,9502470.000
16,H2BRFP:0004-0843-0063,304.700,2817.900,858614.996,7202553.000
17,H2BRFP:0004-0952-0054,383.975,2331.797,895351.287,7510718.000
18,PMGFP:background,10.371,72.782,754.837,6332.000
19,PMGFP:0004-0828-0646,293.614,4096.685,1202843.105,10090135.000
20,PMGFP:0004-0790-0714,729.564,10680.798,7792326.327,65366484.000
21,PMGFP:0004-0741-0800,783.208,10255.991,8032579.281,67381863.000
22,PMGFP:0004-0682-0878,529.649,5156.521,2731147.478,22910425.000
23,PMGFP:0004-0696-0755,557.425,6305.251,3514705.352,29483356.000
24,PMGFP:0004-0654-0479,373.961,6130.883,2292712.383,19232581.000
25,PMGFP:0004-0558-0518,251.175,15774.915,3962265.363,33237745.000
26,PMGFP:0004-0530-0557,399.949,17868.342,7146424.196,59948288.000
27,PMGFP:0004-0521-0649,430.347,19392.301,8345426.600,70006205.000
28,PMGFP:0004-0228-0397,639.918,5575.250,3567704.247,29927941.000
29,PMGFP:0004-0224-0336,433.685,7416.854,3216580.445,26982514.000
30,PMGFP:0004-0880-0146,337.364,6625.276,2235127.963,18749530.000
31,PMGFP:0004-0866-0191,414.373,7296.888,3023635.549,25363982.000
32,PMGFP:0004-0820-0137,314.833,18841.603,5931960.518,49760673.000
33,PMGFP:0004-0843-0063,304.700,20015.820,6098826.122,51160437.000
34,PMGFP:0004-0952-0054,383.975,20341.568,7810649.472,65520189.000
35,Ceramide:background,10.371,242.172,2511.632,21069.000
36,Ceramide:0004-0828-0646,293.614,823.028,241652.238,2027117.000
37,Ceramide:0004-0790-0714,729.564,2026.014,1478106.908,12399205.000
38,Ceramide:0004-0741-0800,783.208,2743.387,2148643.747,18024051.000
39,Ceramide:0004-0682-0878,529.649,1455.251,770772.384,6465679.000
40,Ceramide:0004-0696-0755,557.425,2396.921,1336103.702,11208001.000
41,Ceramide:0004-0654-0479,373.961,841.785,314795.088,2640681.000
42,Ceramide:0004-0558-0518,251.175,853.711,214430.916,1798769.000
43,Ceramide:0004-0530-0557,399.949,941.339,376487.716,3158194.000
44,Ceramide:0004-0521-0649,430.347,1146.134,493235.846,4137544.000
45,Ceramide:0004-0228-0397,639.918,1479.147,946532.948,7940059.000
46,Ceramide:0004-0224-0336,433.685,1851.817,803105.661,6736909.000
47,Ceramide:0004-0880-0146,337.364,1147.151,387007.267,3246438.000
48,Ceramide:0004-0866-0191,414.373,1247.895,517094.379,4337683.000
49,Ceramide:0004-0820-0137,314.833,876.554,275968.094,2314978.000
50,Ceramide:0004-0843-0063,304.700,618.062,188323.728,1579767.000
51,Ceramide:0004-0952-0054,383.975,1080.609,414926.682,3480642.000
