 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,11.444,63.333,724.796,6080.000
2,H2BRFP:0004-0198-0775,521.781,588.921,307288.208,2577709.000
3,H2BRFP:0004-0139-0728,318.648,993.507,316578.824,2655644.000
4,H2BRFP:0004-0238-0967,309.707,1852.241,573652.282,4812123.000
5,H2BRFP:0004-0662-0516,753.883,1692.316,1275807.736,10702204.000
6,H2BRFP:0004-0797-0540,416.638,2091.175,871263.395,7308655.000
7,H2BRFP:0004-0703-0640,590.923,609.898,360402.855,3023265.000
8,H2BRFP:0004-0664-0588,595.453,2591.349,1543026.426,12943787.000
9,H2BRFP:0004-0817-0256,526.550,988.604,520549.079,4366663.000
10,H2BRFP:0004-0679-0297,528.934,1527.532,807963.580,6777660.000
11,H2BRFP:0004-0449-0128,535.014,1910.362,1022069.650,8573704.000
12,H2BRFP:0004-0388-0310,396.492,2008.233,796248.117,6679384.000
13,H2BRFP:0004-0348-0370,344.159,2137.794,735740.435,6171811.000
14,H2BRFP:0004-0320-0382,296.952,2491.251,739781.170,6205707.000
15,H2BRFP:0004-0155-0340,483.515,5048.108,2440836.178,20475128.000
16,H2BRFP:0004-0441-0526,355.245,1364.367,484685.045,4065815.000
17,H2BRFP:0004-0500-0552,479.819,1617.245,775985.906,6509413.000
18,H2BRFP:0004-0382-0604,284.077,3669.844,1042518.186,8745238.000
19,H2BRFP:0004-0300-0547,478.031,1056.704,505137.635,4237383.000
20,PMGFP:background,11.444,50.448,577.333,4843.000
21,PMGFP:0004-0198-0775,521.781,3147.173,1642136.273,13775177.000
22,PMGFP:0004-0139-0728,318.648,5837.622,1860145.510,15603963.000
23,PMGFP:0004-0238-0967,309.707,10141.635,3140936.216,26347967.000
24,PMGFP:0004-0662-0516,753.883,9872.517,7442721.378,62433798.000
25,PMGFP:0004-0797-0540,416.638,7391.608,3079626.967,25833670.000
26,PMGFP:0004-0703-0640,590.923,4974.712,2939671.905,24659647.000
27,PMGFP:0004-0664-0588,595.453,17837.448,10621362.228,89098053.000
28,PMGFP:0004-0817-0256,526.550,7956.494,4189489.756,35143833.000
29,PMGFP:0004-0679-0297,528.934,6441.783,3407277.760,28582192.000
30,PMGFP:0004-0449-0128,535.014,11067.811,5921430.119,49672338.000
31,PMGFP:0004-0388-0310,396.492,15866.792,6291053.615,52772951.000
32,PMGFP:0004-0348-0370,344.159,14666.453,5047587.739,42342049.000
33,PMGFP:0004-0320-0382,296.952,13100.407,3890187.533,32633115.000
34,PMGFP:0004-0155-0340,483.515,14131.698,6832888.202,57318169.000
35,PMGFP:0004-0441-0526,355.245,7296.788,2592149.313,21744429.000
36,PMGFP:0004-0500-0552,479.819,9949.025,4773736.334,40044827.000
37,PMGFP:0004-0382-0604,284.077,18931.937,5378127.582,45114806.000
38,PMGFP:0004-0300-0547,478.031,6568.807,3140095.549,26340915.000
39,Ceramide:background,11.444,419.219,4797.599,40245.000
40,Ceramide:0004-0198-0775,521.781,1317.817,687612.453,5768086.000
41,Ceramide:0004-0139-0728,318.648,1364.793,434888.365,3648092.000
42,Ceramide:0004-0238-0967,309.707,843.842,261343.911,2192302.000
43,Ceramide:0004-0662-0516,753.883,1537.123,1158810.577,9720765.000
44,Ceramide:0004-0797-0540,416.638,1838.117,765829.945,6424219.000
45,Ceramide:0004-0703-0640,590.923,662.111,391256.739,3282085.000
46,Ceramide:0004-0664-0588,595.453,1153.121,686629.449,5759840.000
47,Ceramide:0004-0817-0256,526.550,2366.430,1246043.311,10452523.000
48,Ceramide:0004-0679-0297,528.934,1900.380,1005175.235,8431984.000
49,Ceramide:0004-0449-0128,535.014,1819.689,973558.170,8166762.000
50,Ceramide:0004-0388-0310,396.492,898.294,356166.138,2987725.000
51,Ceramide:0004-0348-0370,344.159,761.842,262194.712,2199439.000
52,Ceramide:0004-0320-0382,296.952,1099.601,326528.314,2739106.000
53,Ceramide:0004-0155-0340,483.515,1160.211,560979.206,4705814.000
54,Ceramide:0004-0441-0526,355.245,1894.935,673166.488,5646905.000
55,Ceramide:0004-0500-0552,479.819,2116.114,1015352.892,8517360.000
56,Ceramide:0004-0382-0604,284.077,910.616,258684.936,2169997.000
57,Ceramide:0004-0300-0547,478.031,2913.455,1392722.999,11682956.000
