 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,14.901,82.392,1227.742,10299
2,H2BRFP:0004-0365-0653,482.323,1695.358,817709.817,6859417
3,H2BRFP:0004-0474-0518,396.253,939.482,372272.934,3122838
4,H2BRFP:0004-0450-0135,228.644,1172.188,268014.177,2248256
5,H2BRFP:0004-0383-0110,375.153,688.812,258410.039,2167691
6,H2BRFP:0004-0552-0078,603.559,942.627,568931.216,4772520
7,H2BRFP:0004-0631-0160,351.073,1552.216,544940.837,4571275
8,H2BRFP:0004-0611-0092,260.473,1622.485,422614.284,3545130
9,PMGFP:background,14.901,163.800,2440.821,20475
10,PMGFP:0004-0365-0653,482.323,12707.762,6129244.890,51415607
11,PMGFP:0004-0474-0518,396.253,8997.580,3565321.720,29907955
12,PMGFP:0004-0450-0135,228.644,13067.634,2987841.610,25063722
13,PMGFP:0004-0383-0110,375.153,6410.253,2404827.304,20173065
14,PMGFP:0004-0552-0078,603.559,5514.649,3328417.489,27920667
15,PMGFP:0004-0631-0160,351.073,7710.615,2706987.821,22707760
16,PMGFP:0004-0611-0092,260.473,9122.638,2376205.028,19932965
17,Ceramide:background,14.901,140.144,2088.318,17518
18,Ceramide:0004-0365-0653,482.323,670.654,323472.013,2713468
19,Ceramide:0004-0474-0518,396.253,751.933,297955.867,2499424
20,Ceramide:0004-0450-0135,228.644,1184.705,270876.166,2272264
21,Ceramide:0004-0383-0110,375.153,1597.502,599308.261,5027340
22,Ceramide:0004-0552-0078,603.559,1315.876,794209.152,6662280
23,Ceramide:0004-0631-0160,351.073,923.353,324164.383,2719276
24,Ceramide:0004-0611-0092,260.473,1396.373,363718.199,3051076
