 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,10.490,57.875,607.136,5093.000
2,H2BRFP:0004-0084-0601,200.869,2422.512,486606.469,4081933.000
3,H2BRFP:0004-0183-0617,98.944,1740.077,172170.441,1444264.000
4,H2BRFP:0004-0215-0631,137.091,3277.104,449262.446,3768670.000
5,H2BRFP:0004-0194-0645,141.502,2357.224,333552.037,2798025.000
6,H2BRFP:0004-0132-0721,183.345,3440.597,630815.176,5291638.000
7,H2BRFP:0004-0112-0712,137.449,1691.849,232542.820,1950702.000
8,H2BRFP:0004-0239-0721,180.364,1710.965,308597.251,2588690.000
9,H2BRFP:0004-0238-0799,132.800,2974.644,395031.875,3313753.000
10,H2BRFP:0004-0280-0803,282.170,1834.125,517534.263,4341373.000
11,H2BRFP:0004-0544-0316,398.399,2031.589,809383.608,6789572.000
12,H2BRFP:0004-0494-0344,333.907,1976.007,659802.115,5534797.000
13,H2BRFP:0004-0642-0570,273.467,2026.175,554092.694,4648046.000
14,H2BRFP:0004-0689-0310,447.394,728.191,325788.498,2732900.000
15,H2BRFP:0004-0649-0160,289.203,1950.484,564085.814,4731874.000
16,H2BRFP:0004-0560-0139,231.267,1425.718,329721.468,2765892.000
17,H2BRFP:0004-0606-0113,278.355,1569.234,436803.947,3664161.000
18,H2BRFP:0004-0678-0212,195.981,2580.852,505797.699,4242920.000
19,H2BRFP:0004-0711-0250,312.568,899.199,281060.976,2357700.000
20,H2BRFP:0004-0855-0422,193.358,2306.699,446019.343,3741465.000
21,H2BRFP:0004-0664-0520,202.776,8737.093,1771671.920,14861796.000
22,H2BRFP:0004-0747-0543,207.902,2753.260,572407.970,4801685.000
23,H2BRFP:0004-0684-0435,245.453,2307.602,566407.783,4751352.000
24,H2BRFP:0004-0612-0530,293.018,3196.181,936537.682,7856213.000
25,H2BRFP:0004-0432-0741,190.616,1447.982,276009.341,2315324.000
26,H2BRFP:0004-0405-0258,232.578,2279.732,530216.280,4447757.000
27,H2BRFP:0004-0343-0260,193.954,2573.029,499050.186,4186318.000
28,H2BRFP:0004-0341-0393,270.129,1976.889,534015.973,4479631.000
29,H2BRFP:0004-0333-0333,162.721,3759.920,611819.450,5132291.000
30,H2BRFP:0004-0447-0281,318.052,3182.174,1012096.080,8490040.000
31,H2BRFP:0004-0092-0280,150.562,4559.253,686450.276,5758337.000
32,H2BRFP:0004-0141-0317,295.521,1846.869,545788.777,4578388.000
33,H2BRFP:0004-0108-0356,284.315,2640.449,750720.340,6297471.000
34,H2BRFP:0004-0189-0346,230.909,2472.438,570909.265,4789113.000
35,H2BRFP:0004-0340-0476,252.129,1893.036,477288.911,4003772.000
36,PMGFP:background,10.490,62.261,653.151,5479.000
