 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,4.053,75.265,305.058,2559.000
2,H2BRFP:0003-0837-0117,200.749,1300.502,261074.855,2190045.000
3,H2BRFP:0003-0826-0158,245.215,1131.990,277580.526,2328504.000
4,H2BRFP:0003-0885-0167,182.510,2074.696,378653.281,3176360.000
5,H2BRFP:0003-0814-0308,208.975,3099.753,647770.268,5433867.000
6,H2BRFP:0003-0747-0321,235.797,1704.112,401824.569,3370734.000
7,H2BRFP:0003-0829-0252,269.891,790.002,213214.380,1788564.000
8,H2BRFP:0003-0762-0200,253.082,2314.687,585806.677,4914081.000
9,H2BRFP:0003-0772-0146,229.598,2811.009,645402.285,5414003.000
10,H2BRFP:0003-0666-0147,220.419,1523.791,335872.337,2817489.000
11,H2BRFP:0003-0674-0046,200.511,1839.100,368759.701,3093367.000
12,H2BRFP:0003-0665-0079,291.468,1686.209,491476.071,4122782.000
13,H2BRFP:0003-0731-0143,203.968,2491.171,508119.072,4262393.000
14,H2BRFP:0003-0706-0138,167.013,1166.377,194800.040,1634094.000
15,H2BRFP:0003-0796-0368,135.780,2915.431,395857.165,3320676.000
16,H2BRFP:0003-0906-0783,200.034,2388.612,477803.778,4008091.000
17,H2BRFP:0003-0906-0853,210.763,669.408,141086.363,1183513.000
18,H2BRFP:0003-0908-0902,177.623,1347.072,239270.426,2007137.000
19,H2BRFP:0003-0882-0907,212.670,922.354,196157.363,1645480.000
20,H2BRFP:0003-0765-0779,231.863,1711.228,396770.550,3328338.000
21,H2BRFP:0003-0778-0748,324.489,1400.799,454543.917,3812974.000
22,H2BRFP:0003-0814-1000,290.037,2236.972,648805.844,5442554.000
23,H2BRFP:0003-0332-0039,273.825,1505.886,412349.246,3459021.000
24,H2BRFP:0003-0414-0037,279.666,1279.517,357837.698,3001747.000
25,H2BRFP:0003-0510-0300,254.513,1602.403,407832.267,3421130.000
26,H2BRFP:0003-0542-0352,269.653,1195.254,322303.280,2703664.000
27,H2BRFP:0003-0652-0394,157.953,3320.823,524534.025,4400091.000
28,H2BRFP:0003-0647-0429,205.875,1408.463,289967.737,2432415.000
29,H2BRFP:0003-0595-0497,128.747,2196.394,282778.312,2372106.000
30,H2BRFP:0003-0613-0506,186.683,2707.200,505387.022,4239475.000
31,H2BRFP:0003-0555-0553,203.968,1602.890,326938.157,2742544.000
32,H2BRFP:0003-0556-0614,257.016,1773.336,455776.427,3823313.000
33,H2BRFP:0003-0669-0635,259.877,2095.381,544542.200,4567931.000
34,H2BRFP:0003-0613-0663,212.790,2254.198,479669.769,4023744.000
35,H2BRFP:0003-0604-0597,227.572,1182.766,269163.837,2257900.000
36,H2BRFP:0003-0733-0535,209.094,1523.347,318522.779,2671951.000
37,H2BRFP:0003-0770-0526,140.668,923.817,129951.094,1090104.000
38,H2BRFP:0003-0699-0808,243.426,2010.057,489301.088,4104537.000
39,H2BRFP:0003-0669-0861,199.319,1082.362,215735.071,1809709.000
40,H2BRFP:0003-0668-0709,558.498,768.807,429377.295,3601862.000
41,H2BRFP:0003-0576-0771,217.796,2285.851,497849.981,4176250.000
42,H2BRFP:0003-0573-0837,243.069,2352.095,571720.964,4795922.000
43,H2BRFP:0003-0648-0818,393.154,1865.109,733275.056,6151130.000
44,H2BRFP:0003-0135-0189,134.349,3017.697,405426.017,3400945.000
45,H2BRFP:0003-0109-0172,163.198,1756.066,286586.947,2404055.000
46,PMGFP:background,4.053,48.353,195.981,1644.000
47,PMGFP:0003-0837-0117,200.749,10506.727,2109218.320,17693328.000
48,PMGFP:0003-0826-0158,245.215,9527.946,2336391.335,19598985.000
49,PMGFP:0003-0885-0167,182.510,5850.801,1067830.959,8957576.000
50,PMGFP:0003-0814-0308,208.975,13110.355,2739733.922,22982453.000
51,PMGFP:0003-0747-0321,235.797,11145.779,2628141.378,22046351.000
52,PMGFP:0003-0829-0252,269.891,5291.011,1427996.229,11978848.000
53,PMGFP:0003-0762-0200,253.082,12638.184,3198502.277,26830864.000
54,PMGFP:0003-0772-0146,229.598,17534.969,4025995.644,33772351.000
55,PMGFP:0003-0666-0147,220.419,9309.248,2051934.667,17212800.000
56,PMGFP:0003-0674-0046,200.511,9188.994,1842493.517,15455888.000
57,PMGFP:0003-0665-0079,291.468,10888.427,3173627.958,26622204.000
58,PMGFP:0003-0731-0143,203.968,15645.458,3191172.662,26769379.000
59,PMGFP:0003-0706-0138,167.013,12294.101,2053273.990,17224035.000
60,PMGFP:0003-0796-0368,135.780,22068.031,2996396.702,25135487.000
61,PMGFP:0003-0906-0783,200.034,8921.507,1784605.231,14970288.000
62,PMGFP:0003-0906-0853,210.763,3661.299,771666.100,6473176.000
63,PMGFP:0003-0908-0902,177.623,6022.152,1069670.366,8973006.000
64,PMGFP:0003-0882-0907,212.670,4700.401,999635.793,8385516.000
65,PMGFP:0003-0765-0779,231.863,8012.409,1857781.937,15584136.000
66,PMGFP:0003-0778-0748,324.489,7223.536,2343958.655,19662464.000
67,PMGFP:0003-0814-1000,290.037,15515.063,4499949.779,37748149.000
68,PMGFP:0003-0332-0039,273.825,7722.441,2114596.948,17738447.000
69,PMGFP:0003-0414-0037,279.666,11347.614,3173544.272,26621502.000
70,PMGFP:0003-0510-0300,254.513,8499.942,2163345.417,18147377.000
71,PMGFP:0003-0542-0352,269.653,8778.485,2367141.148,19856932.000
72,PMGFP:0003-0652-0394,157.953,11988.252,1893580.405,15884434.000
73,PMGFP:0003-0647-0429,205.875,6394.362,1316441.593,11043064.000
74,PMGFP:0003-0595-0497,128.747,9773.212,1258267.801,10555069.000
75,PMGFP:0003-0613-0506,186.683,15362.884,2867982.700,24058277.000
76,PMGFP:0003-0555-0553,203.968,8613.759,1756931.150,14738142.000
77,PMGFP:0003-0556-0614,257.016,7740.326,1989390.285,16688142.000
78,PMGFP:0003-0669-0635,259.877,8428.402,2190351.208,18373917.000
79,PMGFP:0003-0613-0663,212.790,13518.286,2876549.475,24130140.000
80,PMGFP:0003-0604-0597,227.572,5764.398,1311812.915,11004236.000
81,PMGFP:0003-0733-0535,209.094,11660.728,2438188.409,20452917.000
82,PMGFP:0003-0770-0526,140.668,5251.857,738765.980,6197191.000
83,PMGFP:0003-0699-0808,243.426,9938.285,2419241.201,20293977.000
84,PMGFP:0003-0669-0861,199.319,6979.133,1391072.539,11669111.000
85,PMGFP:0003-0668-0709,558.498,4544.316,2537991.341,21290121.000
86,PMGFP:0003-0576-0771,217.796,8399.754,1829435.631,15346351.000
87,PMGFP:0003-0573-0837,243.069,10380.474,2523169.389,21165786.000
88,PMGFP:0003-0648-0818,393.154,8254.955,3245468.083,27224840.000
89,PMGFP:0003-0135-0189,134.349,13802.801,1854398.881,15555757.000
90,PMGFP:0003-0109-0172,163.198,12395.924,2022992.909,16970020.000
91,Ceramide:background,4.053,200.324,811.938,6811.000
92,Ceramide:0003-0837-0117,200.749,9044.711,1815719.589,15231293.000
93,Ceramide:0003-0826-0158,245.215,2164.046,530655.568,4451442.000
94,Ceramide:0003-0885-0167,182.510,2462.007,449341.362,3769332.000
95,Ceramide:0003-0814-0308,208.975,1974.424,412604.951,3461166.000
96,Ceramide:0003-0747-0321,235.797,1403.286,330890.558,2775699.000
97,Ceramide:0003-0829-0252,269.891,1656.917,447187.003,3751260.000
