 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,14.186,58.916,835.780,7011.000
2,H2BRFP:0004-0163-0434,834.349,1871.544,1561521.590,13098935.000
3,H2BRFP:0004-0110-0496,435.831,1379.056,601035.373,5041828.000
4,H2BRFP:0004-0214-0531,470.640,960.504,452051.955,3792070.000
5,H2BRFP:0004-0270-0518,468.971,1081.747,507308.207,4255591.000
6,H2BRFP:0004-0261-0586,708.702,2694.437,1909553.805,16018428.000
7,H2BRFP:0004-0312-0576,223.876,3035.628,679604.295,5700909.000
8,H2BRFP:0004-0365-0502,440.599,3581.840,1578156.605,13238479.000
9,H2BRFP:0004-0304-0441,652.435,2065.664,1347712.235,11305380.000
10,H2BRFP:0004-0425-0300,569.108,1555.600,885303.927,7426435.000
11,H2BRFP:0004-0532-0296,645.402,2071.451,1336918.740,11214838.000
12,H2BRFP:0004-0650-0291,410.082,2902.923,1190435.629,9986054.000
13,H2BRFP:0004-0630-0344,278.474,3651.044,1016721.182,8528838.000
14,H2BRFP:0004-0716-0386,641.110,2731.041,1750898.418,14687536.000
15,H2BRFP:0004-0743-0270,566.723,1807.527,1024368.134,8592985.000
16,H2BRFP:0004-0842-0415,420.691,4524.549,1903438.937,15967133.000
17,H2BRFP:0004-0780-0482,716.928,2342.152,1679154.258,14085705.000
18,H2BRFP:0004-0706-0485,482.919,2016.349,973733.289,8168231.000
19,H2BRFP:0004-0627-0498,293.971,2304.307,677400.344,5682421.000
20,H2BRFP:0004-0586-0494,359.656,5713.165,2054774.245,17236620.000
21,H2BRFP:0004-0511-0571,357.510,5248.475,1876383.436,15740176.000
22,H2BRFP:0004-0340-0607,365.736,2773.863,1014500.899,8510213.000
23,H2BRFP:0004-0374-0595,398.042,4108.139,1635210.063,13717076.000
24,H2BRFP:0004-0434-0572,204.922,2592.711,531302.758,4456871.000
25,H2BRFP:0004-0450-0618,345.589,1931.853,667627.762,5600443.000
26,H2BRFP:0004-0376-0713,303.270,7720.785,2341480.759,19641678.000
27,H2BRFP:0004-0384-0648,325.324,3123.425,1016123.822,8523827.000
28,H2BRFP:0004-0687-0692,323.416,7036.131,2275598.860,19089023.000
29,PMGFP:background,14.186,56.496,801.448,6723.000
