 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,10.490,65.364,685.695,5752.000
2,H2BRFP:0004-0678-0137,367.405,1832.562,673291.659,5647955.000
3,H2BRFP:0004-0671-0273,231.386,2715.828,628405.230,5271422.000
4,H2BRFP:0004-0620-0282,215.293,2511.828,540778.746,4536361.000
5,H2BRFP:0004-0415-0276,532.153,1975.597,1051318.850,8819063.000
6,H2BRFP:0004-0433-0315,182.629,3453.775,630761.055,5291184.000
7,H2BRFP:0004-0203-0378,375.630,1834.709,689171.956,5781168.000
8,H2BRFP:0004-0147-0373,233.532,3540.740,826876.098,6936309.000
9,H2BRFP:0004-0135-0286,360.729,637.156,229840.453,1928033.000
10,H2BRFP:0004-0369-0662,591.758,2760.017,1633260.506,13700722.000
11,H2BRFP:0004-0317-0592,353.815,1509.176,533968.766,4479235.000
12,H2BRFP:0004-0443-0545,306.965,2283.787,701043.346,5880752.000
13,H2BRFP:0004-0422-0855,417.950,1067.675,446234.278,3743268.000
14,H2BRFP:0004-0508-0533,398.638,2054.880,819152.614,6871520.000
15,H2BRFP:0004-0474-0593,262.381,1439.731,377757.658,3168847.000
16,H2BRFP:0004-0772-0594,410.797,2356.270,967948.752,8119707.000
17,H2BRFP:0004-0745-0699,324.847,1738.780,564837.074,4738176.000
18,H2BRFP:0004-0699-0734,398.042,4510.528,1795377.745,15060654.000
19,H2BRFP:0004-0995-0756,470.283,2142.521,1007590.664,8452246.000
20,H2BRFP:0004-0744-0422,250.579,1459.954,365833.816,3068823.000
21,PMGFP:background,10.490,49.568,519.993,4362.000
22,PMGFP:0004-0678-0137,367.405,6870.442,2524232.144,21174701.000
23,PMGFP:0004-0671-0273,231.386,17321.435,4007941.914,33620906.000
24,PMGFP:0004-0620-0282,215.293,13597.135,2927366.949,24556426.000
25,PMGFP:0004-0415-0276,532.153,6647.959,3537728.701,29676489.000
26,PMGFP:0004-0433-0315,182.629,5803.104,1059817.675,8890356.000
27,PMGFP:0004-0203-0378,375.630,7538.908,2831840.788,23755098.000
28,PMGFP:0004-0147-0373,233.532,7852.548,1833821.360,15383141.000
29,PMGFP:0004-0135-0286,360.729,4174.662,1505921.180,12632527.000
30,PMGFP:0004-0369-0662,591.758,5351.572,3166832.998,26565204.000
31,PMGFP:0004-0317-0592,353.815,5141.613,1819178.223,15260306.000
32,PMGFP:0004-0443-0545,306.965,4134.046,1269008.605,10645169.000
33,PMGFP:0004-0422-0855,417.950,6465.199,2702127.160,22666986.000
34,PMGFP:0004-0508-0533,398.638,10029.493,3998133.211,33538625.000
35,PMGFP:0004-0474-0593,262.381,3859.063,1012544.070,8493798.000
36,PMGFP:0004-0772-0594,410.797,13347.964,5483303.897,45997085.000
37,PMGFP:0004-0745-0699,324.847,4744.714,1541304.798,12929345.000
38,PMGFP:0004-0699-0734,398.042,10858.656,4322196.266,36257051.000
39,PMGFP:0004-0995-0756,470.283,5955.238,2800645.487,23493414.000
40,PMGFP:0004-0744-0422,250.579,5273.301,1321378.668,11084479.000
41,Ceramide:background,10.490,254.614,2671.015,22406.000
42,Ceramide:0004-0678-0137,367.405,1502.408,551991.502,4630420.000
43,Ceramide:0004-0671-0273,231.386,2048.833,474071.677,3976784.000
44,Ceramide:0004-0620-0282,215.293,1443.138,310697.489,2606308.000
45,Ceramide:0004-0415-0276,532.153,2327.962,1238831.117,10392023.000
46,Ceramide:0004-0433-0315,182.629,1641.679,299818.878,2515052.000
47,Ceramide:0004-0203-0378,375.630,5398.538,2027853.570,17010794.000
48,Ceramide:0004-0147-0373,233.532,3560.662,831528.499,6975336.000
49,Ceramide:0004-0135-0286,360.729,3010.763,1086069.107,9110568.000
50,Ceramide:0004-0369-0662,591.758,2209.298,1307368.415,10966953.000
51,Ceramide:0004-0317-0592,353.815,3563.296,1260746.769,10575864.000
52,Ceramide:0004-0443-0545,306.965,4184.305,1284436.381,10774586.000
53,Ceramide:0004-0422-0855,417.950,1799.810,752230.013,6310135.000
54,Ceramide:0004-0508-0533,398.638,2739.189,1091943.647,9159847.000
55,Ceramide:0004-0474-0593,262.381,2753.063,722350.908,6059492.000
56,Ceramide:0004-0772-0594,410.797,3560.704,1462726.577,12270186.000
57,Ceramide:0004-0745-0699,324.847,2628.767,853946.262,7163389.000
58,Ceramide:0004-0699-0734,398.042,2813.036,1119705.347,9392728.000
59,Ceramide:0004-0995-0756,470.283,2516.053,1183256.099,9925828.000
60,Ceramide:0004-0744-0422,250.579,1957.235,490442.045,4114108.000
