 ,Label,Area,Mean,IntDen,RawIntDen
1,H2BRFP:background,9.739,8.460,82.395,1599.000
2,H2BRFP:background,20.251,8.336,168.809,3276.000
3,H2BRFP:background,18.241,8.616,157.163,3050.000
4,H2BRFP:Cntl,6419.998,98.493,632322.768,12271202.000
5,H2BRFP:Expt,4070.121,95.025,386764.462,7505763.000
6,TCFLefH2Bd2EGFP:background,9.739,7.989,77.809,1510.000
7,TCFLefH2Bd2EGFP:background,20.251,7.720,156.339,3034.000
8,TCFLefH2Bd2EGFP:background,18.241,7.636,139.283,2703.000
9,TCFLefH2Bd2EGFP:Cntl,6419.998,225.675,1448835.122,28116888.000
10,TCFLefH2Bd2EGFP:Expt,4070.121,237.987,968634.876,18797859.000
