,Date,Embryo,Treatment,FOV,ROI,Area,H2BRFP Mean,H2BRFP LRP6 IntDen,H2BRFP CTCF,Surface LRP6 Mean,Surface LRP6 IntDen,Surface LRP6 CTCF,Internal LRP6 Mean,Internal LRP6 IntDen,Internal LRP6 CTCF,Total LRP6 CTCF,Internal / Surface LRP6 CTCF,Internalized Fraction CTCF,Total LRP6 Mean,Internalized Fraction Mean,Total LRP6 IntDen,Internalized Fraction IntDen,Internal / RFP,Norm
16,20210807,Emb8,ControlMO,FOV6,0004-0101-0725,216.145,1625.893,351429.22,293558.77384499996,324.564,70153.056,48794.687825,489.988,105908.604,37463.479865,86258.16769,0.7677778367875028,0.4343180578520819,814.552,0.6015429340299944,176061.66,0.6015426868064291,0.301365465009075,0.00036997695053118154
17,20210807,Emb8,ControlMO,FOV6,0004-0882-0829,220.524,4154.829,916238.245,857195.369764,360.474,79493.125,57702.045939999996,604.531,133313.474,63481.68258799998,121183.72852799998,1.1001634613443307,0.5238465869890468,965.0049999999999,0.626453748944306,212806.599,0.6264536655651359,0.1455008136315598,0.00015077726398470456
18,20210807,Emb8,ControlMO,FOV6,0004-1018-0247,150.696,2802.273,422290.337,381943.140656,266.667,40185.583,25294.55776,654.579,98642.194,50922.346552,76216.904312,2.0131740208768134,0.6681240469115001,921.2459999999999,0.7105365993448005,138827.777,0.7105364368112009,0.23358859040500335,0.0002535572370517792
19,20210807,Emb8,ControlMO,FOV6,0004-0584-0391,114.744,5284.596,606373.39,575651.946184,253.876,29130.598,17792.16964,578.52,66381.483,30046.30372799999,47838.47336799999,1.688737480360489,0.628078231026881,832.396,0.6950057424591181,95512.08099999999,0.6950061427307819,0.10947289064291765,0.00013151539729037341
20,20210807,Emb8,ControlMO,FOV6,0004-0718-0201,263.186,2122.725,558671.661,488206.504546,547.985,144222.131,118215.40641,599.692,157830.539,74489.27068199999,192704.67709199997,0.6301147451428872,0.3865462520478304,1147.6770000000001,0.5225268085009981,302052.67,0.5225265481016936,0.2825104523666514,0.0002461585031037926
21,20210807,Emb4,SMPD3MO,FOV8,0004-0664-0950,155.93,1144.259,178424.342,131934.28029,449.258,70052.785,58688.6066,362.27,56488.732,8478.664650000006,67167.27125,0.14446866506454092,0.12623208435015895,811.528,0.44640480673494937,126541.517,0.4464047321323009,0.3165979030971135,0.00039012566799557564
22,20210807,Emb4,SMPD3MO,FOV8,0004-0476-0391,219.038,2106.073,461309.957,396004.434414,359.174,78672.829,62709.33956,369.071,80840.471,13399.76599,76109.10555000001,0.21368054717238996,0.17605995883366413,728.245,0.5067951032962809,159513.3,0.5067945494200171,0.1752413140475188,0.0002406351077556575
23,20210807,Emb3,SMPD3MO,FOV7,0004-0500-0628,322.535,5800.455,1870852.652,1777842.911515,597.39,192679.444,168682.84,881.841,284424.863,182588.95224,351271.79224,1.0824394007120108,0.5197939495103252,1479.231,0.5961482689316273,477104.30700000003,0.5961481772999379,0.15202962526215616,0.00010277612168901014
24,20210807,Emb3,SMPD3MO,FOV7,0004-0606-0752,345.254,786.674,271602.481,172041.239766,346.626,119674.152,93987.2544,374.589,129328.423,20319.306055999987,114306.56045599999,0.21619214419779864,0.17776150358247805,721.2149999999999,0.5193860360641418,249002.575,0.5193858858688509,0.47616801877270637,0.0006602303318326802
25,20210807,Emb3,ControlMO,FOV1,0004-0476-0495,161.302,2359.819,380643.903,331807.786876,382.267,61660.517,50146.618938,792.363,127809.935,81497.066062,131643.685,1.6251756905637227,0.6190731143844841,1174.63,0.6745639052297319,189470.452,0.6745639420335579,0.3357727859636693,0.00028585408678789853
26,20210807,Emb3,ControlMO,FOV1,0004-0737-0734,255.728,1632.703,417527.957,340103.236264,456.864,116832.837,98578.716632,455.904,116587.351,43162.98336799999,141741.69999999998,0.4378529650485295,0.304518595219332,912.768,0.4994741270509045,233420.188,0.49947415430922365,0.2792326589710437,0.00030591854553516746
27,20210807,Emb4,SMPD3MO,FOV5,0004-0619-0725,218.92,863.059,188940.714,129148.84576000001,192.855,42219.875,24876.594760000004,406.63,89019.408,19975.542719999998,44852.137480000005,0.8029854131048278,0.4453643425334474,599.485,0.6782988731994962,131239.283,0.6782984939044508,0.47114971282380463,0.0007859241062308558
28,20210807,Emb4,SMPD3MO,FOV5,0004-1050-0190,369.015,989.399,365103.392,264317.27717,260.614,96170.731,66936.62467,443.81,163772.705,47391.278239999985,114327.90290999999,0.7080022106528483,0.41452066410512967,704.424,0.630032480437918,259943.436,0.6300320851340905,0.4485652401104105,0.0006367830172032901
29,20210807,Emb1,ControlMO,FOV9,0004-0273-0738,226.594,5897.956,1336443.932,1273490.227356,423.851,96042.37,77885.845968,499.563,113198.107,42352.359930000006,120238.205898,0.5437747950686804,0.3522371247449267,923.414,0.5409956964048628,209240.477,0.5409952635502737,0.08470103880056074,9.172596343629264e-05
30,20210807,Emb1,ControlMO,FOV9,0004-0096-0300,210.931,1895.603,399840.742,341238.625994,386.541,81533.281,64631.801832,625.185,131870.55,65921.91819499999,130553.72002699999,1.0199610149559724,0.5049409406439479,1011.7259999999999,0.6179390467379509,213403.831,0.6179390003546843,0.3298079819455867,0.00032598547625106673
31,20210807,Emb4,ControlMO,FOV9,0004-0388-0779,250.248,5726.691,1433090.806,1362758.105104,862.972,215956.664,195228.12166399998,831.604,208107.002,128825.18237600001,324053.30403999996,0.6598700088797471,0.3975431843154369,1694.576,0.49074458743662136,424063.66599999997,0.49074471284696203,0.145215448153218,8.569426697487631e-05
32,20210807,Emb4,ControlMO,FOV9,0004-0218-0790,373.227,3321.835,1239796.999,1134900.804196,1009.527,376782.087,345866.948136,683.038,254927.896,136684.73044900002,482551.67858500005,0.39519454283111655,0.283254077262366,1692.565,0.40355200538827163,631709.983,0.40355210913296585,0.20562068856520568,0.00012148466296136672
33,20210807,Emb4,ControlMO,FOV9,0004-0783-1009,227.765,1676.356,381815.651,317801.84222,308.055,70164.213,51297.982520000005,431.313,98238.24,26079.327055000016,77377.30957500002,0.5083889419010238,0.33704101626487715,739.3679999999999,0.5833536209303081,168402.453,0.5833539728782929,0.25729200718701756,0.0003479891031083541
34,20210807,Emb4,ControlMO,FOV9,0004-0900-0352,356.352,2750.566,980170.944,880017.501696,322.777,115022.285,85504.936136,508.415,181174.882,68277.93582400003,153782.87196000002,0.7985262478343994,0.4439892099411408,831.192,0.6116697465808141,296197.167,0.611669867862038,0.18484013835697818,0.00022237959262959482
35,20210807,Emb1,SMPD3MO,FOV6,0004-0174-0673,279.293,1287.17,359497.153,282917.246744,226.827,63351.11,43078.906888,521.334,145604.82,59365.00675300001,102443.913641,1.3780527650653236,0.5794878840829545,748.161,0.6968206041213054,208955.93,0.6968207123865784,0.405023423479416,0.000541358642697783
36,20210807,Emb1,SMPD3MO,FOV6,0004-0901-0373,214.906,947.204,203559.332,144633.826048,148.608,31936.709,16337.971895999997,403.709,86759.377,20400.91722599999,36738.889121999986,1.2486811310401824,0.5552948854347235,552.317,0.7309371248757507,118696.086,0.7309371346920402,0.42621124910790076,0.0007716786720450407
37,20210807,Emb1,SMPD3MO,FOV6,0004-0864-0635,191.636,862.229,165234.126,112689.06788799999,146.859,28143.471,14233.763576000001,335.535,64300.701,5127.528556000005,19361.292132000006,0.36023701873520597,0.26483400596622964,482.394,0.6955621338573863,92444.172,0.695562517451073,0.3891483584987283,0.0008067023190560586
38,20210807,Emb7,SMPD3MO,FOV5,0004-0755-0666,206.788,778.992,161086.493,102931.09018399997,284.529,58837.315,40256.37926,506.076,104650.587,39026.828775999995,79283.208036,0.9694570026763006,0.49224583291684093,790.605,0.640112319046806,163487.902,0.6401121166751531,0.6496549386899995,0.0008217187327299973
39,20210807,Emb7,SMPD3MO,FOV5,0004-0643-0743,216.057,1119.897,241961.214,181199.071776,177.872,38430.386,19016.584264999998,372.999,80588.954,12023.697163999997,31040.281428999995,0.6322742820922682,0.38735786566569663,550.8710000000001,0.6771077076121269,119019.34,0.6771080565561866,0.33306545155491984,0.0006046160563088632
40,20210807,Emb7,ControlMO,FOV2,0004-0218-0816,335.13,1729.65,579656.686,483191.86141,218.845,73341.494,50330.46281000001,541.187,181367.669,72070.71671000001,122401.17952000002,1.4319502084069946,0.5888073709144596,760.032,0.7120581764978317,254709.163,0.7120578893347468,0.3128881565634666,0.00041167760905260115
41,20210807,Emb7,ControlMO,FOV2,0004-0285-0657,243.646,4307.591,1049525.537,979393.741422,237.626,57896.53,41167.064702,533.771,130051.055,50590.054082,91757.118784,1.2288963142796578,0.5513474567688972,771.3969999999999,0.6919536892157994,187947.585,0.6919538497927494,0.1239140391926717,0.00016063588423687375
42,20210807,Emb7,ControlMO,FOV2,0004-0480-0676,349.583,2120.662,741347.782,640722.762531,368.14,128695.513,104692.09547100001,648.73,226785.251,112774.69846099999,217466.793932,1.077203564926627,0.518583533706133,1016.87,0.6379674884695192,355480.76399999997,0.6379677157439664,0.30590919250686816,0.0003008341208874961
