,Date,Embryo,Treatment,FOV,ROI,Area,Mean,IntDen,CTCF
418,20210807,Emb3,ControlMO,FOV4,0003-2002-1581,746.65,277.29400000000004,207041.576,117987.1372
419,20210807,Emb3,ControlMO,FOV4,0003-2319-0547,1636.174,388.746,636056.498,440906.752672
420,20210807,Emb3,ControlMO,FOV4,0003-2152-0999,680.305,485.705,330427.718,249286.38004
421,20210807,Emb3,ControlMO,FOV4,0003-1534-0457,873.602,412.99800000000005,360796.06200000003,256599.80425600003
422,20210807,Emb3,ControlMO,FOV4,0003-0841-0817,1674.849,256.598,429763.185,230000.595072
423,20210807,Emb3,ControlMO,FOV4,0003-0754-0442,2236.124,269.99,603731.874,337024.89227199997
424,20210807,Emb3,ControlMO,FOV4,0003-0696-0883,622.624,458.815,285669.50899999996,211407.89927199995
425,20210807,Emb3,ControlMO,FOV4,0003-0613-0948,1033.453,179.918,185936.587,62674.58078399999
426,20210807,Emb3,ControlMO,FOV4,0003-1282-1903,2323.283,266.742,619717.144,342614.534024
427,20210807,Emb3,ControlMO,FOV4,0003-1369-1503,767.9580000000001,282.97900000000004,217315.892,125720.00542399997
428,20210807,Emb3,ControlMO,FOV4,0003-1479-1231,924.1410000000001,241.919,223567.151,113343.00564799999
429,20210807,Emb3,ControlMO,FOV4,0003-1245-1263,580.203,473.295,274607.202,205405.229784
430,20210807,Emb12,SMPD3MO;SMPD3FLAG,FOV4,0003-1608-1318,1241.073,290.44599999999997,360464.274,272092.429962
431,20210807,Emb12,SMPD3MO;SMPD3FLAG,FOV4,0003-1636-0712,1487.1329999999998,307.589,457425.542,351532.749602
432,20210807,Emb12,SMPD3MO;SMPD3FLAG,FOV4,0003-1551-1563,1130.473,463.775,524285.184,443788.723562
433,20210807,Emb12,SMPD3MO;SMPD3FLAG,FOV4,0003-1473-2212,1395.9289999999999,488.17400000000004,681455.96,582057.439626
434,20210807,Emb12,SMPD3MO;SMPD3FLAG,FOV4,0003-0835-2221,1073.611,480.397,515759.841,439312.296134
435,20210807,Emb12,SMPD3MO;SMPD3FLAG,FOV3,0003-2125-1197,1922.354,147.952,284416.898,149202.36234799997
436,20210807,Emb12,SMPD3MO;SMPD3FLAG,FOV3,0003-1891-0984,1846.4089999999999,145.69899999999998,269020.274,139147.55775799998
